Timestamp,25pctCell 1 Current,25pctCell 1 Voltage,25pct Cell 1 Temp,25pctCell 2 Current,25pctCell 2 Voltage,25pct Cell 2 Temp,25pctCell 3 Current,25pctCell 3 Voltage,25pct Cell 3 Temp,25pctCell 4 Current,25pctCell 4 Voltage,25pct Cell 4 Temp,20pctCell 5 Current,20pctCell 5 Voltage,20pct Cell 5 Temp,20pctCell 6 Current,20pctCell 6 Voltage,20pct Cell 6 Temp,20pctCell 7 Current,20pctCell 7 Voltage,20pct Cell 7 Temp,20pctCell 8 Current,20pctCell 8 Voltage,20pct Cell 8 Temp,15pctCell 9 Current,15pctCell 9 Voltage,15pct Cell 9 Temp,15pctCell 10 Current,15pctCell 10 Voltage,15pct Cell 10 Temp,10pctCell 11 Current,10pctCell 11 Voltage,10pct Cell 11 Temp,10pctCell 12 Current,10pctCell 12 Voltage,10pct Cell 12 Temp,5pctCell 13 Current,5pctCell 13 Voltage,5pct Cell 13 Temp,5pctCell 14 Current,5pctCell 14 Voltage,5pct Cell 14 Temp,5pctCell 15 Current,5pctCell 15 Voltage,5pct Cell 15 Temp,5pctCell 16 Current,5pctCell 16 Voltage,5pct Cell 16 Temp
10-24-2025-Fri 17-36-46-PM,73.2,5.552,13.039,97.2,5.552,15.9381,83.8,5.552,14.376,73.9,5.588,15.668,74.1,5.54,16.028,65.7,5.572,17.4903,86.1,5.528,16.219,59.3,5.532,16.2752,53.2,5.632,10.1405,75.1,5.632,12.533,36.6,5.648,11.5218,42.9,5.668,14.039,23.3,5.636,14.9262,33.0,5.672,15.77,32.5,5.636,14.8923,20.1,5.64,15.584
10-24-2025-Fri 17-36-49-PM,72.6,5.556,12.989,95.2,5.556,15.9042,83.0,5.56,14.32,73.2,5.596,15.6341,73.4,5.544,15.983,65.2,5.572,17.3887,84.3,5.536,16.185,59.1,5.536,16.1405,53.0,5.636,10.0736,73.5,5.632,12.466,36.3,5.652,11.4202,42.2,5.672,13.994,23.3,5.64,14.9262,32.4,5.676,15.781,31.6,5.636,15.0269,20.0,5.644,15.584
10-24-2025-Fri 17-36-51-PM,72.7,5.56,12.904,93.4,5.56,15.8365,81.9,5.564,14.241,72.8,5.604,15.5333,73.0,5.548,15.916,64.5,5.576,17.3549,82.8,5.536,16.163,59.2,5.544,16.0728,52.8,5.636,9.972,72.2,5.64,12.387,36.1,5.656,11.3533,41.5,5.676,13.915,23.2,5.644,14.8584,32.0,5.68,15.758,30.9,5.64,15.0608,20.0,5.648,15.567
10-24-2025-Fri 17-36-53-PM,72.0,5.564,12.854,92.4,5.564,15.8365,81.4,5.564,14.207,72.3,5.6,15.4656,72.3,5.548,15.837,64.0,5.58,17.3549,81.8,5.544,16.05,59.1,5.544,16.0389,52.2,5.644,9.87121,71.0,5.644,12.342,36.2,5.656,11.3194,41.2,5.676,13.825,23.3,5.644,14.6899,31.6,5.68,15.601,30.7,5.644,14.7576,19.6,5.648,15.398
10-24-2025-Fri 17-36-56-PM,72.2,5.564,12.803,91.2,5.564,15.7357,80.8,5.568,14.162,72.1,5.6,15.4656,71.8,5.552,15.803,63.4,5.584,17.2202,80.9,5.544,15.994,59.0,5.544,15.8704,52.2,5.644,9.87121,70.0,5.644,12.297,36.0,5.66,11.2855,40.6,5.676,13.825,23.1,5.648,14.7238,31.3,5.684,15.612,30.3,5.644,14.8923,19.6,5.652,15.381
10-24-2025-Fri 17-36-58-PM,72.1,5.568,12.702,89.8,5.564,15.7019,80.3,5.568,14.084,71.8,5.604,15.3648,71.9,5.556,15.736,63.0,5.584,17.2541,80.2,5.544,15.961,58.8,5.548,15.8704,52.3,5.64,9.70269,69.0,5.644,12.196,36.0,5.66,11.1847,40.4,5.676,13.713,23.2,5.648,14.5883,31.2,5.68,15.533,29.7,5.644,14.7576,19.9,5.652,15.314
10-24-2025-Fri 17-37-01-PM,72.1,5.568,12.618,89.2,5.572,15.6003,79.6,5.568,13.994,72.1,5.608,15.2632,71.5,5.556,15.657,62.7,5.588,17.1525,79.4,5.552,15.893,59.0,5.548,15.8365,51.9,5.644,9.63495,68.2,5.648,12.117,35.8,5.656,11.117,39.8,5.68,13.645,22.8,5.648,14.5552,30.9,5.684,15.466,30.0,5.648,14.6899,19.9,5.652,15.263
10-24-2025-Fri 17-37-03-PM,71.9,5.568,12.551,88.4,5.568,15.5333,79.5,5.572,13.96,71.5,5.604,15.2971,71.4,5.56,15.646,62.2,5.588,17.1186,79.0,5.548,15.87,59.0,5.548,15.7688,51.7,5.648,9.56803,66.9,5.648,12.05,35.7,5.664,11.0501,39.8,5.68,13.623,22.9,5.652,14.5214,30.5,5.684,15.455,29.6,5.648,14.7238,19.8,5.66,15.246
10-24-2025-Fri 17-37-31-PM,72.4,5.564,11.692,90.2,5.564,14.7576,81.4,5.568,13.14,72.4,5.6,14.4875,73.2,5.552,14.893,63.1,5.584,16.4776,80.9,5.544,15.095,59.3,5.548,14.8246,51.1,5.648,8.62542,71.6,5.648,11.186,35.8,5.668,10.1744,41.4,5.684,12.792,22.5,5.656,13.7126,31.9,5.688,14.724,30.2,5.652,13.9819,19.6,5.656,14.403
10-24-2025-Fri 17-37-34-PM,71.5,5.576,11.607,87.1,5.576,14.6899,79.3,5.58,13.106,71.2,5.612,14.5214,71.9,5.56,14.881,61.8,5.592,16.309,78.6,5.556,15.083,58.7,5.56,14.9931,49.8,5.656,8.52462,67.7,5.656,11.107,35.7,5.668,10.1067,39.8,5.688,12.814,22.5,5.656,13.8134,31.2,5.696,14.69,29.2,5.656,13.9481,19.6,5.664,14.471
10-24-2025-Fri 17-37-36-PM,70.9,5.58,11.556,85.8,5.584,14.6899,78.3,5.584,13.028,70.5,5.616,14.319,71.1,5.568,14.814,61.1,5.596,16.4437,77.7,5.56,14.982,58.5,5.564,14.7907,49.8,5.66,8.42302,65.6,5.66,11.062,35.3,5.676,10.0736,39.1,5.688,12.69,22.4,5.66,13.6779,30.3,5.692,14.611,28.9,5.656,13.7126,19.5,5.664,14.252
10-24-2025-Fri 17-37-39-PM,70.8,5.58,11.489,85.5,5.584,14.6222,77.7,5.584,13.016,70.5,5.624,14.3528,70.7,5.568,14.746,60.5,5.604,16.3429,76.7,5.56,14.949,58.2,5.564,14.7907,49.4,5.656,8.3561,64.6,5.664,11.017,35.0,5.68,10.0736,38.6,5.696,12.657,22.4,5.66,13.5433,30.2,5.696,14.533,28.5,5.66,13.7126,19.3,5.668,14.252
10-24-2025-Fri 17-38-34-PM,71.1,5.58,9.872,86.8,5.58,13.0716,79.2,5.584,11.623,71.0,5.616,13.0377,71.9,5.568,13.476,61.1,5.6,15.0608,78.4,5.56,13.566,58.1,5.564,13.274,50.0,5.656,6.67327,68.9,5.66,9.502,34.7,5.672,8.76007,40.0,5.692,11.376,21.6,5.664,12.3297,30.5,5.696,13.251,29.3,5.66,12.3636,19.1,5.664,12.819
10-24-2025-Fri 17-38-36-PM,70.0,5.588,9.806,84.1,5.588,12.9708,77.0,5.592,11.545,69.7,5.624,12.9708,70.3,5.58,13.42,59.9,5.608,15.1285,75.4,5.568,13.589,57.6,5.572,13.2401,48.1,5.664,6.64021,64.9,5.668,9.434,34.3,5.684,8.69234,38.2,5.7,11.275,21.5,5.668,12.162,29.7,5.704,13.229,28.1,5.668,12.3975,19.0,5.672,12.819
10-24-2025-Fri 17-40-00-PM,69.0,5.596,8.021,83.9,5.592,11.0831,77.1,5.596,9.871,68.9,5.628,11.4541,70.4,5.58,11.848,59.3,5.612,13.611,75.4,5.576,11.803,56.0,5.58,11.1847,48.3,5.672,4.95818,67.0,5.672,7.706,33.6,5.688,7.07724,38.7,5.7,9.67,20.7,5.676,10.4776,29.7,5.708,11.567,28.6,5.672,10.6122,18.7,5.676,10.898
10-24-2025-Fri 17-40-02-PM,67.9,5.604,7.92,81.3,5.6,10.9485,74.2,5.608,9.815,67.6,5.636,11.4202,67.8,5.588,11.825,57.9,5.62,13.5771,72.7,5.584,11.903,55.1,5.584,11.2517,45.9,5.68,4.89126,63.1,5.68,7.639,32.8,5.692,7.07724,36.9,5.708,9.658,20.7,5.676,10.4776,28.7,5.716,11.645,27.3,5.68,10.8816,18.0,5.684,11.067
10-24-2025-Fri 17-40-05-PM,66.9,5.604,7.92,80.1,5.608,10.9154,73.2,5.612,9.793,66.7,5.644,11.3863,67.3,5.596,11.813,57.1,5.62,13.5433,71.5,5.588,11.758,54.7,5.592,11.1509,45.1,5.684,4.92432,61.0,5.684,7.639,32.4,5.696,7.07724,35.8,5.716,9.658,20.9,5.684,10.5106,28.2,5.716,11.544,26.5,5.684,10.5784,17.9,5.684,10.865
10-24-2025-Fri 17-40-07-PM,66.4,5.608,7.869,79.1,5.608,10.8816,72.1,5.612,9.759,66.1,5.644,11.3533,66.9,5.6,11.78,56.5,5.628,13.5433,70.8,5.592,11.78,54.3,5.592,11.0831,44.9,5.684,4.85739,59.8,5.684,7.594,32.3,5.696,7.04338,35.9,5.712,9.613,20.4,5.684,10.4437,28.1,5.716,11.567,26.1,5.684,10.713,17.9,5.692,10.898
10-24-2025-Fri 17-40-09-PM,66.1,5.612,7.886,78.7,5.612,10.9485,71.6,5.616,9.726,66.0,5.644,11.3194,66.2,5.6,11.667,56.2,5.628,13.4756,70.0,5.592,11.634,54.2,5.596,11.0162,44.8,5.684,4.82352,58.7,5.688,7.56,32.2,5.696,6.90872,35.4,5.716,9.479,20.3,5.688,10.2075,27.5,5.72,11.364,25.9,5.684,10.4098,18.1,5.692,10.713
10-24-2025-Fri 17-40-12-PM,65.9,5.616,7.836,78.1,5.616,10.8477,71.2,5.616,9.669,65.7,5.648,11.2517,65.8,5.604,11.623,56.1,5.632,13.3409,69.5,5.596,11.634,54.0,5.596,10.9485,44.9,5.684,4.82352,58.0,5.688,7.527,31.9,5.7,6.90872,35.0,5.716,9.479,20.4,5.688,10.2752,27.3,5.72,11.409,26.0,5.688,10.6122,17.8,5.692,10.78
10-24-2025-Fri 17-40-14-PM,65.7,5.612,7.785,77.7,5.616,10.8138,71.1,5.62,9.658,65.5,5.644,11.2855,65.6,5.604,11.656,55.7,5.632,13.3748,69.1,5.596,11.544,53.8,5.6,11.0162,44.8,5.688,4.7566,57.6,5.688,7.482,31.7,5.704,6.87566,35.0,5.716,9.49,20.8,5.688,10.3091,27.0,5.716,11.308,25.4,5.688,10.2413,17.7,5.692,10.629
10-24-2025-Fri 17-40-24-PM,64.5,5.616,7.651,76.3,5.62,10.6792,69.8,5.62,9.535,65.0,5.652,11.1509,65.3,5.604,11.611,55.4,5.636,13.3409,67.9,5.6,11.466,53.6,5.6,10.8816,43.7,5.688,4.62194,55.8,5.692,7.358,31.6,5.704,6.77406,34.3,5.716,9.422,20.2,5.692,10.3421,26.1,5.724,11.286,25.2,5.692,10.1744,17.4,5.692,10.528
10-24-2025-Fri 17-40-57-PM,63.9,5.612,6.406,76.3,5.616,9.80348,71.5,5.62,8.435,66.1,5.648,10.3091,66.8,5.604,10.668,56.6,5.632,12.5999,68.9,5.6,10.556,54.4,5.6,9.93814,42.7,5.692,3.00845,57.4,5.692,6.002,31.8,5.704,5.19363,35.3,5.72,8.2,19.8,5.692,9.09632,26.8,5.724,10.275,26.2,5.692,9.13018,17.7,5.696,9.534
10-24-2025-Fri 17-41-00-PM,62.4,5.62,6.356,74.8,5.628,9.77042,70.0,5.624,8.357,65.1,5.652,10.2752,65.6,5.612,10.579,55.6,5.64,12.5321,67.5,5.608,10.444,53.6,5.608,9.90427,41.9,5.696,2.94153,55.1,5.7,5.912,31.1,5.708,5.02511,34.3,5.724,8.076,19.8,5.7,8.9286,25.9,5.728,10.118,25.1,5.696,8.89473,17.2,5.7,9.4
10-24-2025-Fri 17-41-02-PM,62.1,5.628,6.204,74.2,5.628,9.70269,69.1,5.632,8.267,64.6,5.656,10.2413,64.8,5.612,10.533,55.2,5.64,12.5321,66.9,5.608,10.432,52.8,5.608,9.80348,41.9,5.7,2.70608,54.2,5.7,5.755,31.0,5.708,4.85739,33.8,5.728,7.975,19.6,5.7,8.827,25.7,5.732,10.107,24.6,5.7,8.96166,17.5,5.7,9.383
10-24-2025-Fri 17-41-04-PM,62.0,5.628,6.104,73.3,5.628,9.56803,68.8,5.628,8.177,64.2,5.66,10.1405,64.4,5.616,10.5,54.5,5.64,12.3975,66.3,5.612,10.32,52.5,5.612,9.80348,41.3,5.7,2.63915,53.8,5.704,5.677,30.7,5.712,4.82352,33.4,5.724,7.975,19.4,5.704,8.96166,25.3,5.728,10.04,24.3,5.696,8.76007,17.1,5.704,9.282
10-24-2025-Fri 17-41-07-PM,61.6,5.628,5.935,73.2,5.628,9.50029,68.2,5.632,8.065,63.9,5.66,10.0059,64.0,5.62,10.41,54.3,5.644,12.3636,65.7,5.612,10.275,52.5,5.612,9.63495,41.6,5.7,2.36983,53.4,5.704,5.52,30.4,5.712,4.68887,33.2,5.728,7.852,19.8,5.7,8.86087,25.2,5.732,10.017,24.3,5.704,8.827,17.0,5.704,9.231
10-24-2025-Fri 17-41-09-PM,61.3,5.632,5.902,72.9,5.632,9.50029,68.3,5.632,8.02,63.7,5.664,9.972,63.9,5.62,10.298,54.3,5.64,12.3636,65.9,5.616,10.219,52.5,5.612,9.70269,41.3,5.7,2.30291,53.2,5.704,5.464,30.6,5.712,4.58807,33.0,5.728,7.706,19.4,5.704,8.55768,24.6,5.732,9.838,23.9,5.7,8.59155,16.9,5.704,9.147
10-24-2025-Fri 17-41-12-PM,61.3,5.632,5.817,72.5,5.632,9.3995,67.8,5.636,7.942,63.5,5.66,9.90427,64.0,5.616,10.219,54.0,5.648,12.2628,65.7,5.612,10.219,52.2,5.612,9.66882,41.1,5.7,2.23517,53.0,5.704,5.385,30.3,5.716,4.52115,32.8,5.728,7.639,19.5,5.704,8.49076,24.6,5.732,9.827,23.5,5.7,8.72621,16.7,5.708,9.198
10-24-2025-Fri 17-42-12-PM,60.3,5.632,3.48,71.1,5.636,7.31269,67.2,5.636,5.912,62.9,5.664,8.08678,63.7,5.62,8.334,53.9,5.648,10.4776,65.3,5.612,8.356,51.4,5.616,7.7836,40.1,5.704,-0.3524,54.2,5.708,3.099,30.3,5.716,2.33597,33.4,5.732,5.62,18.6,5.704,6.43782,25.7,5.736,7.908,25.4,5.7,6.80793,16.8,5.708,7.296
10-24-2025-Fri 17-42-14-PM,59.4,5.636,3.463,70.1,5.64,7.31269,66.5,5.64,5.845,62.7,5.668,8.01986,63.0,5.624,8.278,53.5,5.648,10.5106,64.2,5.62,8.267,51.0,5.62,7.68281,39.2,5.708,-0.386048,52.0,5.712,3.043,29.6,5.72,2.20211,32.4,5.732,5.508,18.7,5.708,6.30316,24.8,5.74,7.807,24.2,5.708,6.60634,16.5,5.712,7.145
10-24-2025-Fri 17-42-17-PM,59.3,5.64,3.396,69.3,5.64,7.27883,65.7,5.644,5.8,61.7,5.672,7.98599,62.3,5.628,8.11,53.3,5.652,10.2413,63.9,5.624,8.132,50.7,5.624,7.61588,38.8,5.708,-0.486782,51.0,5.712,2.975,29.6,5.724,2.13438,32.0,5.736,5.407,18.3,5.708,6.10157,24.2,5.74,7.627,23.1,5.708,6.53942,16.4,5.716,7.078
10-24-2025-Fri 17-42-19-PM,58.8,5.644,3.296,68.9,5.644,7.14498,65.3,5.648,5.71,61.5,5.672,7.91826,61.6,5.632,8.177,52.5,5.656,10.3421,63.1,5.628,8.087,50.5,5.624,7.48122,38.3,5.708,-0.553934,50.2,5.712,2.886,29.1,5.724,2.06746,31.6,5.74,5.419,18.6,5.708,6.2701,23.9,5.74,7.683,23.1,5.712,6.43782,16.3,5.716,6.96
10-24-2025-Fri 17-42-21-PM,58.6,5.644,3.279,68.8,5.648,7.14498,65.2,5.644,5.654,61.3,5.676,7.85133,61.8,5.632,8.076,52.1,5.66,10.3091,62.7,5.628,8.065,50.1,5.628,7.44735,38.1,5.712,-0.58752,50.0,5.712,2.841,28.9,5.724,1.96666,31.5,5.736,5.295,18.5,5.712,6.06771,23.5,5.744,7.605,22.7,5.712,6.43782,16.2,5.716,6.943
10-24-2025-Fri 17-42-24-PM,58.6,5.644,3.195,68.5,5.644,7.07724,64.6,5.648,5.553,60.9,5.672,7.71667,61.4,5.632,7.998,52.4,5.656,10.1744,62.5,5.628,7.975,50.2,5.628,7.41349,37.9,5.712,-0.688109,50.0,5.712,2.752,28.6,5.724,1.86587,31.3,5.736,5.228,18.5,5.716,6.10157,23.2,5.744,7.538,22.7,5.712,6.33702,15.8,5.716,6.875
10-24-2025-Fri 17-43-13-PM,57.6,5.64,1.851,67.6,5.648,5.7992,64.4,5.648,4.332,60.6,5.676,6.60634,61.4,5.632,6.764,51.7,5.656,8.96166,61.9,5.628,6.595,49.2,5.628,5.96691,37.6,5.712,-2.09782,50.5,5.716,1.431,28.9,5.724,0.590241,31.5,5.736,3.973,18.3,5.712,4.72273,24.2,5.74,6.181,23.6,5.712,4.85739,15.9,5.72,5.412
10-24-2025-Fri 17-43-16-PM,57.1,5.648,1.767,66.7,5.648,5.66454,63.5,5.652,4.231,60.1,5.68,6.53942,60.5,5.636,6.652,51.7,5.664,8.99553,61.3,5.632,6.517,48.9,5.632,5.76533,36.7,5.72,-2.13138,48.9,5.716,1.341,28.3,5.728,0.490255,30.8,5.74,3.817,17.8,5.716,4.42035,23.5,5.744,6.069,22.9,5.716,4.79046,15.7,5.72,5.278
10-24-2025-Fri 17-43-18-PM,56.6,5.648,1.683,66.1,5.652,5.59761,63.0,5.652,4.198,59.7,5.68,6.50474,60.0,5.64,6.606,51.0,5.664,8.827,61.0,5.636,6.438,48.4,5.636,5.7992,36.4,5.716,-2.23206,48.5,5.72,1.285,28.3,5.728,0.490255,30.4,5.74,3.827,17.9,5.716,4.48728,22.8,5.748,6.001,22.1,5.716,4.68887,15.4,5.72,5.244
10-24-2025-Fri 17-43-21-PM,56.6,5.648,1.683,66.2,5.652,5.59761,62.5,5.652,4.164,59.5,5.684,6.43782,59.9,5.64,6.663,50.8,5.664,8.86087,60.3,5.636,6.495,48.5,5.636,5.83226,36.1,5.72,-2.23206,48.1,5.724,1.274,27.7,5.732,0.456388,30.2,5.744,3.861,17.9,5.72,4.68887,22.5,5.748,6.113,21.5,5.72,4.79046,15.6,5.72,5.311
10-24-2025-Fri 17-43-23-PM,56.1,5.652,1.565,65.8,5.652,5.39522,62.6,5.652,4.04,59.1,5.684,6.30316,59.6,5.644,6.517,50.8,5.664,8.79313,60.0,5.636,6.416,48.2,5.64,5.66454,36.0,5.72,-2.26561,47.4,5.724,1.184,27.6,5.732,0.422522,30.0,5.744,3.727,17.7,5.72,4.45422,22.6,5.752,6.013,21.4,5.716,4.79046,15.5,5.724,5.228
10-24-2025-Fri 17-43-25-PM,56.2,5.652,1.481,65.6,5.656,5.36135,62.1,5.656,4.018,58.9,5.684,6.30316,59.7,5.644,6.506,50.6,5.668,8.79313,59.9,5.64,6.427,48.1,5.636,5.56374,35.7,5.72,-2.39979,47.5,5.72,1.117,27.7,5.732,0.388656,29.7,5.748,3.704,17.8,5.72,4.42035,21.9,5.752,6.046,21.0,5.72,4.92432,15.5,5.724,5.244
10-24-2025-Fri 17-43-32-PM,56.1,5.652,1.363,65.0,5.656,5.19363,61.6,5.656,3.861,58.4,5.688,6.20237,59.2,5.644,6.382,50.3,5.668,8.55768,59.4,5.64,6.136,47.8,5.64,5.39522,35.7,5.72,-2.46691,46.8,5.724,0.971,27.2,5.736,0.187071,29.8,5.744,3.592,17.5,5.72,4.38649,21.6,5.748,5.799,20.4,5.72,4.45422,15.2,5.724,4.925
10-24-2025-Fri 17-43-35-PM,56.2,5.656,1.397,65.4,5.656,5.19363,61.6,5.66,3.783,58.5,5.688,6.10157,59.1,5.644,6.293,50.2,5.668,8.65928,59.2,5.64,6.214,47.8,5.64,5.36135,35.6,5.724,-2.39979,46.9,5.724,0.949,26.9,5.736,0.0532184,29.4,5.748,3.424,17.6,5.724,4.11717,21.3,5.752,5.799,20.3,5.724,4.62194,15.5,5.728,4.992
10-24-2025-Fri 17-43-37-PM,55.8,5.656,1.296,65.2,5.656,5.15977,61.6,5.66,3.805,58.3,5.688,6.10157,59.0,5.644,6.27,50.0,5.672,8.62542,59.2,5.64,6.147,47.9,5.64,5.32829,35.5,5.72,-2.56758,46.5,5.72,0.915,27.2,5.736,0.153205,29.4,5.744,3.446,17.3,5.724,4.08411,21.3,5.752,5.732,20.2,5.72,4.48728,15.5,5.728,4.908
10-24-2025-Fri 17-43-40-PM,55.6,5.656,1.212,64.9,5.66,5.09284,61.1,5.66,3.693,58.6,5.688,5.96691,59.0,5.644,6.192,50.1,5.668,8.42302,59.0,5.64,6.023,47.8,5.64,5.26056,35.6,5.72,-2.66825,46.7,5.724,0.815,27.1,5.736,0.0193522,29.2,5.744,3.39,17.3,5.724,4.1849,20.6,5.752,5.665,20.3,5.724,4.38649,15.2,5.728,4.824
