Timestamp,x57 Cell 1 Current,x57 Cell 1 Voltage,x57 Cell 1 Resistance,x57 Cell 1 Temp,x57 Cell 2 Current,x57 Cell 2 Voltage,x57 Cell 2 Resistance,x57 Cell 2 Temp,x57 Cell 3 Current,x57 Cell 3 Voltage,x57 Cell 3 Resistance,x57 Cell 3 Temp,x57 Cell 4 Current,x57 Cell 4 Voltage,x57 Cell 4 Resistance,x57 Cell 4 Temp,x58 Cell 5 Current,x58 Cell 5 Voltage,x58 Cell 5 Resistance,x58 Cell 5 Temp,x58 Cell 6 Current,x58 Cell 6 Voltage,x58 Cell 6 Resistance,x58 Cell 6 Temp,x58 Cell 7 Current,x58 Cell 7 Voltage,x58 Cell 7 Resistance,x58 Cell 7 Temp,x58 Cell 8 Current,x58 Cell 8 Voltage,x58 Cell 8 Resistance,x58 Cell 8 Temp,x59 Cell 9 Current,x59 Cell 9 Voltage,x59 Cell 9 Resistance,x59 Cell 9 Temp,x59 Cell 10 Current,x59 Cell 10 Voltage,x59 Cell 10 Resistance,x59 Cell 10 Temp,x59 Cell 11 Current,x59 Cell 11 Voltage,x59 Cell 11 Resistance,x59 Cell 11 Temp,x59 Cell 12 Current,x59 Cell 12 Voltage,x59 Cell 12 Resistance,x59 Cell 12 Temp,x60 Cell 13 Current,x60 Cell 13 Voltage,x60 Cell 13 Resistance,x60 Cell 13 Temp,x60 Cell 14 Current,x60 Cell 14 Voltage,x60 Cell 14 Resistance,x60 Cell 14 Temp,x60 Cell 15 Current,x60 Cell 15 Voltage,x60 Cell 15 Resistance,x60 Cell 15 Temp,x60 Cell 16 Current,x60 Cell 16 Voltage,x60 Cell 16 Resistance,x60 Cell 16 Temp
05-01-2026-Fri 12-50-08-PM,70.8,5.108,0.09018361581920903,,80.1,5.112,0.07977528089887642,,68.5,5.112,0.0932846715328467,,42.4,5.148,0.1517688679245283,,41.8,5.108,0.1527511961722488,,52.9,5.132,0.12126654064272213,,37.6,5.092,0.16928191489361702,,52.3,5.1,0.12189292543021032,,80.8,5.092,0.07877475247524753,,50.7,5.092,0.12554240631163707,,71.5,5.08,0.08881118881118882,,61.7,5.136,0.10405186385737439,,64.4,5.064,0.09829192546583851,,66.3,5.108,0.09630467571644041,,53.2,5.056,0.118796992481203,,67.5,5.048,0.09348148148148148,
05-01-2026-Fri 12-50-09-PM,69.2,5.116,0.09241329479768785,,77.8,5.116,0.08219794344473008,,66.9,5.116,0.09559043348281016,,41.8,5.152,0.15406698564593302,,41.0,5.112,0.15585365853658537,,51.8,5.136,0.12393822393822396,,36.9,5.096,0.1726287262872629,,51.3,5.104,0.12436647173489279,,78.5,5.092,0.0810828025477707,,48.9,5.1,0.1303680981595092,,69.8,5.088,0.09111747851002866,,60.2,5.136,0.10664451827242526,,63.6,5.068,0.09960691823899369,,65.0,5.116,0.09838461538461538,,52.2,5.056,0.12107279693486589,,65.6,5.056,0.09634146341463415,
05-01-2026-Fri 12-50-10-PM,67.9,5.12,0.09425625920471281,,77.2,5.116,0.08283678756476683,,65.6,5.116,0.09748475609756099,,41.1,5.156,0.1568126520681265,,40.7,5.112,0.15700245700245702,,50.7,5.136,0.12662721893491125,,36.0,5.096,0.17694444444444446,,50.5,5.108,0.1264356435643564,,77.3,5.096,0.08240620957309186,,48.0,5.1,0.13281249999999997,,69.0,5.092,0.09224637681159419,,59.1,5.14,0.10871404399323181,,63.0,5.068,0.10055555555555555,,64.2,5.116,0.0996105919003115,,51.4,5.06,0.1230544747081712,,64.9,5.056,0.09738058551617874,
05-01-2026-Fri 12-50-12-PM,67.2,5.12,0.09523809523809522,,76.3,5.12,0.08387942332896463,,64.8,5.116,0.09868827160493827,,40.8,5.156,0.1579656862745098,,40.3,5.12,0.15880893300248142,,50.2,5.14,0.12798804780876494,,36.1,5.104,0.17673130193905817,,49.9,5.108,0.1279559118236473,,76.7,5.1,0.083116036505867,,47.5,5.104,0.13431578947368422,,68.5,5.092,0.09291970802919707,,58.5,5.14,0.10982905982905981,,62.3,5.076,0.10184590690208667,,63.6,5.116,0.10055031446540878,,51.1,5.064,0.1238747553816047,,64.4,5.056,0.09813664596273292,
05-01-2026-Fri 12-50-13-PM,66.7,5.12,0.09595202398800598,,75.7,5.124,0.08461030383091149,,64.3,5.12,0.0995334370139969,,41.2,5.16,0.15655339805825244,,40.2,5.116,0.15907960199004975,,49.5,5.14,0.1297979797979798,,35.6,5.104,0.17921348314606741,,49.3,5.108,0.12951318458417851,,75.8,5.1,0.08410290237467019,,47.5,5.104,0.13431578947368422,,68.1,5.092,0.0934654919236417,,58.3,5.14,0.11020583190394512,,61.9,5.072,0.10242326332794831,,63.4,5.12,0.10094637223974764,,50.4,5.064,0.1255952380952381,,63.9,5.06,0.09898278560250391,
05-01-2026-Fri 12-50-51-PM,68.5,5.116,0.09335766423357664,,77.1,5.116,0.08294422827496759,,65.8,5.116,0.09718844984802431,,41.3,5.152,0.15593220338983052,,40.0,5.116,0.159875,,50.4,5.132,0.12728174603174602,,35.5,5.096,0.17943661971830988,,50.0,5.104,0.1276,,77.2,5.096,0.08251295336787565,,48.4,5.1,0.13171487603305784,,68.4,5.088,0.09298245614035087,,59.2,5.14,0.10853040540540539,,63.0,5.072,0.10063492063492063,,63.6,5.116,0.10055031446540878,,50.5,5.06,0.12524752475247522,,64.8,5.056,0.09753086419753088,
05-01-2026-Fri 12-53-32-PM,65.9,5.12,0.09711684370257967,,74.6,5.124,0.08585790884718499,,64.0,5.12,0.1,,39.7,5.156,0.1623425692695214,,38.7,5.12,0.16537467700258396,,47.3,5.144,0.13594080338266387,,32.8,5.104,0.19451219512195125,,48.0,5.112,0.133125,,75.3,5.104,0.08472775564409032,,45.6,5.108,0.14002192982456138,,66.8,5.096,0.09535928143712574,,56.9,5.14,0.11291739894551846,,59.7,5.08,0.10636515912897823,,60.8,5.128,0.10542763157894737,,46.5,5.072,0.13634408602150538,,62.2,5.064,0.1017684887459807,
05-01-2026-Fri 12-53-33-PM,63.5,5.132,0.10102362204724409,,72.3,5.128,0.08865836791147995,,61.9,5.128,0.10355411954765753,,39.0,5.164,0.1655128205128205,,37.8,5.124,0.16944444444444443,,46.0,5.148,0.13989130434782607,,31.6,5.112,0.20221518987341772,,46.9,5.116,0.1363539445628998,,73.0,5.108,0.08746575342465754,,43.4,5.116,0.14735023041474654,,64.5,5.104,0.09891472868217055,,55.3,5.148,0.11636528028933092,,58.2,5.088,0.10927835051546392,,59.3,5.128,0.10809443507588533,,45.5,5.076,0.13945054945054947,,60.2,5.072,0.1053156146179402,
05-01-2026-Fri 12-55-19-PM,62.0,5.132,0.10346774193548386,,70.4,5.136,0.09119318181818181,,60.3,5.132,0.10638474295190714,,38.0,5.164,0.16986842105263159,,36.3,5.132,0.17672176308539947,,45.0,5.152,0.14311111111111113,,30.6,5.12,0.20915032679738563,,45.3,5.124,0.1413907284768212,,71.5,5.112,0.08937062937062938,,42.3,5.12,0.15130023640661938,,62.7,5.108,0.10183413078149918,,53.4,5.152,0.12059925093632962,,56.8,5.092,0.11205985915492958,,57.3,5.136,0.11204188481675394,,43.4,5.088,0.1465437788018433,,58.8,5.08,0.10799319727891157,
05-01-2026-Fri 12-55-20-PM,59.9,5.136,0.10717863105175292,,68.0,5.136,0.09441176470588236,,58.4,5.136,0.10993150684931507,,37.0,5.172,0.17472972972972972,,35.6,5.136,0.1803370786516854,,43.3,5.156,0.14884526558891456,,30.2,5.12,0.21192052980132453,,44.3,5.128,0.14469525959367946,,69.4,5.12,0.09221902017291067,,41.2,5.12,0.15533980582524273,,61.2,5.112,0.10441176470588236,,51.7,5.156,0.1246615087040619,,55.5,5.096,0.11477477477477478,,56.0,5.14,0.11473214285714285,,42.2,5.088,0.15071090047393365,,57.4,5.08,0.11062717770034844,
05-01-2026-Fri 12-55-22-PM,59.0,5.14,0.10889830508474577,,67.1,5.144,0.09582712369597618,,57.3,5.136,0.11204188481675394,,37.0,5.172,0.17472972972972972,,35.1,5.136,0.18290598290598292,,42.9,5.156,0.15023310023310024,,29.1,5.12,0.21993127147766323,,43.6,5.132,0.14713302752293578,,68.6,5.12,0.09329446064139943,,40.7,5.124,0.15737100737100737,,60.6,5.116,0.10552805280528052,,51.0,5.156,0.12637254901960784,,54.8,5.096,0.11624087591240878,,55.3,5.14,0.11618444846292947,,42.0,5.092,0.15154761904761904,,56.6,5.084,0.11227915194346288,
05-01-2026-Fri 12-56-07-PM,60.6,5.136,0.10594059405940595,,68.6,5.136,0.0935860058309038,,58.7,5.136,0.10936967632027257,,37.3,5.168,0.17319034852546916,,35.5,5.132,0.1807042253521127,,43.5,5.156,0.1481609195402299,,29.6,5.12,0.21621621621621623,,44.6,5.128,0.14372197309417042,,70.0,5.116,0.09135714285714285,,41.8,5.124,0.15322966507177035,,61.1,5.112,0.10458265139116202,,52.1,5.156,0.12370441458733204,,55.7,5.096,0.11436265709156195,,56.0,5.136,0.11464285714285714,,41.8,5.088,0.1521531100478469,,57.8,5.08,0.10986159169550173,
05-01-2026-Fri 12-56-08-PM,58.7,5.14,0.1094548551959114,,66.4,5.136,0.09668674698795181,,56.8,5.14,0.11311619718309861,,36.6,5.172,0.17663934426229508,,34.8,5.14,0.1846264367816092,,42.1,5.156,0.1530878859857482,,29.1,5.124,0.22010309278350512,,43.6,5.128,0.1470183486238532,,68.2,5.12,0.09384164222873902,,40.6,5.128,0.15788177339901477,,60.3,5.116,0.10605306799336649,,50.8,5.152,0.1267716535433071,,54.7,5.1,0.11654478976234002,,54.7,5.14,0.11745886654478975,,40.8,5.088,0.1558823529411765,,56.5,5.084,0.11247787610619468,
05-01-2026-Fri 13-00-14-PM,59.0,5.144,0.10898305084745763,,66.8,5.148,0.09633233532934131,,56.8,5.14,0.11311619718309861,,36.2,5.176,0.1787292817679558,,34.2,5.144,0.18801169590643277,,38.5,5.164,0.16766233766233765,,27.5,5.128,0.2330909090909091,,42.8,5.136,0.15000000000000002,,64.3,5.132,0.09976671850699845,,37.5,5.136,0.17120000000000002,,57.9,5.124,0.11062176165803107,,48.4,5.164,0.13336776859504132,,50.2,5.108,0.12719123505976096,,51.6,5.152,0.1248062015503876,,36.8,5.104,0.17336956521739133,,53.4,5.096,0.11928838951310862,
05-01-2026-Fri 13-00-16-PM,56.7,5.148,0.11349206349206348,,63.9,5.148,0.10070422535211268,,54.9,5.144,0.11712204007285976,,35.2,5.176,0.18380681818181818,,32.8,5.148,0.19618902439024394,,37.5,5.168,0.17226666666666668,,26.4,5.132,0.24299242424242423,,41.4,5.14,0.15519323671497584,,62.8,5.136,0.10222929936305734,,37.4,5.14,0.1717914438502674,,56.7,5.128,0.11305114638447972,,47.4,5.172,0.13639240506329114,,49.2,5.116,0.12997967479674796,,51.2,5.152,0.12578125,,36.5,5.108,0.17493150684931508,,52.7,5.104,0.12106261859582543,
05-01-2026-Fri 13-00-38-PM,55.2,5.156,0.11675724637681159,,61.8,5.152,0.10420711974110035,,53.4,5.152,0.12059925093632962,,34.5,5.184,0.18782608695652173,,32.1,5.152,0.20062305295950153,,36.2,5.172,0.17859116022099447,,25.6,5.14,0.25097656249999994,,40.7,5.148,0.1581081081081081,,60.8,5.144,0.10575657894736842,,36.0,5.144,0.17861111111111114,,55.0,5.136,0.11672727272727274,,45.8,5.176,0.14126637554585153,,47.7,5.124,0.1342767295597484,,49.4,5.16,0.1305668016194332,,35.4,5.112,0.18050847457627117,,51.2,5.112,0.1248046875,
05-01-2026-Fri 13-00-39-PM,53.9,5.16,0.11966604823747683,,61.0,5.156,0.10565573770491803,,51.8,5.156,0.12442084942084941,,34.1,5.18,0.18988269794721407,,31.5,5.156,0.2046031746031746,,36.0,5.176,0.17972222222222226,,24.8,5.144,0.2592741935483871,,39.6,5.148,0.16249999999999998,,60.3,5.144,0.1066334991708126,,35.7,5.152,0.1803921568627451,,55.0,5.136,0.11672727272727274,,45.3,5.176,0.14282560706401767,,47.4,5.124,0.135126582278481,,49.3,5.16,0.1308316430020284,,34.8,5.112,0.18362068965517242,,51.1,5.112,0.12504892367906068,
05-01-2026-Fri 13-01-35-PM,54.3,5.156,0.11869244935543279,,61.2,5.156,0.10531045751633986,,53.2,5.156,0.12114661654135336,,34.1,5.184,0.19002932551319648,,31.4,5.156,0.2052547770700637,,36.1,5.172,0.17908587257617728,,24.8,5.14,0.2590725806451613,,39.5,5.148,0.1629113924050633,,60.3,5.148,0.10671641791044775,,36.0,5.148,0.17875,,54.5,5.14,0.11788990825688073,,46.1,5.176,0.1403470715835141,,47.5,5.124,0.13484210526315787,,49.2,5.164,0.13119918699186991,,34.5,5.116,0.1853623188405797,,51.2,5.112,0.1248046875,
05-01-2026-Fri 13-01-36-PM,52.3,5.164,0.12342256214149139,,59.2,5.16,0.1089527027027027,,51.2,5.16,0.1259765625,,33.5,5.188,0.1935820895522388,,30.6,5.164,0.21094771241830063,,33.6,5.18,0.1927083333333333,,24.0,5.148,0.26812499999999995,,38.5,5.152,0.16727272727272727,,58.5,5.148,0.10999999999999999,,35.3,5.152,0.18243626062322948,,53.5,5.14,0.12009345794392523,,44.8,5.18,0.14453125,,46.7,5.128,0.13725910064239827,,48.2,5.164,0.13392116182572614,,34.1,5.12,0.18768328445747803,,50.2,5.112,0.12729083665338645,
05-01-2026-Fri 13-03-37-PM,51.4,5.16,0.1254863813229572,,59.3,5.164,0.10885328836424957,,50.8,5.16,0.1269685039370079,,32.8,5.188,0.19771341463414638,,29.8,5.164,0.21661073825503355,,33.3,5.176,0.19429429429429435,,22.7,5.148,0.28348017621145377,,36.9,5.156,0.17466124661246615,,55.3,5.152,0.11645569620253167,,32.4,5.16,0.1990740740740741,,50.1,5.148,0.1284431137724551,,42.3,5.188,0.1533096926713948,,44.1,5.136,0.145578231292517,,45.8,5.168,0.14104803493449783,,31.7,5.128,0.2022082018927445,,47.4,5.124,0.135126582278481,
05-01-2026-Fri 13-03-38-PM,49.4,5.164,0.130668016194332,,56.9,5.164,0.11344463971880492,,49.1,5.168,0.13156822810590632,,31.9,5.192,0.203448275862069,,28.9,5.168,0.22352941176470592,,32.2,5.18,0.20108695652173914,,21.8,5.156,0.2956422018348624,,36.1,5.16,0.17867036011080334,,54.5,5.156,0.11825688073394496,,32.5,5.16,0.19846153846153847,,49.8,5.148,0.1292168674698795,,41.9,5.184,0.15465393794749405,,43.4,5.136,0.147926267281106,,44.9,5.172,0.14398663697104677,,31.3,5.132,0.20495207667731627,,46.3,5.128,0.13844492440604753,
05-01-2026-Fri 13-04-34-PM,49.2,5.172,0.13140243902439022,,56.1,5.168,0.11515151515151514,,48.8,5.168,0.1323770491803279,,31.8,5.192,0.20408805031446542,,28.5,5.168,0.22666666666666668,,31.1,5.188,0.20852090032154336,,21.7,5.156,0.29700460829493086,,35.4,5.16,0.1822033898305085,,52.5,5.164,0.12295238095238094,,31.2,5.164,0.20689102564102563,,47.8,5.156,0.13483263598326362,,40.4,5.192,0.16064356435643565,,42.1,5.144,0.15273159144893111,,43.6,5.176,0.14839449541284405,,30.1,5.136,0.2132890365448505,,45.4,5.132,0.14129955947136563,
05-01-2026-Fri 13-05-09-PM,45.6,5.176,0.1418859649122807,,52.2,5.176,0.1239463601532567,,45.7,5.176,0.14157549234135666,,30.4,5.204,0.21398026315789473,,27.0,5.18,0.23981481481481481,,29.0,5.192,0.22379310344827588,,20.0,5.164,0.32275,,33.1,5.172,0.19531722054380662,,51.1,5.168,0.1264187866927593,,30.8,5.168,0.20974025974025975,,46.8,5.16,0.13782051282051286,,39.1,5.192,0.1659846547314578,,40.4,5.148,0.15928217821782178,,42.3,5.18,0.15307328605200946,,29.1,5.144,0.22096219931271477,,43.8,5.136,0.14657534246575343,
05-01-2026-Fri 13-05-11-PM,44.9,5.176,0.14409799554565703,,51.8,5.184,0.1250965250965251,,44.7,5.172,0.14463087248322146,,30.2,5.2,0.21523178807947024,,26.5,5.18,0.24433962264150944,,28.6,5.192,0.22692307692307695,,19.9,5.164,0.32437185929648243,,32.7,5.172,0.19770642201834862,,50.0,5.168,0.1292,,29.7,5.172,0.21767676767676766,,46.4,5.16,0.1390086206896552,,38.4,5.196,0.16914062500000002,,39.8,5.148,0.16168341708542716,,42.1,5.184,0.15391923990498815,,28.5,5.14,0.22543859649122805,,43.2,5.14,0.14872685185185183,
05-01-2026-Fri 13-05-38-PM,45.4,5.18,0.14262114537444937,,51.8,5.18,0.125,,45.5,5.176,0.1421978021978022,,30.2,5.204,0.21539735099337748,,26.6,5.18,0.2434210526315789,,28.7,5.192,0.2261324041811847,,19.9,5.168,0.32462311557788953,,32.7,5.176,0.19785932721712537,,49.2,5.172,0.13140243902439022,,29.6,5.176,0.2185810810810811,,45.5,5.164,0.14186813186813185,,37.9,5.196,0.17137203166226914,,39.3,5.152,0.16386768447837152,,41.4,5.184,0.1565217391304348,,27.9,5.144,0.23046594982078855,,42.6,5.14,0.15082159624413144,
05-01-2026-Fri 13-05-39-PM,44.2,5.184,0.14660633484162897,,50.9,5.18,0.12721021611001965,,44.3,5.176,0.14604966139954853,,29.8,5.204,0.21828859060402686,,25.9,5.18,0.25,,28.1,5.196,0.23113879003558718,,19.5,5.168,0.3312820512820513,,32.2,5.172,0.20077639751552795,,48.8,5.172,0.13247950819672133,,29.4,5.176,0.22006802721088436,,45.4,5.164,0.1421806167400881,,37.5,5.2,0.17333333333333337,,38.9,5.152,0.16555269922879182,,41.2,5.188,0.15740291262135922,,28.1,5.148,0.22900355871886122,,42.5,5.144,0.15129411764705883,
05-01-2026-Fri 13-05-41-PM,43.5,5.18,0.14885057471264368,,50.8,5.184,0.12755905511811025,,43.8,5.176,0.14771689497716897,,29.6,5.2,0.2195945945945946,,25.7,5.18,0.2519455252918288,,27.8,5.196,0.23363309352517983,,18.8,5.164,0.34335106382978725,,31.6,5.176,0.20474683544303798,,48.6,5.172,0.13302469135802467,,29.0,5.172,0.2229310344827586,,45.5,5.164,0.14186813186813185,,37.4,5.196,0.1736631016042781,,39.3,5.152,0.16386768447837152,,40.6,5.188,0.15972906403940884,,28.1,5.148,0.22900355871886122,,42.6,5.14,0.15082159624413144,
05-01-2026-Fri 13-09-45-PM,44.6,5.184,0.14529147982062782,,50.7,5.188,0.12790927021696252,,44.6,5.184,0.14529147982062782,,29.0,5.208,0.22448275862068964,,25.1,5.184,0.2581673306772908,,26.8,5.196,0.24235074626865669,,18.0,5.172,0.35916666666666663,,31.6,5.18,0.2049050632911392,,49.7,5.176,0.1301810865191147,,28.9,5.18,0.2240484429065744,,44.5,5.172,0.1452808988764045,,36.9,5.204,0.17628726287262875,,36.9,5.16,0.1747967479674797,,40.1,5.192,0.16184538653366584,,26.5,5.152,0.24301886792452831,,41.6,5.148,0.1546875,
05-01-2026-Fri 13-09-46-PM,42.9,5.188,0.15116550116550115,,48.7,5.192,0.13326488706365505,,43.4,5.184,0.14930875576036867,,27.9,5.212,0.23351254480286737,,24.3,5.188,0.26687242798353905,,25.5,5.204,0.2550980392156863,,17.6,5.176,0.36761363636363636,,30.5,5.184,0.21245901639344264,,47.9,5.18,0.13517745302713988,,27.6,5.184,0.23478260869565215,,43.0,5.176,0.15046511627906978,,36.0,5.204,0.18069444444444446,,36.3,5.164,0.1778236914600551,,38.9,5.192,0.1668380462724936,,26.0,5.156,0.24788461538461537,,40.1,5.152,0.16059850374064838,
05-01-2026-Fri 13-09-47-PM,41.7,5.192,0.15563549160671464,,47.6,5.192,0.13634453781512604,,42.4,5.188,0.15294811320754717,,27.6,5.212,0.23605072463768115,,23.8,5.192,0.2726890756302521,,25.1,5.204,0.2591633466135458,,17.1,5.18,0.3786549707602339,,30.1,5.184,0.2152823920265781,,46.9,5.18,0.13805970149253732,,26.9,5.184,0.2408921933085502,,42.5,5.172,0.1521176470588235,,35.5,5.208,0.18338028169014087,,36.2,5.168,0.17845303867403314,,38.2,5.196,0.1700261780104712,,25.7,5.16,0.2509727626459144,,39.7,5.156,0.1623425692695214,
