Cell 1 Timestamp,Cell 1 Timestamp,25pctCell 1 Current,25pctCell 1 Voltage,25pct Cell 1 Temp,Cell 2 Timestamp,Cell 2 Timestamp,25pctCell 2 Current,25pctCell 2 Voltage,25pct Cell 2 Temp,Cell 3 Timestamp,Cell 3 Timestamp,25pctCell 3 Current,25pctCell 3 Voltage,25pct Cell 3 Temp,Cell 4 Timestamp,Cell 4 Timestamp,25pctCell 4 Current,25pctCell 4 Voltage,25pct Cell 4 Temp,Cell 5 Timestamp,Cell 5 Timestamp,20pctCell 5 Current,20pctCell 5 Voltage,20pct Cell 5 Temp,Cell 6 Timestamp,Cell 6 Timestamp,20pctCell 6 Current,20pctCell 6 Voltage,20pct Cell 6 Temp,Cell 7 Timestamp,Cell 7 Timestamp,20pctCell 7 Current,20pctCell 7 Voltage,20pct Cell 7 Temp,Cell 8 Timestamp,Cell 8 Timestamp,20pctCell 8 Current,20pctCell 8 Voltage,20pct Cell 8 Temp,Cell 9 Timestamp,Cell 9 Timestamp,15pctCell 9 Current,15pctCell 9 Voltage,15pct Cell 9 Temp,Cell 10 Timestamp,Cell 10 Timestamp,15pctCell 10 Current,15pctCell 10 Voltage,15pct Cell 10 Temp,Cell 11 Timestamp,Cell 11 Timestamp,10pctCell 11 Current,10pctCell 11 Voltage,10pct Cell 11 Temp,Cell 12 Timestamp,Cell 12 Timestamp,10pctCell 12 Current,10pctCell 12 Voltage,10pct Cell 12 Temp,Cell 13 Timestamp,Cell 13 Timestamp,5pctCell 13 Current,5pctCell 13 Voltage,5pct Cell 13 Temp,Cell 14 Timestamp,Cell 14 Timestamp,5pctCell 14 Current,5pctCell 14 Voltage,5pct Cell 14 Temp,Cell 15 Timestamp,Cell 15 Timestamp,5pctCell 15 Current,5pctCell 15 Voltage,5pct Cell 15 Temp,Cell 16 Timestamp,Cell 16 Timestamp,5pctCell 16 Current,5pctCell 16 Voltage,5pct Cell 16 Temp
10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.852,-63.636,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.1,5.856,-60.8416,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.2,5.856,-61.532,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.864,-58.9978,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.4,5.86,-60.292,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.3,5.856,-58.5367,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.86,-61.148,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.2,5.856,-61.8617,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.848,-66.4309,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.852,-64.009,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.1,5.86,-64.7554,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,-0.1,5.856,-62.365,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.848,-63.3418,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.0,5.864,-61.641,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.1,5.848,-63.0459,10-24-2025-Fri 18-57-55-PM,10-24-2025-Fri 18-57-55-PM,0.2,5.852,-62.454
10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.0,5.852,-65.082,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.3,5.86,-61.8617,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.2,5.86,-62.77,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.0,5.86,-60.0186,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.1,5.86,-61.334,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.1,5.856,-59.4259,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.1,5.856,-62.08,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.2,5.86,-62.7499,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.3,5.852,-68.3023,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,-0.3,5.856,-65.532,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,-0.1,5.86,-66.4309,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.0,5.856,-63.669,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,-0.1,5.848,-64.5582,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.0,5.86,-62.683,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.1,5.852,-64.0652,10-24-2025-Fri 18-58-33-PM,10-24-2025-Fri 18-58-33-PM,0.0,5.852,-63.408
10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.0,5.852,-65.164,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.1,5.856,-61.8947,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.2,5.856,-62.847,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.1,5.864,-60.1174,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.4,5.86,-61.433,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.1,5.856,-59.5248,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.1,5.856,-62.168,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.0,5.856,-62.8157,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.2,5.852,-68.4335,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.2,5.856,-65.619,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.2,5.86,-66.5295,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.1,5.856,-63.768,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.3,5.848,-64.6567,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.1,5.86,-62.782,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,-0.1,5.852,-64.1637,10-24-2025-Fri 18-58-36-PM,10-24-2025-Fri 18-58-36-PM,0.3,5.852,-63.49
10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,-0.1,5.852,-65.23,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.2,5.856,-61.9276,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.2,5.856,-62.924,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.1,5.86,-60.2161,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.4,5.86,-61.51,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.2,5.856,-59.5906,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.0,5.86,-62.234,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.2,5.856,-62.8815,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.2,5.852,-68.5321,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.2,5.856,-65.696,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.1,5.856,-66.6279,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.0,5.856,-63.855,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,-0.1,5.848,-64.7225,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.0,5.86,-62.848,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.1,5.852,-64.2295,10-24-2025-Fri 18-58-38-PM,10-24-2025-Fri 18-58-38-PM,0.3,5.856,-63.556
10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.1,5.852,-65.345,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.0,5.856,-62.0591,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,-0.1,5.856,-63.012,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.1,5.864,-60.282,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.3,5.86,-61.565,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.3,5.856,-59.6236,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.1,5.86,-62.311,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.1,5.856,-62.9801,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.3,5.852,-68.6306,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.0,5.856,-65.794,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.1,5.856,-66.6937,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,-0.2,5.856,-63.921,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,-0.2,5.848,-64.7882,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.0,5.864,-62.913,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,-0.1,5.848,-64.328,10-24-2025-Fri 18-58-41-PM,10-24-2025-Fri 18-58-41-PM,0.0,5.856,-63.654
10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.2,5.852,-65.41,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.1,5.856,-62.092,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,-0.1,5.86,-63.066,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,-0.2,5.86,-60.3478,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.0,5.86,-61.652,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.0,5.856,-59.7222,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,-0.1,5.856,-62.376,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.3,5.856,-63.0129,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.0,5.848,-68.729,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.0,5.86,-65.86,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.0,5.856,-66.7593,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,-0.2,5.856,-63.998,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.0,5.848,-64.8869,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.1,5.86,-63.001,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,-0.2,5.848,-64.3938,10-24-2025-Fri 18-58-43-PM,10-24-2025-Fri 18-58-43-PM,0.2,5.852,-63.703
10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.0,5.852,-65.41,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.1,5.856,-62.0591,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.2,5.856,-63.11,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.0,5.86,-60.4466,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,-0.1,5.856,-61.718,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.1,5.856,-59.7552,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.0,5.856,-62.42,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.0,5.856,-63.0459,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.2,5.848,-68.7617,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.0,5.86,-65.882,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,-0.1,5.86,-66.825,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.1,5.856,-64.075,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,-0.3,5.848,-64.9526,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,-0.1,5.864,-63.056,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.1,5.852,-64.4596,10-24-2025-Fri 18-58-45-PM,10-24-2025-Fri 18-58-45-PM,0.0,5.856,-63.753
10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.1,5.848,-65.493,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.0,5.86,-62.1578,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.2,5.856,-63.187,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,-0.1,5.864,-60.4795,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.2,5.86,-61.773,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.1,5.86,-59.8211,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.0,5.86,-62.486,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.2,5.86,-63.1445,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.3,5.848,-68.8274,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,-0.2,5.856,-65.97,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.0,5.856,-66.9236,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.1,5.856,-64.14,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.0,5.848,-65.0183,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.0,5.86,-63.111,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.1,5.852,-64.4924,10-24-2025-Fri 18-58-48-PM,10-24-2025-Fri 18-58-48-PM,0.0,5.852,-63.818
10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.848,-65.608,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.1,5.856,-62.2894,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.856,-63.297,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,-0.2,5.864,-60.5783,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.86,-61.861,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.1,5.86,-59.9199,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.2,5.86,-62.574,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.856,-63.1774,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.1,5.848,-68.9258,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.3,5.856,-66.079,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.1,5.856,-67.0221,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.856,-64.228,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.848,-65.084,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.2,5.864,-63.209,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.0,5.848,-64.6239,10-24-2025-Fri 18-58-51-PM,10-24-2025-Fri 18-58-51-PM,0.1,5.852,-63.901
10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.1,5.848,-65.706,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.1,5.856,-62.3881,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.856,-63.384,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.1,5.86,-60.677,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.0,5.856,-61.937,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.856,-59.9528,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.856,-62.618,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.856,-63.2432,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.3,5.848,-69.0242,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.856,-66.167,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.856,-67.0877,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.0,5.856,-64.316,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,-0.2,5.848,-65.1826,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.4,5.864,-63.264,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.2,5.852,-64.6567,10-24-2025-Fri 18-58-53-PM,10-24-2025-Fri 18-58-53-PM,0.1,5.856,-63.95
10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.852,-65.722,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.856,-62.3551,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.0,5.86,-63.428,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.86,-60.7428,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,-0.1,5.86,-61.992,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.856,-59.9857,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.86,-62.672,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.3,5.856,-63.309,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.848,-69.0898,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.86,-66.21,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,-0.1,5.86,-67.1863,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.2,5.856,-64.392,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.0,5.852,-65.2484,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,-0.1,5.86,-63.319,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,-0.1,5.852,-64.7225,10-24-2025-Fri 18-58-55-PM,10-24-2025-Fri 18-58-55-PM,0.1,5.856,-64.016
10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.2,5.852,-65.838,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,-0.2,5.856,-62.5196,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.0,5.856,-63.505,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.2,5.86,-60.7758,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.3,5.86,-62.047,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.2,5.86,-60.0515,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,-0.1,5.86,-62.738,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.3,5.856,-63.3747,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.0,5.844,-69.1555,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.3,5.856,-66.298,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.1,5.856,-67.2191,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.2,5.856,-64.436,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.0,5.848,-65.3139,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,-0.4,5.864,-63.385,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.0,5.848,-64.7882,10-24-2025-Fri 18-58-58-PM,10-24-2025-Fri 18-58-58-PM,0.3,5.856,-64.081
10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.2,5.852,-65.887,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.4,5.86,-62.5526,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,-0.1,5.856,-63.56,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,-0.1,5.86,-60.8416,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.1,5.856,-62.091,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.1,5.856,-60.1174,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.0,5.856,-62.804,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.0,5.856,-63.4405,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.1,5.848,-69.2211,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,-0.1,5.856,-66.353,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,-0.1,5.856,-67.2847,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,-0.1,5.856,-64.48,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.0,5.844,-65.3139,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.0,5.86,-63.428,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,0.0,5.848,-64.854,10-24-2025-Fri 18-59-00-PM,10-24-2025-Fri 18-59-00-PM,-0.1,5.852,-64.147
10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,-0.1,5.848,-65.92,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.0,5.856,-62.5526,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,-0.1,5.856,-63.614,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.1,5.86,-60.9075,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.2,5.856,-62.179,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.4,5.86,-60.1833,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.0,5.856,-62.859,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.5,5.86,-63.4734,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.4,5.848,-69.2868,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.0,5.856,-66.408,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,-0.1,5.86,-67.3832,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.0,5.856,-64.579,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.1,5.848,-65.4455,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,-0.1,5.86,-63.516,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.0,5.852,-64.9197,10-24-2025-Fri 18-59-02-PM,10-24-2025-Fri 18-59-02-PM,0.2,5.852,-64.197
10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.3,5.856,-66.018,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.0,5.856,-62.684,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.1,5.856,-63.691,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.2,5.86,-60.9732,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.0,5.86,-62.233,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.1,5.856,-60.2491,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,-0.3,5.856,-62.925,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.1,5.856,-63.5391,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,-0.1,5.848,-69.3523,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.1,5.856,-66.484,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,-0.3,5.856,-67.4161,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.0,5.856,-64.622,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.0,5.848,-65.4782,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.1,5.864,-63.571,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.1,5.848,-64.9854,10-24-2025-Fri 18-59-05-PM,10-24-2025-Fri 18-59-05-PM,0.0,5.852,-64.262
