Timestamp,x61 Cell 1 Temp,x61 Cell 2 Temp,x61 Cell 3 Temp,x61 Cell 4 Temp,x62 Cell 5 Temp,x62 Cell 6 Temp,x62 Cell 7 Temp,x62 Cell 8 Temp,x63 Cell 9 Temp,x63 Cell 10 Temp,x63 Cell 11 Temp,x63 Cell 12 Temp,x64 Cell 13 Temp,x64 Cell 14 Temp,x64 Cell 15 Temp,x64 Cell 16 Temp
05-07-2026-Thu 13-00-35-PM,22.793,22.793,23.3,23.3,23.3,23.03,23.03,23.03,22.793,,23.3,23.3,23.3,,23.03,
05-07-2026-Thu 13-00-37-PM,23.098,23.098,23.3,23.3,23.3,23.03,23.03,23.03,23.098,,23.3,23.3,23.3,,23.03,
05-07-2026-Thu 13-00-38-PM,22.962,22.962,23.199,23.199,23.199,23.03,23.03,23.03,22.962,,23.199,23.199,23.199,,23.03,
05-07-2026-Thu 13-00-40-PM,22.725,22.725,23.199,23.199,23.199,22.996,22.996,22.996,22.725,,23.199,23.199,23.199,,22.996,
05-07-2026-Thu 13-00-41-PM,22.76,22.76,23.199,23.199,23.199,23.063,23.063,23.063,22.76,,23.199,23.199,23.199,,23.063,
05-07-2026-Thu 13-00-43-PM,22.76,22.76,23.199,23.199,23.199,23.03,23.03,23.03,22.76,,23.199,23.199,23.199,,23.03,
05-07-2026-Thu 13-00-44-PM,22.76,22.76,23.199,23.199,23.199,23.098,23.098,23.098,22.76,,23.199,23.199,23.199,,23.098,
05-07-2026-Thu 13-00-46-PM,22.76,22.76,23.199,23.199,23.199,23.03,23.03,23.03,22.76,,23.199,23.199,23.199,,23.03,
05-07-2026-Thu 13-00-47-PM,22.76,22.76,23.199,23.199,23.199,22.962,22.962,22.962,22.76,,23.199,23.199,23.199,,22.962,
05-07-2026-Thu 13-00-48-PM,22.76,22.76,23.199,23.199,23.199,22.996,22.996,22.996,22.76,,23.199,23.199,23.199,,22.996,
05-07-2026-Thu 13-00-50-PM,22.76,22.76,23.199,23.199,23.199,23.063,23.063,23.063,22.76,,23.199,23.199,23.199,,23.063,
05-07-2026-Thu 13-00-51-PM,22.76,22.76,23.164,23.164,23.164,23.063,23.063,23.063,22.76,,23.164,23.164,23.164,,23.063,
05-07-2026-Thu 13-00-53-PM,22.725,22.725,23.199,23.199,23.199,22.996,22.996,22.996,22.725,,23.199,23.199,23.199,,22.996,
05-07-2026-Thu 13-00-54-PM,22.76,22.76,23.164,23.164,23.164,22.996,22.996,22.996,22.76,,23.164,23.164,23.164,,22.996,
05-07-2026-Thu 13-00-55-PM,22.76,22.76,23.199,23.199,23.199,22.962,22.962,22.962,22.76,,23.199,23.199,23.199,,22.962,
05-07-2026-Thu 13-00-57-PM,22.76,22.76,23.164,23.164,23.164,22.996,22.996,22.996,22.76,,23.164,23.164,23.164,,22.996,
05-07-2026-Thu 13-00-58-PM,22.76,22.76,23.164,23.164,23.164,22.996,22.996,22.996,22.76,,23.164,23.164,23.164,,22.996,
05-07-2026-Thu 13-01-00-PM,22.76,22.76,23.132,23.132,23.132,22.962,22.962,22.962,22.76,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-01-PM,22.725,22.725,23.132,23.132,23.132,23.03,23.03,23.03,22.725,,23.132,23.132,23.132,,23.03,
05-07-2026-Thu 13-01-03-PM,22.725,22.725,23.164,23.164,23.164,23.03,23.03,23.03,22.725,,23.164,23.164,23.164,,23.03,
05-07-2026-Thu 13-01-04-PM,22.725,22.725,23.164,23.164,23.164,22.996,22.996,22.996,22.725,,23.164,23.164,23.164,,22.996,
05-07-2026-Thu 13-01-05-PM,22.725,22.725,23.164,23.164,23.164,23.03,23.03,23.03,22.725,,23.164,23.164,23.164,,23.03,
05-07-2026-Thu 13-01-07-PM,22.76,22.76,23.132,23.132,23.132,22.928,22.928,22.928,22.76,,23.132,23.132,23.132,,22.928,
05-07-2026-Thu 13-01-08-PM,22.725,22.725,23.132,23.132,23.132,22.996,22.996,22.996,22.725,,23.132,23.132,23.132,,22.996,
05-07-2026-Thu 13-01-10-PM,22.76,22.76,23.132,23.132,23.132,22.996,22.996,22.996,22.76,,23.132,23.132,23.132,,22.996,
05-07-2026-Thu 13-01-11-PM,22.725,22.725,23.132,23.132,23.132,22.962,22.962,22.962,22.725,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-12-PM,22.725,22.725,23.132,23.132,23.132,22.962,22.962,22.962,22.725,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-14-PM,22.725,22.725,23.132,23.132,23.132,22.996,22.996,22.996,22.725,,23.132,23.132,23.132,,22.996,
05-07-2026-Thu 13-01-15-PM,22.725,22.725,23.098,23.098,23.098,22.996,22.996,22.996,22.725,,23.098,23.098,23.098,,22.996,
05-07-2026-Thu 13-01-16-PM,22.692,22.692,23.132,23.132,23.132,22.996,22.996,22.996,22.692,,23.132,23.132,23.132,,22.996,
05-07-2026-Thu 13-01-18-PM,23.03,23.03,23.639,23.639,23.639,22.928,22.928,22.928,23.03,,23.639,23.639,23.639,,22.928,
05-07-2026-Thu 13-01-19-PM,22.928,22.928,23.402,23.402,23.402,22.962,22.962,22.962,22.928,,23.402,23.402,23.402,,22.962,
05-07-2026-Thu 13-01-21-PM,23.063,23.063,23.368,23.368,23.368,22.894,22.894,22.894,23.063,,23.368,23.368,23.368,,22.894,
05-07-2026-Thu 13-01-22-PM,23.232,23.232,23.199,23.199,23.199,22.996,22.996,22.996,23.232,,23.199,23.199,23.199,,22.996,
05-07-2026-Thu 13-01-24-PM,22.827,22.827,23.3,23.3,23.3,22.996,22.996,22.996,22.827,,23.3,23.3,23.3,,22.996,
05-07-2026-Thu 13-01-25-PM,23.164,23.164,23.537,23.537,23.537,22.928,22.928,22.928,23.164,,23.537,23.537,23.537,,22.928,
05-07-2026-Thu 13-01-26-PM,22.928,22.928,23.368,23.368,23.368,22.996,22.996,22.996,22.928,,23.368,23.368,23.368,,22.996,
05-07-2026-Thu 13-01-28-PM,22.725,22.725,23.132,23.132,23.132,22.962,22.962,22.962,22.725,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-29-PM,22.76,22.76,23.132,23.132,23.132,22.962,22.962,22.962,22.76,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-30-PM,22.793,22.793,23.132,23.132,23.132,22.962,22.962,22.962,22.793,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-32-PM,22.76,22.76,23.132,23.132,23.132,22.928,22.928,22.928,22.76,,23.132,23.132,23.132,,22.928,
05-07-2026-Thu 13-01-33-PM,22.76,22.76,23.132,23.132,23.132,22.996,22.996,22.996,22.76,,23.132,23.132,23.132,,22.996,
05-07-2026-Thu 13-01-35-PM,22.76,22.76,23.164,23.164,23.164,23.03,23.03,23.03,22.76,,23.164,23.164,23.164,,23.03,
05-07-2026-Thu 13-01-36-PM,22.76,22.76,23.132,23.132,23.132,22.928,22.928,22.928,22.76,,23.132,23.132,23.132,,22.928,
05-07-2026-Thu 13-01-37-PM,22.725,22.725,23.132,23.132,23.132,22.928,22.928,22.928,22.725,,23.132,23.132,23.132,,22.928,
05-07-2026-Thu 13-01-39-PM,22.76,22.76,23.132,23.132,23.132,22.962,22.962,22.962,22.76,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-40-PM,22.692,22.692,23.098,23.098,23.098,22.962,22.962,22.962,22.692,,23.098,23.098,23.098,,22.962,
05-07-2026-Thu 13-01-42-PM,22.76,22.76,23.132,23.132,23.132,22.962,22.962,22.962,22.76,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-43-PM,22.76,22.76,23.132,23.132,23.132,22.928,22.928,22.928,22.76,,23.132,23.132,23.132,,22.928,
05-07-2026-Thu 13-01-44-PM,22.76,22.76,23.132,23.132,23.132,22.962,22.962,22.962,22.76,,23.132,23.132,23.132,,22.962,
05-07-2026-Thu 13-01-46-PM,22.725,22.725,23.098,23.098,23.098,22.962,22.962,22.962,22.725,,23.098,23.098,23.098,,22.962,
05-07-2026-Thu 13-01-47-PM,22.725,22.725,23.098,23.098,23.098,22.894,22.894,22.894,22.725,,23.098,23.098,23.098,,22.894,
05-07-2026-Thu 13-01-49-PM,22.725,22.725,23.098,23.098,23.098,22.996,22.996,22.996,22.725,,23.098,23.098,23.098,,22.996,
05-07-2026-Thu 13-01-50-PM,22.725,22.725,23.098,23.098,23.098,22.928,22.928,22.928,22.725,,23.098,23.098,23.098,,22.928,
05-07-2026-Thu 13-01-51-PM,22.725,22.725,23.098,23.098,23.098,22.894,22.894,22.894,22.725,,23.098,23.098,23.098,,22.894,
05-07-2026-Thu 13-01-53-PM,22.725,22.725,23.063,23.063,23.063,22.928,22.928,22.928,22.725,,23.063,23.063,23.063,,22.928,
05-07-2026-Thu 13-01-54-PM,22.725,22.725,23.098,23.098,23.098,22.894,22.894,22.894,22.725,,23.098,23.098,23.098,,22.894,
05-07-2026-Thu 13-01-56-PM,22.725,22.725,23.098,23.098,23.098,22.86,22.86,22.86,22.725,,23.098,23.098,23.098,,22.86,
05-07-2026-Thu 13-01-57-PM,22.725,22.725,23.063,23.063,23.063,22.827,22.827,22.827,22.725,,23.063,23.063,23.063,,22.827,
05-07-2026-Thu 13-01-58-PM,22.725,22.725,23.063,23.063,23.063,22.86,22.86,22.86,22.725,,23.063,23.063,23.063,,22.86,
05-07-2026-Thu 13-02-00-PM,22.725,22.725,23.063,23.063,23.063,22.793,22.793,22.793,22.725,,23.063,23.063,23.063,,22.793,
05-07-2026-Thu 13-02-01-PM,22.725,22.725,23.063,23.063,23.063,22.827,22.827,22.827,22.725,,23.063,23.063,23.063,,22.827,
05-07-2026-Thu 13-02-03-PM,22.692,22.692,23.03,23.03,23.03,22.793,22.793,22.793,22.692,,23.03,23.03,23.03,,22.793,
05-07-2026-Thu 13-02-04-PM,22.692,22.692,23.03,23.03,23.03,22.76,22.76,22.76,22.692,,23.03,23.03,23.03,,22.76,
05-07-2026-Thu 13-02-06-PM,22.692,22.692,23.063,23.063,23.063,22.725,22.725,22.725,22.692,,23.063,23.063,23.063,,22.725,
05-07-2026-Thu 13-02-07-PM,22.692,22.692,23.03,23.03,23.03,22.725,22.725,22.725,22.692,,23.03,23.03,23.03,,22.725,
05-07-2026-Thu 13-02-08-PM,22.692,22.692,22.996,22.996,22.996,22.725,22.725,22.725,22.692,,22.996,22.996,22.996,,22.725,
05-07-2026-Thu 13-02-10-PM,22.692,22.692,23.03,23.03,23.03,22.725,22.725,22.725,22.692,,23.03,23.03,23.03,,22.725,
05-07-2026-Thu 13-02-12-PM,22.658,22.658,23.03,23.03,23.03,22.658,22.658,22.658,22.658,,23.03,23.03,23.03,,22.658,
05-07-2026-Thu 13-02-13-PM,22.658,22.658,22.962,22.962,22.962,22.658,22.658,22.658,22.658,,22.962,22.962,22.962,,22.658,
05-07-2026-Thu 13-02-15-PM,22.658,22.658,22.962,22.962,22.962,22.658,22.658,22.658,22.658,,22.962,22.962,22.962,,22.658,
05-07-2026-Thu 13-02-16-PM,22.624,22.624,22.962,22.962,22.962,22.624,22.624,22.624,22.624,,22.962,22.962,22.962,,22.624,
05-07-2026-Thu 13-02-17-PM,22.658,22.658,22.962,22.962,22.962,22.556,22.556,22.556,22.658,,22.962,22.962,22.962,,22.556,
05-07-2026-Thu 13-02-19-PM,22.624,22.624,22.962,22.962,22.962,22.523,22.523,22.523,22.624,,22.962,22.962,22.962,,22.523,
05-07-2026-Thu 13-02-20-PM,22.624,22.624,22.962,22.962,22.962,22.556,22.556,22.556,22.624,,22.962,22.962,22.962,,22.556,
05-07-2026-Thu 13-02-22-PM,22.59,22.59,22.928,22.928,22.928,22.556,22.556,22.556,22.59,,22.928,22.928,22.928,,22.556,
05-07-2026-Thu 13-02-23-PM,22.556,22.556,22.928,22.928,22.928,22.489,22.489,22.489,22.556,,22.928,22.928,22.928,,22.489,
05-07-2026-Thu 13-02-24-PM,22.556,22.556,22.928,22.928,22.928,22.489,22.489,22.489,22.556,,22.928,22.928,22.928,,22.489,
05-07-2026-Thu 13-02-26-PM,22.556,22.556,22.894,22.894,22.894,22.455,22.455,22.455,22.556,,22.894,22.894,22.894,,22.455,
05-07-2026-Thu 13-02-27-PM,22.556,22.556,22.86,22.86,22.86,22.455,22.455,22.455,22.556,,22.86,22.86,22.86,,22.455,
05-07-2026-Thu 13-02-29-PM,22.523,22.523,22.86,22.86,22.86,22.387,22.387,22.387,22.523,,22.86,22.86,22.86,,22.387,
05-07-2026-Thu 13-02-30-PM,22.523,22.523,22.827,22.827,22.827,22.455,22.455,22.455,22.523,,22.827,22.827,22.827,,22.455,
05-07-2026-Thu 13-02-32-PM,22.489,22.489,22.827,22.827,22.827,22.354,22.354,22.354,22.489,,22.827,22.827,22.827,,22.354,
05-07-2026-Thu 13-02-33-PM,22.455,22.455,22.827,22.827,22.827,22.354,22.354,22.354,22.455,,22.827,22.827,22.827,,22.354,
05-07-2026-Thu 13-02-34-PM,22.455,22.455,22.793,22.793,22.793,22.32,22.32,22.32,22.455,,22.793,22.793,22.793,,22.32,
05-07-2026-Thu 13-02-36-PM,22.421,22.421,22.76,22.76,22.76,22.32,22.32,22.32,22.421,,22.76,22.76,22.76,,22.32,
05-07-2026-Thu 13-02-37-PM,22.387,22.387,22.76,22.76,22.76,22.286,22.286,22.286,22.387,,22.76,22.76,22.76,,22.286,
05-07-2026-Thu 13-02-39-PM,22.387,22.387,22.76,22.76,22.76,22.253,22.253,22.253,22.387,,22.76,22.76,22.76,,22.253,
05-07-2026-Thu 13-02-41-PM,22.32,22.32,22.725,22.725,22.725,22.185,22.185,22.185,22.32,,22.725,22.725,22.725,,22.185,
05-07-2026-Thu 13-02-44-PM,22.286,22.286,22.624,22.624,22.624,22.117,22.117,22.117,22.286,,22.624,22.624,22.624,,22.117,
05-07-2026-Thu 13-02-47-PM,22.219,22.219,22.624,22.624,22.624,22.083,22.083,22.083,22.219,,22.624,22.624,22.624,,22.083,
05-07-2026-Thu 13-02-50-PM,22.185,22.185,22.556,22.556,22.556,21.982,21.982,21.982,22.185,,22.556,22.556,22.556,,21.982,
05-07-2026-Thu 13-02-51-PM,22.117,22.117,22.489,22.489,22.489,21.982,21.982,21.982,22.117,,22.489,22.489,22.489,,21.982,
05-07-2026-Thu 13-02-53-PM,22.083,22.083,22.489,22.489,22.489,21.88,21.88,21.88,22.083,,22.489,22.489,22.489,,21.88,
05-07-2026-Thu 13-02-54-PM,22.049,22.049,22.455,22.455,22.455,21.847,21.847,21.847,22.049,,22.455,22.455,22.455,,21.847,
05-07-2026-Thu 13-02-55-PM,22.016,22.016,22.421,22.421,22.421,21.779,21.779,21.779,22.016,,22.421,22.421,22.421,,21.779,
05-07-2026-Thu 13-02-57-PM,21.948,21.948,22.387,22.387,22.387,21.745,21.745,21.745,21.948,,22.387,22.387,22.387,,21.745,
05-07-2026-Thu 13-02-58-PM,21.914,21.914,22.354,22.354,22.354,21.712,21.712,21.712,21.914,,22.354,22.354,22.354,,21.712,
05-07-2026-Thu 13-02-59-PM,21.88,21.88,22.286,22.286,22.286,21.644,21.644,21.644,21.88,,22.286,22.286,22.286,,21.644,
05-07-2026-Thu 13-03-01-PM,21.847,21.847,22.253,22.253,22.253,21.644,21.644,21.644,21.847,,22.253,22.253,22.253,,21.644,
05-07-2026-Thu 13-03-02-PM,21.779,21.779,22.219,22.219,22.219,21.576,21.576,21.576,21.779,,22.219,22.219,22.219,,21.576,
05-07-2026-Thu 13-03-04-PM,21.712,21.712,22.185,22.185,22.185,21.441,21.441,21.441,21.712,,22.185,22.185,22.185,,21.441,
05-07-2026-Thu 13-03-05-PM,21.678,21.678,22.151,22.151,22.151,21.408,21.408,21.408,21.678,,22.151,22.151,22.151,,21.408,
05-07-2026-Thu 13-03-06-PM,21.611,21.611,22.083,22.083,22.083,21.374,21.374,21.374,21.611,,22.083,22.083,22.083,,21.374,
05-07-2026-Thu 13-03-08-PM,21.543,21.543,22.016,22.016,22.016,21.34,21.34,21.34,21.543,,22.016,22.016,22.016,,21.34,
05-07-2026-Thu 13-03-09-PM,21.509,21.509,21.982,21.982,21.982,21.205,21.205,21.205,21.509,,21.982,21.982,21.982,,21.205,
05-07-2026-Thu 13-03-11-PM,21.475,21.475,21.914,21.914,21.914,21.17,21.17,21.17,21.475,,21.914,21.914,21.914,,21.17,
05-07-2026-Thu 13-03-12-PM,21.408,21.408,21.914,21.914,21.914,21.07,21.07,21.07,21.408,,21.914,21.914,21.914,,21.07,
05-07-2026-Thu 13-03-13-PM,21.34,21.34,21.847,21.847,21.847,21.002,21.002,21.002,21.34,,21.847,21.847,21.847,,21.002,
05-07-2026-Thu 13-03-15-PM,21.272,21.272,21.779,21.779,21.779,20.934,20.934,20.934,21.272,,21.779,21.779,21.779,,20.934,
05-07-2026-Thu 13-03-16-PM,21.205,21.205,21.745,21.745,21.745,20.833,20.833,20.833,21.205,,21.745,21.745,21.745,,20.833,
05-07-2026-Thu 13-03-18-PM,21.17,21.17,21.678,21.678,21.678,20.833,20.833,20.833,21.17,,21.678,21.678,21.678,,20.833,
05-07-2026-Thu 13-03-19-PM,21.104,21.104,21.644,21.644,21.644,20.766,20.766,20.766,21.104,,21.644,21.644,21.644,,20.766,
05-07-2026-Thu 13-03-20-PM,21.07,21.07,21.611,21.611,21.611,20.698,20.698,20.698,21.07,,21.611,21.611,21.611,,20.698,
05-07-2026-Thu 13-03-22-PM,21.002,21.002,21.543,21.543,21.543,20.63,20.63,20.63,21.002,,21.543,21.543,21.543,,20.63,
05-07-2026-Thu 13-03-23-PM,20.934,20.934,21.509,21.509,21.509,20.596,20.596,20.596,20.934,,21.509,21.509,21.509,,20.596,
05-07-2026-Thu 13-03-25-PM,20.866,20.866,21.441,21.441,21.441,20.562,20.562,20.562,20.866,,21.441,21.441,21.441,,20.562,
05-07-2026-Thu 13-03-26-PM,20.833,20.833,21.374,21.374,21.374,20.462,20.462,20.462,20.833,,21.374,21.374,21.374,,20.462,
05-07-2026-Thu 13-03-27-PM,20.766,20.766,21.34,21.34,21.34,20.462,20.462,20.462,20.766,,21.34,21.34,21.34,,20.462,
05-07-2026-Thu 13-03-29-PM,20.698,20.698,21.272,21.272,21.272,20.394,20.394,20.394,20.698,,21.272,21.272,21.272,,20.394,
05-07-2026-Thu 13-03-30-PM,20.664,20.664,21.238,21.238,21.238,20.326,20.326,20.326,20.664,,21.238,21.238,21.238,,20.326,
05-07-2026-Thu 13-03-32-PM,20.562,20.562,21.17,21.17,21.17,20.326,20.326,20.326,20.562,,21.17,21.17,21.17,,20.326,
05-07-2026-Thu 13-03-33-PM,20.529,20.529,21.104,21.104,21.104,20.225,20.225,20.225,20.529,,21.104,21.104,21.104,,20.225,
05-07-2026-Thu 13-03-35-PM,20.462,20.462,21.07,21.07,21.07,20.158,20.158,20.158,20.462,,21.07,21.07,21.07,,20.158,
05-07-2026-Thu 13-03-36-PM,20.428,20.428,20.968,20.968,20.968,20.158,20.158,20.158,20.428,,20.968,20.968,20.968,,20.158,
05-07-2026-Thu 13-03-37-PM,20.36,20.36,20.968,20.968,20.968,20.124,20.124,20.124,20.36,,20.968,20.968,20.968,,20.124,
05-07-2026-Thu 13-03-39-PM,20.292,20.292,20.934,20.934,20.934,20.056,20.056,20.056,20.292,,20.934,20.934,20.934,,20.056,
05-07-2026-Thu 13-03-40-PM,20.259,20.259,20.833,20.833,20.833,19.988,19.988,19.988,20.259,,20.833,20.833,20.833,,19.988,
05-07-2026-Thu 13-03-41-PM,20.158,20.158,20.766,20.766,20.766,19.954,19.954,19.954,20.158,,20.766,20.766,20.766,,19.954,
05-07-2026-Thu 13-03-43-PM,20.259,20.259,20.866,20.866,20.866,19.888,19.888,19.888,20.259,,20.866,20.866,20.866,,19.888,
05-07-2026-Thu 13-03-44-PM,20.428,20.428,20.866,20.866,20.866,19.854,19.854,19.854,20.428,,20.866,20.866,20.866,,19.854,
05-07-2026-Thu 13-03-46-PM,20.192,20.192,20.833,20.833,20.833,19.82,19.82,19.82,20.192,,20.833,20.833,20.833,,19.82,
05-07-2026-Thu 13-03-47-PM,20.326,20.326,20.866,20.866,20.866,19.718,19.718,19.718,20.326,,20.866,20.866,20.866,,19.718,
05-07-2026-Thu 13-03-48-PM,20.192,20.192,20.9,20.9,20.9,19.718,19.718,19.718,20.192,,20.9,20.9,20.9,,19.718,
05-07-2026-Thu 13-03-50-PM,19.786,19.786,20.496,20.496,20.496,19.65,19.65,19.65,19.786,,20.496,20.496,20.496,,19.65,
05-07-2026-Thu 13-03-51-PM,19.752,19.752,20.462,20.462,20.462,19.65,19.65,19.65,19.752,,20.462,20.462,20.462,,19.65,
05-07-2026-Thu 13-03-53-PM,19.684,19.684,20.428,20.428,20.428,19.55,19.55,19.55,19.684,,20.428,20.428,20.428,,19.55,
05-07-2026-Thu 13-03-54-PM,19.65,19.65,20.36,20.36,20.36,19.516,19.516,19.516,19.65,,20.36,20.36,20.36,,19.516,
05-07-2026-Thu 13-03-56-PM,19.584,19.584,20.292,20.292,20.292,19.414,19.414,19.414,19.584,,20.292,20.292,20.292,,19.414,
05-07-2026-Thu 13-03-57-PM,19.482,19.482,20.225,20.225,20.225,19.414,19.414,19.414,19.482,,20.225,20.225,20.225,,19.414,
05-07-2026-Thu 13-03-58-PM,19.482,19.482,20.192,20.192,20.192,19.346,19.346,19.346,19.482,,20.192,20.192,20.192,,19.346,
05-07-2026-Thu 13-04-00-PM,19.38,19.38,20.124,20.124,20.124,19.28,19.28,19.28,19.38,,20.124,20.124,20.124,,19.28,
05-07-2026-Thu 13-04-01-PM,19.617,19.617,20.124,20.124,20.124,19.212,19.212,19.212,19.617,,20.124,20.124,20.124,,19.212,
05-07-2026-Thu 13-04-02-PM,19.617,19.617,20.259,20.259,20.259,19.212,19.212,19.212,19.617,,20.259,20.259,20.259,,19.212,
05-07-2026-Thu 13-04-04-PM,19.55,19.55,20.326,20.326,20.326,19.178,19.178,19.178,19.55,,20.326,20.326,20.326,,19.178,
05-07-2026-Thu 13-04-05-PM,19.313,19.313,20.124,20.124,20.124,19.076,19.076,19.076,19.313,,20.124,20.124,20.124,,19.076,
05-07-2026-Thu 13-04-07-PM,19.414,19.414,19.988,19.988,19.988,18.976,18.976,18.976,19.414,,19.988,19.988,19.988,,18.976,
05-07-2026-Thu 13-04-08-PM,19.346,19.346,20.192,20.192,20.192,18.976,18.976,18.976,19.346,,20.192,20.192,20.192,,18.976,
05-07-2026-Thu 13-04-10-PM,19.212,19.212,19.921,19.921,19.921,18.976,18.976,18.976,19.212,,19.921,19.921,19.921,,18.976,
05-07-2026-Thu 13-04-11-PM,19.178,19.178,19.786,19.786,19.786,18.84,18.84,18.84,19.178,,19.786,19.786,19.786,,18.84,
05-07-2026-Thu 13-04-12-PM,19.346,19.346,19.854,19.854,19.854,18.84,18.84,18.84,19.346,,19.854,19.854,19.854,,18.84,
05-07-2026-Thu 13-04-15-PM,18.942,18.942,19.65,19.65,19.65,18.807,18.807,18.807,18.942,,19.65,19.65,19.65,,18.807,
05-07-2026-Thu 13-04-18-PM,18.672,18.672,19.55,19.55,19.55,18.706,18.706,18.706,18.672,,19.55,19.55,19.55,,18.706,
05-07-2026-Thu 13-04-21-PM,18.536,18.536,19.448,19.448,19.448,18.604,18.604,18.604,18.536,,19.448,19.448,19.448,,18.604,
05-07-2026-Thu 13-04-24-PM,18.402,18.402,19.38,19.38,19.38,18.57,18.57,18.57,18.402,,19.38,19.38,19.38,,18.57,
05-07-2026-Thu 13-04-26-PM,18.266,18.266,19.246,19.246,19.246,18.435,18.435,18.435,18.266,,19.246,19.246,19.246,,18.435,
05-07-2026-Thu 13-04-27-PM,18.165,18.165,19.178,19.178,19.178,18.435,18.435,18.435,18.165,,19.178,19.178,19.178,,18.435,
05-07-2026-Thu 13-04-28-PM,18.468,18.468,19.414,19.414,19.414,18.402,18.402,18.402,18.468,,19.414,19.414,19.414,,18.402,
05-07-2026-Thu 13-04-30-PM,18.3,18.3,19.28,19.28,19.28,18.3,18.3,18.3,18.3,,19.28,19.28,19.28,,18.3,
05-07-2026-Thu 13-04-31-PM,18.3,18.3,19.346,19.346,19.346,18.266,18.266,18.266,18.3,,19.346,19.346,19.346,,18.266,
05-07-2026-Thu 13-04-32-PM,18.199,18.199,18.908,18.908,18.908,18.266,18.266,18.266,18.199,,18.908,18.908,18.908,,18.266,
05-07-2026-Thu 13-04-34-PM,17.794,17.794,18.976,18.976,18.976,18.165,18.165,18.165,17.794,,18.976,18.976,18.976,,18.165,
05-07-2026-Thu 13-04-35-PM,17.794,17.794,18.942,18.942,18.942,18.131,18.131,18.131,17.794,,18.942,18.942,18.942,,18.131,
05-07-2026-Thu 13-04-37-PM,17.76,17.76,18.908,18.908,18.908,18.098,18.098,18.098,17.76,,18.908,18.908,18.908,,18.098,
