Cell 1 Timestamp,x61 Cell 1 Current,x61 Cell 1 Voltage,x61 Cell 1 Temp,x61 Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,x61 Cell 2 Current,x61 Cell 2 Voltage,x61 Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,x61 Cell 3 Current,x61 Cell 3 Voltage,x61 Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,x61 Cell 4 Current,x61 Cell 4 Voltage,x61 Cell 4 Temp,x61 Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,x62 Cell 5 Current,x62 Cell 5 Voltage,x62 Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,x62 Cell 6 Current,x62 Cell 6 Voltage,x62 Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,x62 Cell 7 Current,x62 Cell 7 Voltage,x62 Cell 7 Temp,x62 Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,x62 Cell 8 Current,x62 Cell 8 Voltage,x62 Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,x63 Cell 9 Current,x63 Cell 9 Voltage,x63 Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,x63 Cell 10 Current,x63 Cell 10 Voltage,x63 Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,x63 Cell 11 Current,x63 Cell 11 Voltage,x63 Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,x63 Cell 12 Current,x63 Cell 12 Voltage,x63 Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,x64 Cell 13 Current,x64 Cell 13 Voltage,x64 Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,x64 Cell 14 Current,x64 Cell 14 Voltage,x64 Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,x64 Cell 15 Current,x64 Cell 15 Voltage,x64 Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,x64 Cell 16 Current,x64 Cell 16 Voltage,x64 Cell 16 Temp,Cell 16 Resistance
05-07-2026-Thu 14-35-49-PM,0.4,5.06,-66.6609,-66.661,15.8125,05-07-2026-Thu 14-32-31-PM,0.3,5.064,-64.657,21.1,05-07-2026-Thu 14-35-53-PM,0.2,5.056,-62.75,31.6,05-07-2026-Thu 14-35-49-PM,0.3,5.06,-62.6183,-62.618,21.0833,05-07-2026-Thu 14-36-46-PM,0.2,5.06,-64.23,31.625,05-07-2026-Thu 14-37-15-PM,0.5,5.06,-67.186,12.65,05-07-2026-Thu 14-30-20-PM,0.3,5.048,-60.3807,-60.381,21.0333,05-07-2026-Thu 14-35-49-PM,0.4,5.06,-64.788,15.8125,05-07-2026-Thu 14-29-03-PM,0.4,5.064,-61.73,15.825,05-07-2026-Thu 14-35-51-PM,0.4,5.064,,15.825,05-07-2026-Thu 14-35-49-PM,0.3,5.056,-62.618,21.0667,05-07-2026-Thu 14-36-46-PM,0.1,5.072,-64.23,63.4,05-07-2026-Thu 14-35-49-PM,0.3,5.06,-62.618,21.0833,05-07-2026-Thu 14-36-43-PM,0.2,5.072,,31.7,05-07-2026-Thu 14-36-48-PM,0.1,5.056,-66.398,63.2,05-07-2026-Thu 14-32-30-PM,0.6,5.052,,10.525
05-07-2026-Thu 14-35-50-PM,0.1,5.056,-66.6937,-66.694,63.2,05-07-2026-Thu 14-32-33-PM,0.6,5.06,-64.657,10.5417,05-07-2026-Thu 14-36-43-PM,0.4,5.056,-64.131,15.8,05-07-2026-Thu 14-35-50-PM,0.6,5.06,-62.684,-62.684,10.5417,05-07-2026-Thu 14-36-48-PM,0.3,5.06,-64.23,21.0833,05-07-2026-Thu 14-37-40-PM,0.3,5.06,-67.777,21.0833,05-07-2026-Thu 14-31-12-PM,0.3,5.048,-61.3024,-61.302,21.0333,05-07-2026-Thu 14-35-50-PM,0.4,5.06,-64.854,15.8125,05-07-2026-Thu 14-29-05-PM,0.4,5.064,-61.763,15.825,05-07-2026-Thu 14-35-53-PM,0.3,5.064,,21.1,05-07-2026-Thu 14-35-50-PM,0.6,5.056,-62.684,10.5333,05-07-2026-Thu 14-36-48-PM,0.3,5.072,-64.23,21.1333,05-07-2026-Thu 14-35-50-PM,0.6,5.064,-62.684,10.55,05-07-2026-Thu 14-36-44-PM,0.2,5.072,,31.7,05-07-2026-Thu 14-36-51-PM,0.0,5.052,-66.53,inf,05-07-2026-Thu 14-32-31-PM,0.4,5.052,,15.7875
05-07-2026-Thu 14-35-51-PM,0.5,5.06,-66.7593,-66.759,12.65,05-07-2026-Thu 14-33-13-PM,0.2,5.06,-65.051,31.625,05-07-2026-Thu 14-36-44-PM,0.3,5.056,-64.164,21.0667,05-07-2026-Thu 14-35-51-PM,0.3,5.06,-62.717,-62.717,21.0833,05-07-2026-Thu 14-36-51-PM,0.1,5.06,-64.295,63.25,05-07-2026-Thu 14-37-41-PM,0.6,5.06,-67.744,10.5417,05-07-2026-Thu 14-31-13-PM,0.3,5.048,-61.1707,-61.171,21.0333,05-07-2026-Thu 14-35-51-PM,0.2,5.06,-64.953,31.625,05-07-2026-Thu 14-29-06-PM,0.2,5.064,-61.73,31.65,05-07-2026-Thu 14-36-43-PM,0.5,5.064,,12.66,05-07-2026-Thu 14-35-51-PM,0.3,5.06,-62.717,21.0833,05-07-2026-Thu 14-36-51-PM,0.3,5.072,-64.295,21.1333,05-07-2026-Thu 14-35-51-PM,0.5,5.06,-62.717,12.65,05-07-2026-Thu 14-36-46-PM,0.5,5.072,,12.68,05-07-2026-Thu 14-37-10-PM,0.2,5.056,-67.186,31.6,05-07-2026-Thu 14-32-33-PM,0.3,5.052,,21.05
05-07-2026-Thu 14-35-53-PM,0.3,5.06,-66.7921,-66.792,21.0833,05-07-2026-Thu 14-33-15-PM,0.1,5.06,-65.117,63.25,05-07-2026-Thu 14-36-46-PM,0.4,5.056,-64.23,15.8,05-07-2026-Thu 14-35-53-PM,0.4,5.06,-62.7499,-62.75,15.8125,05-07-2026-Thu 14-37-10-PM,0.2,5.06,-64.821,31.625,05-07-2026-Thu 14-37-43-PM,0.3,5.06,-67.744,21.0833,05-07-2026-Thu 14-31-14-PM,0.3,5.048,-61.1049,-61.105,21.0333,05-07-2026-Thu 14-35-53-PM,0.2,5.06,-64.985,31.625,05-07-2026-Thu 14-29-07-PM,0.4,5.064,-61.796,15.825,05-07-2026-Thu 14-36-44-PM,0.2,5.064,,31.65,05-07-2026-Thu 14-35-53-PM,0.4,5.056,-62.75,15.8,05-07-2026-Thu 14-37-10-PM,0.3,5.072,-64.821,21.1333,05-07-2026-Thu 14-35-53-PM,0.5,5.06,-62.75,12.65,05-07-2026-Thu 14-36-48-PM,0.2,5.068,,31.675,05-07-2026-Thu 14-37-12-PM,0.4,5.056,-67.153,15.8,05-07-2026-Thu 14-33-13-PM,0.2,5.052,,31.575
05-07-2026-Thu 14-36-43-PM,0.4,5.06,-68.1711,-68.171,15.8125,05-07-2026-Thu 14-33-16-PM,0.3,5.06,-65.084,21.0833,05-07-2026-Thu 14-36-48-PM,0.3,5.056,-64.23,21.0667,05-07-2026-Thu 14-36-43-PM,0.4,5.06,-64.1309,-64.131,15.8125,05-07-2026-Thu 14-37-12-PM,0.1,5.064,-64.821,63.3,05-07-2026-Thu 14-37-44-PM,0.3,5.06,-67.81,21.0833,05-07-2026-Thu 14-31-16-PM,0.4,5.048,-61.1707,-61.171,15.775,05-07-2026-Thu 14-36-43-PM,0.1,5.06,-66.299,63.25,05-07-2026-Thu 14-30-16-PM,0.5,5.064,-62.914,12.66,05-07-2026-Thu 14-36-46-PM,0.2,5.064,,31.65,05-07-2026-Thu 14-36-43-PM,0.3,5.06,-64.131,21.0833,05-07-2026-Thu 14-37-12-PM,0.3,5.068,-64.821,21.1167,05-07-2026-Thu 14-36-43-PM,0.3,5.06,-64.131,21.0833,05-07-2026-Thu 14-36-51-PM,0.2,5.068,,31.675,05-07-2026-Thu 14-37-13-PM,0.0,5.056,-67.219,inf,05-07-2026-Thu 14-33-15-PM,0.3,5.056,,21.0667
05-07-2026-Thu 14-36-44-PM,-0.1,5.06,-68.2039,-68.204,-63.25,05-07-2026-Thu 14-35-31-PM,0.3,5.064,-66.201,21.1,05-07-2026-Thu 14-36-51-PM,0.3,5.052,-64.295,21.05,05-07-2026-Thu 14-36-44-PM,0.2,5.064,-64.1637,-64.164,31.65,05-07-2026-Thu 14-37-13-PM,0.3,5.06,-64.854,21.0833,05-07-2026-Thu 14-37-45-PM,0.5,5.06,-67.777,12.65,05-07-2026-Thu 14-31-17-PM,0.3,5.048,-61.2036,-61.204,21.0333,05-07-2026-Thu 14-36-44-PM,0.4,5.06,-66.299,15.8125,05-07-2026-Thu 14-30-18-PM,0.4,5.064,-62.947,15.825,05-07-2026-Thu 14-36-48-PM,0.3,5.064,,21.1,05-07-2026-Thu 14-36-44-PM,0.2,5.06,-64.164,31.625,05-07-2026-Thu 14-37-13-PM,0.3,5.072,-64.854,21.1333,05-07-2026-Thu 14-36-44-PM,0.5,5.06,-64.164,12.65,05-07-2026-Thu 14-37-10-PM,0.4,5.072,,15.85,05-07-2026-Thu 14-37-15-PM,0.3,5.056,-67.186,21.0667,05-07-2026-Thu 14-33-16-PM,0.4,5.052,,15.7875
05-07-2026-Thu 14-36-46-PM,0.1,5.06,-68.2368,-68.237,63.25,05-07-2026-Thu 14-35-32-PM,0.7,5.064,-66.234,9.0429,05-07-2026-Thu 14-37-10-PM,0.2,5.056,-64.821,31.6,05-07-2026-Thu 14-36-46-PM,0.4,5.06,-64.2295,-64.23,15.8125,05-07-2026-Thu 14-37-15-PM,0.3,5.06,-64.887,21.0833,05-07-2026-Thu 14-37-47-PM,0.4,5.06,-67.908,15.8125,05-07-2026-Thu 14-32-30-PM,0.4,5.048,-62.2565,-62.256,15.775,05-07-2026-Thu 14-36-46-PM,0.3,5.06,-66.332,21.0833,05-07-2026-Thu 14-30-19-PM,0.2,5.06,-62.947,31.625,05-07-2026-Thu 14-36-51-PM,0.5,5.064,,12.66,05-07-2026-Thu 14-36-46-PM,0.3,5.06,-64.23,21.0833,05-07-2026-Thu 14-37-15-PM,0.4,5.068,-64.887,15.8375,05-07-2026-Thu 14-36-46-PM,0.5,5.064,-64.23,12.66,05-07-2026-Thu 14-37-12-PM,0.4,5.072,,15.85,05-07-2026-Thu 14-37-40-PM,0.4,5.056,-67.777,15.8,05-07-2026-Thu 14-35-31-PM,0.4,5.056,,15.8
05-07-2026-Thu 14-36-48-PM,-0.1,5.06,-68.3023,-68.302,-63.25,05-07-2026-Thu 14-35-34-PM,0.0,5.06,-66.234,inf,05-07-2026-Thu 14-37-12-PM,0.0,5.056,-64.821,inf,05-07-2026-Thu 14-36-48-PM,0.3,5.064,-64.2295,-64.23,21.1,05-07-2026-Thu 14-37-40-PM,0.1,5.06,-65.445,63.25,05-07-2026-Thu 14-37-48-PM,0.3,5.06,-67.974,21.0833,05-07-2026-Thu 14-32-31-PM,0.3,5.048,-62.3223,-62.322,21.0333,05-07-2026-Thu 14-36-48-PM,0.4,5.06,-66.398,15.8125,05-07-2026-Thu 14-30-20-PM,0.4,5.064,-63.013,15.825,05-07-2026-Thu 14-37-10-PM,0.1,5.064,,63.3,05-07-2026-Thu 14-36-48-PM,0.2,5.06,-64.23,31.625,05-07-2026-Thu 14-37-40-PM,0.3,5.072,-65.445,21.1333,05-07-2026-Thu 14-36-48-PM,0.5,5.06,-64.23,12.65,05-07-2026-Thu 14-37-13-PM,0.1,5.072,,63.4,05-07-2026-Thu 14-37-41-PM,0.3,5.056,-67.744,21.0667,05-07-2026-Thu 14-35-32-PM,0.6,5.056,,10.5333
05-07-2026-Thu 14-36-51-PM,0.2,5.056,-68.3351,-68.335,31.6,05-07-2026-Thu 14-35-35-PM,0.4,5.064,-66.267,15.825,05-07-2026-Thu 14-37-13-PM,0.4,5.056,-64.854,15.8,05-07-2026-Thu 14-36-51-PM,0.3,5.06,-64.2953,-64.295,21.0833,05-07-2026-Thu 14-37-41-PM,0.1,5.06,-65.478,63.25,05-07-2026-Thu 14-37-56-PM,0.2,5.06,-68.105,31.625,05-07-2026-Thu 14-32-33-PM,0.3,5.048,-62.3223,-62.322,21.0333,05-07-2026-Thu 14-36-51-PM,0.2,5.06,-66.53,31.625,05-07-2026-Thu 14-31-12-PM,0.0,5.064,-63.704,inf,05-07-2026-Thu 14-37-12-PM,0.4,5.064,,15.825,05-07-2026-Thu 14-36-51-PM,0.3,5.06,-64.295,21.0833,05-07-2026-Thu 14-37-41-PM,0.3,5.072,-65.478,21.1333,05-07-2026-Thu 14-36-51-PM,0.4,5.06,-64.295,15.8125,05-07-2026-Thu 14-37-15-PM,0.1,5.072,,63.4,05-07-2026-Thu 14-37-43-PM,0.1,5.056,-67.744,63.2,05-07-2026-Thu 14-35-34-PM,0.4,5.056,,15.8
05-07-2026-Thu 14-37-10-PM,0.1,5.06,-68.8603,-68.86,63.25,05-07-2026-Thu 14-35-36-PM,0.4,5.06,-66.299,15.8125,05-07-2026-Thu 14-37-15-PM,0.5,5.056,-64.887,12.64,05-07-2026-Thu 14-37-10-PM,0.4,5.06,-64.821,-64.821,15.8125,05-07-2026-Thu 14-37-43-PM,0.0,5.064,-65.511,inf,05-07-2026-Thu 14-37-58-PM,0.6,5.06,-68.171,10.5417,05-07-2026-Thu 14-33-13-PM,0.4,5.052,-62.7499,-62.75,15.7875,05-07-2026-Thu 14-37-10-PM,0.2,5.064,-67.186,31.65,05-07-2026-Thu 14-31-13-PM,0.3,5.064,-63.704,21.1,05-07-2026-Thu 14-37-13-PM,0.1,5.068,,63.35,05-07-2026-Thu 14-37-10-PM,0.3,5.06,-64.821,21.0833,05-07-2026-Thu 14-37-43-PM,0.1,5.072,-65.511,63.4,05-07-2026-Thu 14-37-10-PM,0.3,5.06,-64.821,21.0833,05-07-2026-Thu 14-37-40-PM,0.3,5.072,,21.1333,05-07-2026-Thu 14-37-44-PM,0.1,5.052,-67.81,63.15,05-07-2026-Thu 14-35-35-PM,0.1,5.056,,63.2
05-07-2026-Thu 14-37-12-PM,0.1,5.06,-68.893,-68.893,63.25,05-07-2026-Thu 14-35-47-PM,0.2,5.064,-66.628,31.65,05-07-2026-Thu 14-37-40-PM,0.1,5.056,-65.445,63.2,05-07-2026-Thu 14-37-12-PM,0.2,5.064,-64.821,-64.821,31.65,05-07-2026-Thu 14-37-44-PM,0.1,5.06,-65.544,63.25,05-07-2026-Thu 14-37-59-PM,0.3,5.06,-68.138,21.0833,05-07-2026-Thu 14-33-15-PM,0.0,5.048,-62.717,-62.717,inf,05-07-2026-Thu 14-37-12-PM,0.3,5.064,-67.153,21.1,05-07-2026-Thu 14-31-14-PM,0.2,5.064,-63.736,31.65,05-07-2026-Thu 14-37-15-PM,0.5,5.064,,12.66,05-07-2026-Thu 14-37-12-PM,0.4,5.064,-64.821,15.825,05-07-2026-Thu 14-37-44-PM,0.1,5.068,-65.544,63.35,05-07-2026-Thu 14-37-12-PM,0.5,5.06,-64.821,12.65,05-07-2026-Thu 14-37-41-PM,0.2,5.068,,31.675,05-07-2026-Thu 14-37-45-PM,0.0,5.056,-67.777,inf,05-07-2026-Thu 14-35-36-PM,0.3,5.056,,21.0667
05-07-2026-Thu 14-37-13-PM,-0.1,5.064,-68.9587,-68.959,-63.3,05-07-2026-Thu 14-35-49-PM,0.3,5.064,-66.661,21.1,05-07-2026-Thu 14-37-41-PM,0.4,5.056,-65.478,15.8,05-07-2026-Thu 14-37-13-PM,0.3,5.064,-64.854,-64.854,21.1,05-07-2026-Thu 14-37-45-PM,0.5,5.06,-65.577,12.65,05-07-2026-Thu 14-38-00-PM,0.1,5.06,-68.105,63.25,05-07-2026-Thu 14-33-16-PM,0.2,5.048,-62.7499,-62.75,31.55,05-07-2026-Thu 14-37-13-PM,0.0,5.06,-67.219,inf,05-07-2026-Thu 14-31-16-PM,0.1,5.064,-63.769,63.3,05-07-2026-Thu 14-37-40-PM,0.3,5.064,,21.1,05-07-2026-Thu 14-37-13-PM,0.1,5.06,-64.854,63.25,05-07-2026-Thu 14-37-45-PM,0.0,5.072,-65.577,inf,05-07-2026-Thu 14-37-13-PM,0.6,5.056,-64.854,10.5333,05-07-2026-Thu 14-37-43-PM,0.2,5.068,,31.675,05-07-2026-Thu 14-37-47-PM,0.4,5.052,-67.908,15.7875,05-07-2026-Thu 14-35-47-PM,0.2,5.056,,31.6
05-07-2026-Thu 14-37-15-PM,0.1,5.06,-68.9587,-68.959,63.25,05-07-2026-Thu 14-35-50-PM,0.2,5.064,-66.694,31.65,05-07-2026-Thu 14-37-43-PM,0.3,5.056,-65.511,21.0667,05-07-2026-Thu 14-37-15-PM,0.1,5.06,-64.8869,-64.887,63.25,05-07-2026-Thu 14-37-47-PM,0.1,5.064,-65.61,63.3,05-07-2026-Thu 14-38-02-PM,0.3,5.06,-68.27,21.0833,05-07-2026-Thu 14-35-31-PM,0.3,5.048,-64.0652,-64.065,21.0333,05-07-2026-Thu 14-37-15-PM,0.5,5.06,-67.186,12.65,05-07-2026-Thu 14-31-17-PM,0.0,5.064,-63.769,inf,05-07-2026-Thu 14-37-41-PM,0.1,5.068,,63.35,05-07-2026-Thu 14-37-15-PM,0.2,5.06,-64.887,31.625,05-07-2026-Thu 14-37-47-PM,0.3,5.072,-65.61,21.1333,05-07-2026-Thu 14-37-15-PM,0.4,5.064,-64.887,15.825,05-07-2026-Thu 14-37-44-PM,0.2,5.072,,31.7,05-07-2026-Thu 14-37-48-PM,0.1,5.056,-67.974,63.2,05-07-2026-Thu 14-35-49-PM,0.2,5.056,,31.6
05-07-2026-Thu 14-37-40-PM,0.3,5.06,-69.5492,-69.549,21.0833,05-07-2026-Thu 14-35-51-PM,0.3,5.06,-66.759,21.0833,05-07-2026-Thu 14-37-44-PM,0.6,5.056,-65.544,10.5333,05-07-2026-Thu 14-37-40-PM,0.4,5.06,-65.4455,-65.445,15.8125,05-07-2026-Thu 14-37-48-PM,0.3,5.06,-65.61,21.0833,05-07-2026-Thu 14-39-10-PM,0.3,5.06,-69.582,21.0833,05-07-2026-Thu 14-35-32-PM,0.2,5.048,-64.2624,-64.262,31.55,05-07-2026-Thu 14-37-40-PM,0.3,5.064,-67.777,21.1,05-07-2026-Thu 14-32-30-PM,0.2,5.064,-64.624,31.65,05-07-2026-Thu 14-37-43-PM,0.4,5.064,,15.825,05-07-2026-Thu 14-37-40-PM,0.1,5.06,-65.445,63.25,05-07-2026-Thu 14-37-48-PM,0.1,5.068,-65.61,63.35,05-07-2026-Thu 14-37-40-PM,0.2,5.06,-65.445,31.625,05-07-2026-Thu 14-37-45-PM,0.0,5.072,,inf,05-07-2026-Thu 14-37-56-PM,0.1,5.052,-68.105,63.15,05-07-2026-Thu 14-35-50-PM,0.2,5.056,,31.6
05-07-2026-Thu 14-37-41-PM,0.3,5.06,-69.5819,-69.582,21.0833,05-07-2026-Thu 14-35-53-PM,0.2,5.06,-66.792,31.625,05-07-2026-Thu 14-37-45-PM,0.3,5.056,-65.577,21.0667,05-07-2026-Thu 14-37-41-PM,0.2,5.064,-65.4782,-65.478,31.65,05-07-2026-Thu 14-37-56-PM,0.2,5.06,-65.807,31.625,05-07-2026-Thu 14-39-11-PM,0.0,5.06,-69.516,inf,05-07-2026-Thu 14-35-34-PM,0.4,5.048,-64.4596,-64.46,15.775,05-07-2026-Thu 14-37-41-PM,0.3,5.06,-67.744,21.0833,05-07-2026-Thu 14-32-31-PM,0.2,5.064,-64.657,31.65,05-07-2026-Thu 14-37-44-PM,0.1,5.068,,63.35,05-07-2026-Thu 14-37-41-PM,0.3,5.064,-65.478,21.1,05-07-2026-Thu 14-37-56-PM,0.1,5.068,-65.807,63.35,05-07-2026-Thu 14-37-41-PM,0.1,5.06,-65.478,63.25,05-07-2026-Thu 14-37-47-PM,0.1,5.072,,63.4,05-07-2026-Thu 14-37-58-PM,0.2,5.056,-68.171,31.6,05-07-2026-Thu 14-35-51-PM,0.2,5.052,,31.575
05-07-2026-Thu 14-37-43-PM,0.0,5.06,-69.6148,-69.615,inf,05-07-2026-Thu 14-36-43-PM,0.3,5.064,-68.171,21.1,05-07-2026-Thu 14-37-47-PM,0.2,5.056,-65.61,31.6,05-07-2026-Thu 14-37-43-PM,0.1,5.06,-65.5112,-65.511,63.25,05-07-2026-Thu 14-37-58-PM,0.2,5.06,-65.84,31.625,05-07-2026-Thu 14-39-13-PM,0.4,5.06,-69.615,15.8125,05-07-2026-Thu 14-35-35-PM,0.4,5.048,-64.328,-64.328,15.775,05-07-2026-Thu 14-37-43-PM,0.1,5.064,-67.744,63.3,05-07-2026-Thu 14-32-33-PM,-0.1,5.064,-64.657,-63.3,05-07-2026-Thu 14-37-45-PM,0.2,5.068,,31.675,05-07-2026-Thu 14-37-43-PM,0.1,5.064,-65.511,63.3,05-07-2026-Thu 14-37-58-PM,0.3,5.068,-65.84,21.1167,05-07-2026-Thu 14-37-43-PM,0.3,5.064,-65.511,21.1,05-07-2026-Thu 14-37-48-PM,0.1,5.072,,63.4,05-07-2026-Thu 14-37-59-PM,0.3,5.052,-68.138,21.05,05-07-2026-Thu 14-35-53-PM,0.4,5.056,,15.8
05-07-2026-Thu 14-37-44-PM,0.3,5.06,-69.6476,-69.648,21.0833,05-07-2026-Thu 14-36-44-PM,0.1,5.064,-68.204,63.3,05-07-2026-Thu 14-37-48-PM,0.2,5.06,-65.61,31.625,05-07-2026-Thu 14-37-44-PM,0.3,5.064,-65.544,-65.544,21.1,05-07-2026-Thu 14-37-59-PM,-0.1,5.06,-65.84,-63.25,05-07-2026-Thu 14-39-14-PM,0.3,5.056,-69.582,21.0667,05-07-2026-Thu 14-35-36-PM,0.0,5.048,-64.4267,-64.427,inf,05-07-2026-Thu 14-37-44-PM,0.1,5.06,-67.81,63.25,05-07-2026-Thu 14-33-13-PM,0.2,5.064,-65.051,31.65,05-07-2026-Thu 14-37-47-PM,0.2,5.064,,31.65,05-07-2026-Thu 14-37-44-PM,0.4,5.064,-65.544,15.825,05-07-2026-Thu 14-37-59-PM,0.1,5.072,-65.84,63.4,05-07-2026-Thu 14-37-44-PM,0.3,5.06,-65.544,21.0833,05-07-2026-Thu 14-37-56-PM,0.1,5.068,,63.35,05-07-2026-Thu 14-38-00-PM,0.2,5.052,-68.105,31.575,05-07-2026-Thu 14-36-43-PM,0.5,5.056,,12.64
05-07-2026-Thu 14-37-45-PM,0.1,5.06,-69.6804,-69.68,63.25,05-07-2026-Thu 14-36-46-PM,0.1,5.06,-68.237,63.25,05-07-2026-Thu 14-37-56-PM,0.2,5.056,-65.807,31.6,05-07-2026-Thu 14-37-45-PM,0.1,5.064,-65.5769,-65.577,63.3,05-07-2026-Thu 14-38-00-PM,0.3,5.06,-65.905,21.0833,05-07-2026-Thu 14-39-15-PM,0.6,5.056,-69.68,10.5333,05-07-2026-Thu 14-35-47-PM,0.2,5.048,-64.6896,-64.69,31.55,05-07-2026-Thu 14-37-45-PM,0.1,5.064,-67.777,63.3,05-07-2026-Thu 14-33-15-PM,0.1,5.064,-65.117,63.3,05-07-2026-Thu 14-37-48-PM,0.0,5.064,,inf,05-07-2026-Thu 14-37-45-PM,0.1,5.06,-65.577,63.25,05-07-2026-Thu 14-38-00-PM,0.2,5.072,-65.905,31.7,05-07-2026-Thu 14-37-45-PM,0.1,5.06,-65.577,63.25,05-07-2026-Thu 14-37-58-PM,0.2,5.072,,31.7,05-07-2026-Thu 14-38-02-PM,0.0,5.056,-68.27,inf,05-07-2026-Thu 14-36-44-PM,0.2,5.056,,31.6
05-07-2026-Thu 14-37-47-PM,0.4,5.06,-69.6804,-69.68,15.8125,05-07-2026-Thu 14-36-48-PM,-0.1,5.06,-68.302,-63.25,05-07-2026-Thu 14-37-58-PM,0.4,5.056,-65.84,15.8,05-07-2026-Thu 14-37-47-PM,0.1,5.064,-65.6098,-65.61,63.3,05-07-2026-Thu 14-38-02-PM,0.2,5.056,-65.905,31.6,05-07-2026-Thu 14-39-17-PM,0.3,5.06,-69.648,21.0833,05-07-2026-Thu 14-35-49-PM,0.4,5.048,-64.7882,-64.788,15.775,05-07-2026-Thu 14-37-47-PM,0.2,5.064,-67.908,31.65,05-07-2026-Thu 14-33-16-PM,0.1,5.064,-65.084,63.3,05-07-2026-Thu 14-37-56-PM,0.2,5.064,,31.65,05-07-2026-Thu 14-37-47-PM,0.1,5.06,-65.61,63.25,05-07-2026-Thu 14-38-02-PM,0.1,5.072,-65.905,63.4,05-07-2026-Thu 14-37-47-PM,0.2,5.06,-65.61,31.625,05-07-2026-Thu 14-37-59-PM,0.3,5.072,,21.1333,05-07-2026-Thu 14-39-10-PM,0.2,5.052,-69.582,31.575,05-07-2026-Thu 14-36-46-PM,0.3,5.056,,21.0667
05-07-2026-Thu 14-37-48-PM,0.1,5.064,-69.7459,-69.746,63.3,05-07-2026-Thu 14-36-51-PM,0.1,5.06,-68.335,63.25,05-07-2026-Thu 14-37-59-PM,0.2,5.056,-65.84,31.6,05-07-2026-Thu 14-37-48-PM,0.1,5.064,-65.6098,-65.61,63.3,05-07-2026-Thu 14-39-10-PM,0.1,5.06,-67.219,63.25,05-07-2026-Thu 14-39-18-PM,0.1,5.06,-69.746,63.25,05-07-2026-Thu 14-35-50-PM,0.4,5.048,-64.854,-64.854,15.775,05-07-2026-Thu 14-37-48-PM,0.4,5.06,-67.974,15.8125,05-07-2026-Thu 14-35-31-PM,0.1,5.064,-66.201,63.3,05-07-2026-Thu 14-37-58-PM,0.0,5.064,,inf,05-07-2026-Thu 14-37-48-PM,0.4,5.06,-65.61,15.8125,05-07-2026-Thu 14-39-10-PM,0.1,5.068,-67.219,63.35,05-07-2026-Thu 14-37-48-PM,0.1,5.06,-65.61,63.25,05-07-2026-Thu 14-38-00-PM,0.3,5.072,,21.1333,05-07-2026-Thu 14-39-11-PM,0.1,5.052,-69.516,63.15,05-07-2026-Thu 14-36-48-PM,0.4,5.056,,15.8
05-07-2026-Thu 14-37-56-PM,0.0,5.06,-69.9429,-69.943,inf,05-07-2026-Thu 14-37-10-PM,0.2,5.064,-68.86,31.65,05-07-2026-Thu 14-38-00-PM,0.3,5.056,-65.905,21.0667,05-07-2026-Thu 14-37-56-PM,0.5,5.06,-65.8068,-65.807,12.65,05-07-2026-Thu 14-39-11-PM,0.5,5.06,-67.252,12.65,05-07-2026-Thu 14-39-20-PM,0.3,5.06,-69.844,21.0833,05-07-2026-Thu 14-35-51-PM,-0.1,5.048,-64.9526,-64.953,-63.1,05-07-2026-Thu 14-37-56-PM,0.2,5.06,-68.105,31.625,05-07-2026-Thu 14-35-32-PM,0.3,5.064,-66.234,21.1,05-07-2026-Thu 14-37-59-PM,-0.2,5.068,,-31.675,05-07-2026-Thu 14-37-56-PM,0.3,5.06,-65.807,21.0833,05-07-2026-Thu 14-39-11-PM,0.0,5.068,-67.252,inf,05-07-2026-Thu 14-37-56-PM,0.3,5.06,-65.807,21.0833,05-07-2026-Thu 14-38-02-PM,0.3,5.068,,21.1167,05-07-2026-Thu 14-39-13-PM,0.2,5.052,-69.615,31.575,05-07-2026-Thu 14-36-51-PM,0.3,5.056,,21.0667
