"Latest: Time (s)","Latest: Current (A)","Latest: Temperature (°C)","Latest: Oxygen Gas (ppm)"
87,-0.000743865966797,25.4032393033,4401.42369858
88,-0.000724792480469,25.4046885519,4396.00322476
89,-0.000743865966797,25.4046885519,4412.26464623
90,-0.000724792480469,25.4032393033,4417.68512006
91,-0.000724792480469,25.3974423008,4423.10559389
92,-0.000724792480469,25.3988915526,4433.94654154
93,-0.000724792480469,25.3988915526,4433.94654154
94,-0.000762939453125,25.3959930482,4455.62843684
95,-0.000724792480469,25.3959930482,4455.62843684
96,-0.000743865966797,25.3945437948,4461.04891067
97,-0.000743865966797,25.3916452857,4461.04891067
98,-0.000724792480469,25.3901960299,4461.04891067
99,-0.000743865966797,25.3887467733,4466.4693845
100,-0.000705718994141,25.3916452857,4471.88985832
101,-0.000743865966797,25.3858482578,4471.88985832
102,-0.000724792480469,25.3858482578,4471.88985832
103,-0.000724792480469,25.3858482578,4477.31033215
104,-0.000743865966797,25.3843989988,4477.31033215
105,-0.000724792480469,25.3843989988,4488.1512798
106,-0.000724792480469,25.3815004784,4498.99222745
107,-0.000743865966797,25.380051217,4509.83317511
108,-0.000743865966797,25.3771526917,4515.25364893
109,-0.000743865966797,25.3757034278,4515.25364893
110,-0.000724792480469,25.3699063639,4515.25364893
111,-0.000724792480469,25.3713556311,4531.51507041
112,-0.000743865966797,25.3713556311,4536.93554424
113,-0.000743865966797,25.3684570958,4536.93554424
114,-0.000762939453125,25.3699063639,4547.77649189
115,-0.000724792480469,25.3684570958,4547.77649189
116,-0.000724792480469,25.3670078269,4553.19696572
117,-0.000724792480469,25.3641092865,4547.77649189
118,-0.000724792480469,25.3612107428,4553.19696572
119,-0.000743865966797,25.3583121956,4558.61743954
120,-0.000724792480469,25.3626600151,4564.03791337
121,-0.000762939453125,25.3554136449,4558.61743954
122,-0.000762939453125,25.3568629207,4569.4583872
123,-0.000743865966797,25.3539643683,4569.4583872
124,-0.000724792480469,25.3525150908,4580.29933485
125,-0.000762939453125,25.3525150908,4591.1402825
126,-0.000743865966797,25.3481672531,4596.56075633
127,-0.000724792480469,25.3496165332,4601.98123015
128,-0.000743865966797,25.3452686902,4618.24265163
129,-0.000724792480469,25.3452686902,4612.82217781
130,-0.000724792480469,25.3438194074,4618.24265163
131,-0.000724792480469,25.3423701237,4634.50407311
132,-0.000724792480469,25.3380222674,4634.50407311
133,-0.000743865966797,25.3336744029,4639.92454694
134,-0.000743865966797,25.3336744029,4645.34502076
135,-0.000724792480469,25.330775822,4661.60644224
136,-0.000724792480469,25.3322251129,4650.76549459
137,-0.000705718994141,25.3336744029,4667.02691607
138,-0.000724792480469,25.3293265302,4672.44738989
139,-0.000724792480469,25.3293265302,4672.44738989
140,-0.000724792480469,25.3293265302,4677.86786372
141,-0.000743865966797,25.3293265302,4694.1292852
142,-0.000762939453125,25.3249786492,4688.70881137
143,-0.000762939453125,25.3220800573,4683.28833755
144,-0.000724792480469,25.3191814616,4710.39070668
145,-0.000724792480469,25.3206307599,4715.8111805
146,-0.000705718994141,25.3191814616,4699.54975903
147,-0.000705718994141,25.3191814616,4704.97023285
148,-0.000724792480469,25.314833561,4715.8111805
149,-0.000705718994141,25.3162828622,4715.8111805
150,-0.000762939453125,25.3162828622,4715.8111805
151,-0.000705718994141,25.3119349559,4721.23165433
152,-0.000762939453125,25.3119349559,4721.23165433
153,-0.000743865966797,25.313384259,4721.23165433
154,-0.000724792480469,25.309036347,4721.23165433
155,-0.000743865966797,25.3075870411,4721.23165433
156,-0.000724792480469,25.3061377343,4721.23165433
157,-0.000743865966797,25.3046884265,4721.23165433
158,-0.000743865966797,25.3061377343,4726.65212816
159,-0.000762939453125,25.3046884265,4721.23165433
160,-0.000762939453125,25.3075870411,4726.65212816
161,-0.000705718994141,25.3046884265,4732.07260198
162,-0.000724792480469,25.3046884265,4737.49307581
163,-0.000743865966797,25.3032391177,4732.07260198
164,-0.000743865966797,25.3032391177,4748.33402346
165,-0.000705718994141,25.3032391177,4742.91354963
166,-0.000724792480469,25.3017898079,4753.75449729
167,-0.000724792480469,25.2988911855,4753.75449729
168,-0.000724792480469,25.2988911855,4764.59544494
169,-0.000724792480469,25.2988911855,4764.59544494
170,-0.000724792480469,25.2974418728,4775.43639259
171,-0.000762939453125,25.2930939289,4775.43639259
172,-0.000724792480469,25.2945432445,4780.85686642
173,-0.000743865966797,25.2945432445,4786.27734024
174,-0.000724792480469,25.2959925592,4791.69781407
175,-0.000705718994141,25.2916446123,4797.1182879
176,-0.000762939453125,25.2945432445,4797.1182879
177,-0.000743865966797,25.2872966565,4797.1182879
178,-0.000762939453125,25.2872966565,4802.53876172
179,-0.000743865966797,25.2887459761,4807.95923555
180,-0.000743865966797,25.2829486917,4807.95923555
181,-0.000743865966797,25.2800500434,4807.95923555
182,-0.000743865966797,25.2786007178,4807.95923555
183,-0.000782012939453,25.2800500434,4807.95923555
184,-0.000724792480469,25.2771513911,4813.37970938
185,-0.000724792480469,25.2786007178,4813.37970938
186,-0.000705718994141,25.2786007178,4818.8001832
187,-0.000743865966797,25.272803405,4824.22065703
188,-0.000782012939453,25.2742527347,4824.22065703
189,-0.000743865966797,25.2742527347,4829.64113085
190,-0.000782012939453,25.2713540742,4840.48207851
191,-0.000724792480469,25.2713540742,4840.48207851
192,-0.000724792480469,25.2670060758,4840.48207851
193,-0.000743865966797,25.2684554096,4851.32302616
194,-0.000743865966797,25.2670060758,4862.16397381
195,-0.000724792480469,25.2626580679,4862.16397381
196,-0.000762939453125,25.2612087299,4856.74349999
197,-0.000743865966797,25.2641074049,4856.74349999
198,-0.000762939453125,25.2626580679,4883.84586912
199,-0.000762939453125,25.2583100507,4873.00492146
200,-0.000724792480469,25.2612087299,4905.52776442
201,-0.000743865966797,25.2597593908,4894.68681677
202,-0.000782012939453,25.2597593908,4883.84586912
203,-0.000743865966797,25.2568607095,4910.94823825
204,-0.000724792480469,25.2539620239,4916.36871207
205,-0.000724792480469,25.2525126795,4916.36871207
206,-0.000743865966797,25.2554113672,4927.20965973
207,-0.000743865966797,25.2539620239,4921.7891859
208,-0.000743865966797,25.2496139875,4921.7891859
209,-0.000724792480469,25.2525126795,4938.05060738
210,-0.000762939453125,25.251063334,4932.63013355
211,-0.000762939453125,25.2481646399,4954.31202886
212,-0.000762939453125,25.2496139875,4938.05060738
213,-0.000724792480469,25.2467152912,4954.31202886
214,-0.000705718994141,25.2481646399,4948.89155503
215,-0.000724792480469,25.2481646399,4959.73250268
216,-0.000705718994141,25.2409178857,4965.15297651
217,-0.000705718994141,25.2423672387,4965.15297651
218,-0.000724792480469,25.2423672387,4970.57345034
219,-0.000724792480469,25.2423672387,4970.57345034
220,-0.000743865966797,25.2409178857,4975.99392416
221,-0.000762939453125,25.2409178857,4981.41439799
222,-0.000743865966797,25.2365698201,4981.41439799
223,-0.000724792480469,25.2394685316,4981.41439799
224,-0.000724792480469,25.2365698201,4986.83487182
225,-0.000743865966797,25.2365698201,4992.25534564
226,-0.000724792480469,25.2394685316,4981.41439799
227,-0.000743865966797,25.2351204627,4981.41439799
228,-0.000724792480469,25.2365698201,4992.25534564
229,-0.000724792480469,25.2336711042,5003.09629329
230,-0.000724792480469,25.2351204627,4997.67581947
231,-0.000724792480469,25.2322217446,4986.83487182
232,-0.000724792480469,25.2307723839,5008.51676712
233,-0.000724792480469,25.2293230221,5003.09629329
234,-0.000743865966797,25.2307723839,5003.09629329
235,-0.000762939453125,25.2336711042,5008.51676712
236,-0.000762939453125,25.2293230221,4997.67581947
237,-0.000801086425781,25.2293230221,5019.35771477
238,-0.000762939453125,25.2278736592,5013.93724095
239,-0.000743865966797,25.2264242952,5024.7781886
240,-0.000724792480469,25.22497493,5030.19866243
241,-0.000743865966797,25.22497493,5030.19866243
242,-0.000724792480469,25.2206268278,5035.61913625
243,-0.000705718994141,25.2220761963,5041.03961008
244,-0.000762939453125,25.2220761963,5046.4600839
245,-0.000762939453125,25.2235255637,5051.88055773
246,-0.000762939453125,25.2206268278,5057.30103156
247,-0.000762939453125,25.2235255637,5057.30103156
248,-0.000743865966797,25.2191774581,5051.88055773
249,-0.000743865966797,25.2177280873,5051.88055773
250,-0.000743865966797,25.2133799681,5057.30103156
251,-0.000743865966797,25.2148293423,5062.72150538
252,-0.000743865966797,25.2133799681,5062.72150538
253,-0.000724792480469,25.2148293423,5062.72150538
254,-0.000743865966797,25.2133799681,5068.14197921
255,-0.000743865966797,25.2090318386,5068.14197921
256,-0.000762939453125,25.2133799681,5068.14197921
257,-0.000743865966797,25.2104812163,5068.14197921
258,-0.000762939453125,25.2090318386,5068.14197921
259,-0.000724792480469,25.2090318386,5068.14197921
260,-0.000743865966797,25.2061330798,5068.14197921
261,-0.000705718994141,25.2090318386,5068.14197921
262,-0.000724792480469,25.2090318386,5068.14197921
263,-0.000724792480469,25.2090318386,5068.14197921
264,-0.000743865966797,25.201784933,5073.56245304
265,-0.000743865966797,25.2032343164,5068.14197921
266,-0.000705718994141,25.2003355484,5073.56245304
267,-0.000743865966797,25.2003355484,5073.56245304
268,-0.000743865966797,25.2003355484,5073.56245304
269,-0.000724792480469,25.1959873875,5078.98292686
270,-0.000743865966797,25.201784933,5078.98292686
271,-0.000743865966797,25.2003355484,5084.40340069
272,-0.000743865966797,25.2003355484,5095.24434834
273,-0.000782012939453,25.1988861626,5078.98292686
274,-0.000724792480469,25.1988861626,5089.82387451
275,-0.000705718994141,25.1974367757,5089.82387451
276,-0.000724792480469,25.1945379982,5111.50576982
277,-0.000724792480469,25.1930886078,5089.82387451
278,-0.000743865966797,25.1901898232,5089.82387451
279,-0.000724792480469,25.1901898232,5106.08529599
280,-0.000724792480469,25.1887404292,5095.24434834
281,-0.000724792480469,25.1887404292,5106.08529599
282,-0.000705718994141,25.1887404292,5122.34671747
283,-0.000743865966797,25.187291034,5127.7671913
284,-0.000724792480469,25.1843922399,5111.50576982
285,-0.000724792480469,25.1858416375,5122.34671747
286,-0.000743865966797,25.1843922399,5127.7671913
287,-0.000705718994141,25.1814934411,5122.34671747
288,-0.000705718994141,25.1814934411,5127.7671913
289,-0.000743865966797,25.1800440398,5138.60813895
290,-0.000724792480469,25.1814934411,5149.4490866
291,-0.000743865966797,25.1771452337,5138.60813895
292,-0.000743865966797,25.1785946374,5138.60813895
293,-0.000705718994141,25.1771452337,5138.60813895
294,-0.000724792480469,25.1771452337,5144.02861278
295,-0.000724792480469,25.1727970154,5149.4490866
296,-0.000743865966797,25.1742464228,5154.86956043
297,-0.000762939453125,25.1727970154,5149.4490866
298,-0.000724792480469,25.1727970154,5149.4490866
299,-0.000743865966797,25.1727970154,5154.86956043
300,-0.000743865966797,25.1684487862,5160.29003426
301,-0.000743865966797,25.1698981972,5149.4490866
302,-0.000743865966797,25.1655499605,5160.29003426
303,-0.000724792480469,25.166999374,5154.86956043
304,-0.000724792480469,25.1626511299,5154.86956043
305,-0.000724792480469,25.166999374,5176.55145573
306,-0.000743865966797,25.1612017127,5160.29003426
307,-0.000724792480469,25.1626511299,5165.71050808
308,-0.000743865966797,25.1612017127,5165.71050808
309,-0.000705718994141,25.1583028746,5165.71050808
310,-0.000743865966797,25.1583028746,5171.13098191
311,-0.000743865966797,25.1583028746,5181.97192956
312,-0.000724792480469,25.1568534537,5171.13098191
313,-0.000724792480469,25.1583028746,5181.97192956
314,-0.000743865966797,25.1554040316,5192.81287721
315,-0.000743865966797,25.1539546081,5192.81287721
316,-0.000724792480469,25.1525051834,5171.13098191
317,-0.000762939453125,25.1525051834,5187.39240339
318,-0.000743865966797,25.1496063303,5192.81287721
319,-0.000705718994141,25.1525051834,5198.23335104
320,-0.000724792480469,25.1496063303,5198.23335104
321,-0.000724792480469,25.1510557575,5203.65382486
322,-0.000743865966797,25.1496063303,5192.81287721
323,-0.000724792480469,25.1510557575,5219.91524634
324,-0.000724792480469,25.1467074721,5198.23335104
325,-0.000743865966797,25.1496063303,5214.49477252
326,-0.000724792480469,25.1467074721,5209.07429869
327,-0.000743865966797,25.1481569018,5230.756194
328,-0.000743865966797,25.1467074721,5225.33572017
329,-0.000724792480469,25.1438086087,5225.33572017
330,-0.000743865966797,25.1423591751,5241.59714165
331,-0.000743865966797,25.1438086087,5236.17666782
332,-0.000743865966797,25.1423591751,5230.756194
333,-0.000705718994141,25.1438086087,5230.756194
334,-0.000724792480469,25.1409097403,5230.756194
335,-0.000724792480469,25.1423591751,5236.17666782
336,-0.000724792480469,25.1380108667,5230.756194
337,-0.000724792480469,25.1380108667,5230.756194
338,-0.000743865966797,25.1409097403,5241.59714165
339,-0.000743865966797,25.1394603041,5241.59714165
340,-0.000762939453125,25.1380108667,5241.59714165
341,-0.000743865966797,25.136561428,5247.01761547
342,-0.000743865966797,25.1351119879,5247.01761547
343,-0.000743865966797,25.136561428,5252.4380893
344,-0.000743865966797,25.132213104,5247.01761547
345,-0.000743865966797,25.1351119879,5241.59714165
346,-0.000743865966797,25.1307636601,5241.59714165
347,-0.000743865966797,25.1307636601,5247.01761547
348,-0.000762939453125,25.1307636601,5252.4380893
349,-0.000724792480469,25.1336625466,5241.59714165
350,-0.000724792480469,25.1293142149,5257.85856313
351,-0.000705718994141,25.1249658714,5263.27903695
352,-0.000724792480469,25.1293142149,5263.27903695
353,-0.000705718994141,25.1278647683,5268.69951078
354,-0.000724792480469,25.1293142149,5252.4380893
355,-0.000705718994141,25.1264153205,5279.54045843
356,-0.000705718994141,25.1249658714,5268.69951078
357,-0.000743865966797,25.1220669691,5268.69951078
358,-0.000762939453125,25.1235164209,5268.69951078
359,-0.000762939453125,25.1220669691,5274.11998461
360,-0.000743865966797,25.120617516,5279.54045843
361,-0.000724792480469,25.120617516,5274.11998461
362,-0.000705718994141,25.120617516,5279.54045843
363,-0.000724792480469,25.120617516,5290.38140608
364,-0.000743865966797,25.1191680616,5274.11998461
365,-0.000743865966797,25.120617516,5290.38140608
366,-0.000743865966797,25.1177186058,5290.38140608
367,-0.000724792480469,25.1177186058,5301.22235374
368,-0.000743865966797,25.1177186058,5306.64282756
369,-0.000743865966797,25.1148196903,5290.38140608
370,-0.000743865966797,25.1119207694,5295.80187991
371,-0.000705718994141,25.1148196903,5306.64282756
372,-0.000724792480469,25.1133702305,5295.80187991
373,-0.000743865966797,25.1133702305,5306.64282756
374,-0.000762939453125,25.110471307,5306.64282756
375,-0.000743865966797,25.1090218432,5312.06330139
376,-0.000743865966797,25.1090218432,5328.32472287
377,-0.000724792480469,25.1090218432,5317.48377522
378,-0.000724792480469,25.1090218432,5317.48377522
379,-0.000743865966797,25.110471307,5328.32472287
380,-0.000743865966797,25.1075723781,5322.90424904
381,-0.000724792480469,25.1032239746,5328.32472287
382,-0.000743865966797,25.101774504,5328.32472287
383,-0.000724792480469,25.101774504,5328.32472287
384,-0.000762939453125,25.101774504,5328.32472287
385,-0.000705718994141,25.101774504,5333.74519669
386,-0.000743865966797,25.1003250321,5333.74519669
387,-0.000705718994141,25.0988755588,5344.58614435
388,-0.000724792480469,25.101774504,5344.58614435
389,-0.000762939453125,25.0988755588,5344.58614435
390,-0.000743865966797,25.0974260842,5366.26803965
391,-0.000762939453125,25.0988755588,5355.427092
392,-0.000743865966797,25.0974260842,5339.16567052
393,-0.000724792480469,25.0945271308,5344.58614435
394,-0.000762939453125,25.0945271308,5371.68851348
395,-0.000743865966797,25.0930776521,5360.84756583
396,-0.000724792480469,25.0901786904,5360.84756583
397,-0.000743865966797,25.0887292075,5371.68851348
398,-0.000743865966797,25.0872797232,5371.68851348
399,-0.000762939453125,25.0916281719,5371.68851348
400,-0.000724792480469,25.0858302375,5371.68851348
401,-0.000705718994141,25.0858302375,5366.26803965
402,-0.000705718994141,25.0858302375,5387.94993496
403,-0.000762939453125,25.082931262,5387.94993496
404,-0.000724792480469,25.0858302375,5387.94993496
405,-0.000743865966797,25.0814817722,5387.94993496
406,-0.000782012939453,25.082931262,5398.79088261
407,-0.000762939453125,25.0800322809,5387.94993496
408,-0.000724792480469,25.0785827882,5393.37040878
409,-0.000762939453125,25.0785827882,5393.37040878
410,-0.000724792480469,25.0800322809,5404.21135644
411,-0.000724792480469,25.0785827882,5398.79088261
412,-0.000743865966797,25.0742343018,5398.79088261
413,-0.000724792480469,25.0756837987,5404.21135644
414,-0.000724792480469,25.0756837987,5409.63183026
415,-0.000705718994141,25.0756837987,5398.79088261
416,-0.000743865966797,25.0742343018,5398.79088261
417,-0.000724792480469,25.0698858026,5404.21135644
418,-0.000724792480469,25.0698858026,5409.63183026
419,-0.000724792480469,25.0713353038,5409.63183026
420,-0.000705718994141,25.0727848035,5409.63183026
421,-0.000724792480469,25.0698858026,5409.63183026
422,-0.000743865966797,25.0698858026,5409.63183026
423,-0.000705718994141,25.0698858026,5409.63183026
424,-0.000743865966797,25.0655372906,5415.05230409
425,-0.000724792480469,25.0684363001,5415.05230409
426,-0.000743865966797,25.0698858026,5415.05230409
427,-0.000705718994141,25.0626382755,5404.21135644
428,-0.000724792480469,25.0626382755,5415.05230409
429,-0.000724792480469,25.0640877838,5415.05230409
430,-0.000743865966797,25.0626382755,5415.05230409
431,-0.000762939453125,25.0597392546,5409.63183026
432,-0.000724792480469,25.0640877838,5415.05230409
433,-0.000705718994141,25.0597392546,5415.05230409
434,-0.000724792480469,25.0597392546,5415.05230409
435,-0.000724792480469,25.0611887658,5420.47277791
436,-0.000724792480469,25.0611887658,5415.05230409
437,-0.000724792480469,25.0597392546,5425.89325174
438,-0.000762939453125,25.0553907124,5415.05230409
439,-0.000724792480469,25.056840228,5420.47277791
440,-0.000762939453125,25.056840228,5420.47277791
441,-0.000724792480469,25.0553907124,5425.89325174
442,-0.000743865966797,25.0524916771,5420.47277791
443,-0.000762939453125,25.0539411955,5436.73419939
444,-0.000724792480469,25.0539411955,5425.89325174
445,-0.000743865966797,25.0524916771,5436.73419939
446,-0.000724792480469,25.0495926359,5431.31372557
447,-0.000724792480469,25.0510421572,5436.73419939
448,-0.000705718994141,25.0495926359,5436.73419939
449,-0.000762939453125,25.0495926359,5442.15467322
450,-0.000743865966797,25.0466935889,5431.31372557
451,-0.000762939453125,25.0481431131,5436.73419939
452,-0.000705718994141,25.0466935889,5436.73419939
453,-0.000724792480469,25.0466935889,5431.31372557
454,-0.000705718994141,25.0495926359,5447.57514705
455,-0.000743865966797,25.0408954771,5447.57514705
456,-0.000743865966797,25.0437945359,5447.57514705
457,-0.000743865966797,25.0437945359,5452.99562087
458,-0.000705718994141,25.0452440631,5452.99562087
459,-0.000762939453125,25.0466935889,5452.99562087
460,-0.000705718994141,25.0437945359,5442.15467322
461,-0.000743865966797,25.0423450073,5452.99562087
462,-0.000762939453125,25.0423450073,5452.99562087
463,-0.000724792480469,25.0394459455,5452.99562087
464,-0.000762939453125,25.0394459455,5458.4160947
465,-0.000724792480469,25.0379964124,5463.83656852
466,-0.000724792480469,25.0365468778,5463.83656852
467,-0.000762939453125,25.0379964124,5458.4160947
468,-0.000743865966797,25.0365468778,5463.83656852
469,-0.000762939453125,25.0365468778,5458.4160947
470,-0.000724792480469,25.0365468778,5458.4160947
471,-0.000705718994141,25.0365468778,5463.83656852
472,-0.000724792480469,25.0321982651,5480.09799
473,-0.000724792480469,25.0365468778,5469.25704235
474,-0.000743865966797,25.0336478042,5474.67751618
475,-0.000743865966797,25.0336478042,5463.83656852
476,-0.000724792480469,25.0336478042,5474.67751618
477,-0.000762939453125,25.0336478042,5469.25704235
478,-0.000724792480469,25.0307487245,5474.67751618
479,-0.000762939453125,25.0307487245,5474.67751618
480,-0.000743865966797,25.0292991825,5480.09799
481,-0.000743865966797,25.0307487245,5490.93893766
482,-0.000743865966797,25.0278496389,5485.51846383
483,-0.000724792480469,25.0292991825,5485.51846383
484,-0.000743865966797,25.0264000938,5485.51846383
485,-0.000705718994141,25.0292991825,5485.51846383
486,-0.000724792480469,25.0278496389,5490.93893766
487,-0.000743865966797,25.0264000938,5485.51846383
488,-0.000724792480469,25.0264000938,5485.51846383
489,-0.000743865966797,25.0278496389,5490.93893766
490,-0.000705718994141,25.0249505473,5496.35941148
491,-0.000724792480469,25.0278496389,5496.35941148
492,-0.000762939453125,25.0264000938,5496.35941148
493,-0.000743865966797,25.0249505473,5496.35941148
494,-0.000705718994141,25.0235009992,5490.93893766
495,-0.000743865966797,25.0235009992,5490.93893766
496,-0.000743865966797,25.0235009992,5496.35941148
497,-0.000762939453125,25.0249505473,5496.35941148
498,-0.000743865966797,25.0235009992,5496.35941148
499,-0.000743865966797,25.0220514496,5501.77988531
500,-0.000705718994141,25.0220514496,5501.77988531
501,-0.000705718994141,25.0220514496,5496.35941148
502,-0.000743865966797,25.0206018985,5485.51846383
503,-0.000724792480469,25.0191523458,5496.35941148
504,-0.000724792480469,25.0220514496,5501.77988531
505,-0.000705718994141,25.0206018985,5501.77988531
506,-0.000705718994141,25.0206018985,5490.93893766
507,-0.000705718994141,25.0177027917,5501.77988531
508,-0.000724792480469,25.0191523458,5496.35941148
509,-0.000743865966797,25.0177027917,5501.77988531
510,-0.000724792480469,25.0148036788,5496.35941148
511,-0.000705718994141,25.0148036788,5501.77988531
512,-0.000724792480469,25.0148036788,5501.77988531
513,-0.000724792480469,25.0177027917,5496.35941148
514,-0.000724792480469,25.016253236,5496.35941148
515,-0.000743865966797,25.0148036788,5496.35941148
516,-0.000762939453125,25.0148036788,5501.77988531
517,-0.000762939453125,25.0119045598,5501.77988531
518,-0.000724792480469,25.0148036788,5501.77988531
519,-0.000724792480469,25.0119045598,5501.77988531
520,-0.000724792480469,25.01335412,5501.77988531
521,-0.000724792480469,25.0090054346,5496.35941148
522,-0.000724792480469,25.010454998,5501.77988531
523,-0.000762939453125,25.0090054346,5501.77988531
524,-0.000743865966797,25.0090054346,5501.77988531
525,-0.000705718994141,25.0090054346,5501.77988531
526,-0.000724792480469,25.0075558697,5501.77988531
527,-0.000724792480469,25.0075558697,5501.77988531
528,-0.000762939453125,25.0061063033,5501.77988531
529,-0.000724792480469,25.000308022,5501.77988531
530,-0.000762939453125,25.0046567353,5501.77988531
531,-0.000705718994141,25.0046567353,5501.77988531
532,-0.000724792480469,25.0046567353,5501.77988531
533,-0.000743865966797,25.0046567353,5501.77988531
534,-0.000743865966797,25.0017575947,5501.77988531
535,-0.000762939453125,25.0017575947,5501.77988531
536,-0.000743865966797,25.0032071658,5501.77988531
537,-0.000724792480469,25.0032071658,5501.77988531
538,-0.000762939453125,24.9988584478,5501.77988531
539,-0.000743865966797,24.9988584478,5501.77988531
540,-0.000724792480469,24.9988584478,5501.77988531
541,-0.000724792480469,24.9959592947,5501.77988531
542,-0.000705718994141,25.000308022,5501.77988531
543,-0.000724792480469,24.9959592947,5501.77988531
544,-0.000743865966797,24.9959592947,5501.77988531
545,-0.000686645507813,24.9945097159,5501.77988531
546,-0.000743865966797,24.9930601354,5501.77988531
547,-0.000724792480469,24.9974088721,5501.77988531
548,-0.000762939453125,24.9945097159,5507.20035913
549,-0.000724792480469,24.9916105533,5501.77988531
550,-0.000724792480469,24.9916105533,5501.77988531
551,-0.000743865966797,24.9916105533,5507.20035913
552,-0.000724792480469,24.9887113845,5507.20035913
553,-0.000724792480469,24.9901609697,5507.20035913
554,-0.000724792480469,24.9901609697,5507.20035913
555,-0.000743865966797,24.9872617978,5501.77988531
556,-0.000762939453125,24.9843626195,5507.20035913
557,-0.000762939453125,24.9887113845,5507.20035913
