Timestamp,DNEpct Cell 1 Temp,DNEpct Cell 3 Temp,DNEpct Cell 5 Temp,DNEpct Cell 7 Temp,50pct Cell 10 Temp,50pct Cell 12 Temp,50pct Cell 14 Temp,50pct Cell 16 Temp
08-29-2025-Fri 12-05-33-PM,20.394,20.596,20.585,19.989,20.383,20.281,19.482,19.347
08-29-2025-Fri 12-05-37-PM,20.377,20.585,20.596,20.011,20.371,20.281,19.505,19.364
08-29-2025-Fri 12-05-40-PM,20.36,20.54,20.551,19.989,20.36,20.247,19.494,19.348
08-29-2025-Fri 12-05-42-PM,20.394,20.596,20.585,19.989,20.382,20.292,19.493,19.364
08-29-2025-Fri 12-05-44-PM,20.343,20.563,20.563,19.989,20.349,20.27,19.482,19.364
08-29-2025-Fri 12-05-47-PM,20.394,20.585,20.563,19.989,20.383,20.27,19.493,19.364
08-29-2025-Fri 12-05-50-PM,20.445,20.619,20.563,19.978,20.417,20.27,19.482,19.348
08-29-2025-Fri 12-05-53-PM,20.377,20.574,20.563,19.978,20.371,20.27,19.482,19.348
08-29-2025-Fri 12-05-56-PM,20.394,20.574,20.585,19.955,20.371,20.281,19.482,19.313
08-29-2025-Fri 12-05-58-PM,20.411,20.563,20.529,19.933,20.394,20.236,19.448,19.28
08-29-2025-Fri 12-06-01-PM,20.427,20.574,20.551,19.944,20.394,20.247,19.46,19.297
08-29-2025-Fri 12-06-03-PM,20.394,20.574,20.54,19.933,20.371,20.247,19.449,19.297
08-29-2025-Fri 12-06-05-PM,20.411,20.563,20.529,19.91,20.383,20.236,19.437,19.263
08-29-2025-Fri 12-06-08-PM,20.394,20.574,20.552,19.933,20.36,20.247,19.46,19.297
08-29-2025-Fri 12-06-10-PM,20.377,20.529,20.54,19.888,20.349,20.236,19.437,19.229
08-29-2025-Fri 12-06-13-PM,20.394,20.54,20.518,19.888,20.349,20.214,19.426,19.246
08-29-2025-Fri 12-06-15-PM,20.343,20.54,20.518,19.854,20.326,20.236,19.392,19.212
08-29-2025-Fri 12-06-17-PM,20.36,20.507,20.495,19.854,20.326,20.191,19.403,19.195
08-29-2025-Fri 12-06-20-PM,20.343,20.495,20.484,19.809,20.304,20.18,19.347,19.144
08-29-2025-Fri 12-06-22-PM,20.326,20.495,20.507,19.82,20.292,20.202,19.392,19.161
08-29-2025-Fri 12-06-24-PM,20.276,20.428,20.45,19.753,20.248,20.146,19.313,19.077
08-29-2025-Fri 12-06-27-PM,20.276,20.439,20.45,19.73,20.236,20.146,19.291,19.06
08-29-2025-Fri 12-06-29-PM,20.259,20.405,20.405,19.708,20.225,20.113,19.291,19.043
08-29-2025-Fri 12-06-31-PM,20.242,20.405,20.405,19.685,20.203,20.113,19.28,19.027
08-29-2025-Fri 12-06-34-PM,20.191,20.349,20.383,19.663,20.157,20.079,19.257,18.993
08-29-2025-Fri 12-06-36-PM,20.191,20.315,20.326,19.606,20.146,20.022,19.212,18.925
08-29-2025-Fri 12-06-39-PM,20.123,20.292,20.338,19.584,20.09,20.034,19.19,18.908
08-29-2025-Fri 12-06-41-PM,20.106,20.236,20.27,19.527,20.067,19.966,19.145,18.841
08-29-2025-Fri 12-06-43-PM,20.09,20.214,20.259,19.493,20.045,19.943,19.133,18.79
08-29-2025-Fri 12-06-46-PM,19.955,20.113,20.214,19.448,19.932,19.899,19.077,18.756
08-29-2025-Fri 12-06-48-PM,19.955,20.09,20.18,19.403,19.921,19.876,19.043,18.722
08-29-2025-Fri 12-06-50-PM,19.955,20.079,20.169,19.359,19.899,19.842,19.01,18.656
08-29-2025-Fri 12-06-53-PM,19.955,20.056,20.124,19.336,19.887,19.797,18.987,18.639
08-29-2025-Fri 12-06-55-PM,19.836,19.966,20.101,19.28,19.797,19.763,18.942,18.554
08-29-2025-Fri 12-06-57-PM,19.819,19.943,20.067,19.246,19.763,19.729,18.908,18.537
08-29-2025-Fri 12-07-00-PM,19.803,19.898,20.034,19.235,19.741,19.684,18.897,18.52
08-29-2025-Fri 12-07-02-PM,19.719,19.842,20.0,19.19,19.674,19.651,18.863,18.47
08-29-2025-Fri 12-07-05-PM,19.736,19.831,19.966,19.133,19.662,19.617,18.807,18.419
08-29-2025-Fri 12-07-07-PM,19.719,19.775,19.91,19.111,19.64,19.549,18.796,18.385
08-29-2025-Fri 12-07-09-PM,19.6,19.718,19.91,19.066,19.538,19.538,18.751,18.335
08-29-2025-Fri 12-07-12-PM,19.6,19.684,19.865,19.01,19.516,19.482,18.706,18.267
08-29-2025-Fri 12-07-14-PM,19.532,19.628,19.831,18.987,19.459,19.448,18.672,18.25
08-29-2025-Fri 12-07-16-PM,19.482,19.572,19.786,18.931,19.403,19.403,18.627,18.2
08-29-2025-Fri 12-07-19-PM,19.414,19.527,19.764,18.886,19.347,19.37,18.593,18.132
08-29-2025-Fri 12-07-21-PM,19.432,19.516,19.719,18.852,19.336,19.324,18.56,18.115
08-29-2025-Fri 12-07-24-PM,19.313,19.437,19.696,18.841,19.245,19.291,18.537,18.098
08-29-2025-Fri 12-07-26-PM,19.313,19.426,19.685,18.784,19.223,19.268,18.503,18.031
08-29-2025-Fri 12-07-29-PM,19.245,19.347,19.628,18.751,19.167,19.212,18.47,17.997
08-29-2025-Fri 12-07-31-PM,19.245,19.336,19.606,18.728,19.144,19.178,18.447,17.98
08-29-2025-Fri 12-07-33-PM,19.161,19.279,19.572,18.661,19.077,19.155,18.391,17.912
08-29-2025-Fri 12-07-36-PM,19.128,19.223,19.527,18.616,19.032,19.099,18.357,17.862
08-29-2025-Fri 12-07-38-PM,19.094,19.212,19.516,18.616,19.009,19.088,18.346,17.862
08-29-2025-Fri 12-07-41-PM,19.009,19.133,19.471,18.548,18.93,19.032,18.301,17.778
08-29-2025-Fri 12-07-43-PM,18.959,19.088,19.414,18.492,18.886,18.998,18.244,17.743
08-29-2025-Fri 12-07-46-PM,18.925,19.054,19.392,18.47,18.852,18.964,18.222,17.71
08-29-2025-Fri 12-07-48-PM,18.925,19.032,19.369,18.413,18.829,18.941,18.188,17.659
08-29-2025-Fri 12-07-50-PM,18.891,19.009,19.336,18.39,18.796,18.897,18.154,17.625
08-29-2025-Fri 12-07-53-PM,18.79,18.953,19.313,18.357,18.716,18.874,18.121,17.592
08-29-2025-Fri 12-07-55-PM,18.773,18.897,19.257,18.334,18.694,18.818,18.109,17.575
08-29-2025-Fri 12-07-57-PM,18.689,18.897,19.257,18.256,18.627,18.829,18.042,17.491
08-29-2025-Fri 12-08-00-PM,18.604,18.807,19.223,18.233,18.559,18.784,18.019,17.457
08-29-2025-Fri 12-08-02-PM,18.57,18.75,19.167,18.166,18.525,18.739,17.952,17.39
08-29-2025-Fri 12-08-04-PM,18.587,18.762,19.155,18.132,18.514,18.705,17.918,17.339
08-29-2025-Fri 12-08-07-PM,18.57,18.75,19.099,18.109,18.503,18.671,17.884,17.339
08-29-2025-Fri 12-08-09-PM,18.469,18.683,19.076,18.064,18.424,18.649,17.85,17.288
08-29-2025-Fri 12-08-11-PM,18.418,18.615,19.043,18.031,18.379,18.593,17.828,17.221
08-29-2025-Fri 12-08-14-PM,18.384,18.604,19.02,17.997,18.345,18.581,17.794,17.204
08-29-2025-Fri 12-08-16-PM,18.317,18.548,18.964,17.952,18.289,18.537,17.749,17.17
08-29-2025-Fri 12-08-18-PM,18.266,18.514,18.964,17.929,18.244,18.525,17.738,17.136
08-29-2025-Fri 12-08-21-PM,18.266,18.48,18.919,17.918,18.221,18.469,17.727,17.136
08-29-2025-Fri 12-08-23-PM,18.199,18.446,18.885,17.862,18.176,18.458,17.682,17.086
08-29-2025-Fri 12-08-26-PM,18.149,18.39,18.84,17.828,18.132,18.401,17.636,17.035
08-29-2025-Fri 12-08-29-PM,18.098,18.3,18.773,17.794,18.075,18.323,17.614,17.001
08-29-2025-Fri 12-08-31-PM,18.047,18.3,18.773,17.727,18.03,18.334,17.558,16.934
08-29-2025-Fri 12-08-33-PM,18.013,18.267,18.739,17.693,17.996,18.3,17.524,16.9
08-29-2025-Fri 12-08-36-PM,17.946,18.233,18.717,17.693,17.963,18.289,17.502,16.9
08-29-2025-Fri 12-08-38-PM,17.912,18.21,18.728,17.704,17.929,18.278,17.535,16.9
08-29-2025-Fri 12-08-40-PM,17.912,18.165,18.728,17.693,17.918,18.244,17.535,16.849
08-29-2025-Fri 12-08-43-PM,17.912,18.143,18.683,17.648,17.895,18.21,17.491,16.832
08-29-2025-Fri 12-08-45-PM,17.844,18.086,18.649,17.603,17.85,18.21,17.468,16.815
08-29-2025-Fri 12-08-48-PM,17.794,18.086,18.626,17.547,17.805,18.188,17.423,16.748
08-29-2025-Fri 12-08-50-PM,17.794,18.064,18.582,17.491,17.805,18.165,17.378,16.698
08-29-2025-Fri 12-08-52-PM,17.727,18.019,18.581,17.468,17.738,18.143,17.367,16.664
08-29-2025-Fri 12-08-55-PM,17.71,17.974,18.525,17.446,17.715,18.086,17.333,16.647
08-29-2025-Fri 12-08-57-PM,17.693,18.008,18.548,17.412,17.704,18.109,17.299,16.596
08-29-2025-Fri 12-09-00-PM,17.608,17.895,18.469,17.389,17.625,18.019,17.288,16.579
08-29-2025-Fri 12-09-02-PM,17.591,17.895,18.469,17.367,17.602,18.008,17.255,16.546
08-29-2025-Fri 12-09-05-PM,17.575,17.85,18.401,17.31,17.58,17.951,17.209,16.495
08-29-2025-Fri 12-09-07-PM,17.507,17.817,18.401,17.288,17.524,17.952,17.187,16.478
08-29-2025-Fri 12-09-09-PM,17.456,17.771,18.379,17.243,17.468,17.918,17.142,16.428
08-29-2025-Fri 12-09-12-PM,17.423,17.727,18.323,17.232,17.445,17.862,17.119,16.411
08-29-2025-Fri 12-09-14-PM,17.355,17.681,18.312,17.176,17.377,17.85,17.097,16.36
08-29-2025-Fri 12-09-17-PM,17.287,17.636,18.3,17.153,17.321,17.828,17.063,16.326
08-29-2025-Fri 12-09-19-PM,17.288,17.636,18.255,17.097,17.31,17.794,16.995,16.276
08-29-2025-Fri 12-09-22-PM,17.237,17.58,18.221,17.075,17.265,17.749,16.984,16.242
08-29-2025-Fri 12-09-24-PM,17.169,17.535,18.188,17.029,17.209,17.726,16.94,16.208
08-29-2025-Fri 12-09-27-PM,17.119,17.479,18.176,17.007,17.152,17.693,16.928,16.175
08-29-2025-Fri 12-09-31-PM,17.102,17.434,18.12,16.962,17.13,17.637,16.883,16.124
08-29-2025-Fri 12-09-34-PM,17.051,17.4,18.064,16.917,17.074,17.58,16.838,16.09
08-29-2025-Fri 12-09-36-PM,16.984,17.377,18.053,16.883,17.029,17.58,16.804,16.056
08-29-2025-Fri 12-09-39-PM,16.933,17.288,17.996,16.85,16.973,17.513,16.771,16.023
08-29-2025-Fri 12-09-41-PM,16.933,17.31,17.996,16.804,16.961,17.512,16.737,15.972
08-29-2025-Fri 12-09-43-PM,16.866,17.254,17.962,16.793,16.916,17.478,16.703,15.955
08-29-2025-Fri 12-09-46-PM,16.815,17.209,17.918,16.759,16.872,17.434,16.669,15.922
08-29-2025-Fri 12-09-51-PM,16.832,17.209,17.873,16.715,16.883,17.4,16.636,15.871
08-29-2025-Fri 12-09-53-PM,16.714,17.13,17.839,16.658,16.77,17.355,16.579,15.82
08-29-2025-Fri 12-09-56-PM,16.68,17.119,17.839,16.624,16.736,17.355,16.557,15.787
08-29-2025-Fri 12-09-58-PM,16.68,17.108,17.805,16.602,16.725,17.31,16.523,15.753
08-29-2025-Fri 12-10-00-PM,16.663,17.097,17.782,16.557,16.714,17.299,16.489,15.703
08-29-2025-Fri 12-10-03-PM,16.596,17.006,17.726,16.535,16.646,17.231,16.467,15.685
08-29-2025-Fri 12-10-05-PM,16.579,17.018,17.704,16.523,16.635,17.22,16.444,15.685
08-29-2025-Fri 12-10-07-PM,16.545,16.961,17.67,16.478,16.59,17.175,16.411,15.635
08-29-2025-Fri 12-10-10-PM,16.512,16.928,17.659,16.456,16.557,17.152,16.399,15.601
08-29-2025-Fri 12-10-12-PM,16.478,16.928,17.659,16.433,16.523,17.153,16.366,15.584
08-29-2025-Fri 12-10-15-PM,16.444,16.894,17.636,16.411,16.489,17.119,16.343,15.551
08-29-2025-Fri 12-10-18-PM,16.376,16.815,17.569,16.4,16.433,17.051,16.321,15.551
08-29-2025-Fri 12-10-20-PM,16.326,16.793,17.535,16.366,16.399,17.029,16.287,15.516
08-29-2025-Fri 12-10-23-PM,16.292,16.759,17.512,16.332,16.354,16.995,16.253,15.483
08-29-2025-Fri 12-10-25-PM,16.292,16.748,17.49,16.321,16.354,16.972,16.253,15.466
08-29-2025-Fri 12-10-27-PM,16.258,16.736,17.501,16.298,16.32,16.984,16.231,15.449
08-29-2025-Fri 12-10-30-PM,16.191,16.68,17.456,16.253,16.264,16.928,16.186,15.382
08-29-2025-Fri 12-10-32-PM,16.174,16.646,17.445,16.253,16.241,16.905,16.186,15.382
08-29-2025-Fri 12-10-35-PM,16.157,16.624,17.389,16.197,16.23,16.871,16.141,15.331
08-29-2025-Fri 12-10-37-PM,16.124,16.613,17.4,16.186,16.185,16.86,16.118,15.314
08-29-2025-Fri 12-10-40-PM,16.056,16.557,17.366,16.141,16.14,16.838,16.085,15.264
08-29-2025-Fri 12-10-42-PM,16.039,16.534,17.344,16.141,16.118,16.804,16.085,15.264
08-29-2025-Fri 12-10-45-PM,16.039,16.534,17.321,16.107,16.107,16.781,16.051,15.23
08-29-2025-Fri 12-10-47-PM,15.972,16.467,17.288,16.084,16.05,16.737,16.028,15.196
08-29-2025-Fri 12-10-50-PM,15.972,16.432,17.254,16.062,16.039,16.703,16.006,15.179
08-29-2025-Fri 12-10-52-PM,15.87,16.399,17.254,16.039,15.96,16.703,15.983,15.162
08-29-2025-Fri 12-10-55-PM,15.887,16.388,17.22,16.017,15.96,16.658,15.961,15.129
08-29-2025-Fri 12-10-57-PM,15.803,16.343,17.198,15.972,15.893,16.635,15.927,15.078
08-29-2025-Fri 12-10-59-PM,15.769,16.286,17.153,15.972,15.87,16.601,15.916,15.095
08-29-2025-Fri 12-11-02-PM,15.786,16.309,17.153,15.938,15.859,16.59,15.882,15.061
08-29-2025-Fri 12-11-04-PM,15.719,16.241,17.141,15.927,15.803,16.567,15.882,15.045
08-29-2025-Fri 12-11-06-PM,15.718,16.23,17.108,15.927,15.803,16.534,15.871,15.045
08-29-2025-Fri 12-11-09-PM,15.668,16.208,17.096,15.871,15.758,16.523,15.815,14.977
08-29-2025-Fri 12-11-11-PM,15.685,16.196,17.074,15.871,15.758,16.489,15.826,14.977
08-29-2025-Fri 12-11-14-PM,15.567,16.107,17.018,15.849,15.668,16.433,15.792,14.96
08-29-2025-Fri 12-11-16-PM,15.516,16.084,17.018,15.815,15.623,16.433,15.77,14.927
08-29-2025-Fri 12-11-18-PM,15.533,16.107,17.006,15.792,15.646,16.444,15.748,14.91
08-29-2025-Fri 12-11-21-PM,15.55,16.084,16.984,15.781,15.634,16.399,15.736,14.893
08-29-2025-Fri 12-11-23-PM,15.483,16.061,16.984,15.724,15.578,16.399,15.68,14.825
08-29-2025-Fri 12-11-25-PM,15.482,16.028,16.95,15.758,15.567,16.354,15.713,14.876
08-29-2025-Fri 12-11-28-PM,15.415,16.028,16.95,15.714,15.533,16.376,15.669,14.825
08-29-2025-Fri 12-11-30-PM,15.415,15.994,16.939,15.725,15.511,16.332,15.691,14.825
08-29-2025-Fri 12-11-33-PM,15.398,15.972,16.883,15.669,15.499,16.298,15.624,14.775
08-29-2025-Fri 12-11-35-PM,15.364,15.949,16.883,15.658,15.466,16.286,15.624,14.758
08-29-2025-Fri 12-11-37-PM,15.364,15.938,16.86,15.635,15.454,16.264,15.59,14.741
08-29-2025-Fri 12-11-40-PM,15.28,15.859,16.826,15.601,15.387,16.219,15.556,14.69
08-29-2025-Fri 12-11-42-PM,15.297,15.882,16.815,15.545,15.409,16.23,15.522,14.623
08-29-2025-Fri 12-11-44-PM,15.246,15.848,16.804,15.556,15.353,16.197,15.511,14.64
08-29-2025-Fri 12-11-48-PM,15.23,15.814,16.77,15.534,15.331,16.163,15.5,14.623
08-29-2025-Fri 12-11-51-PM,15.179,15.792,16.736,15.511,15.297,16.152,15.477,14.623
08-29-2025-Fri 12-11-53-PM,15.162,15.758,16.725,15.5,15.274,16.118,15.466,14.589
08-29-2025-Fri 12-11-56-PM,15.128,15.769,16.736,15.477,15.252,16.14,15.432,14.572
08-29-2025-Fri 12-12-00-PM,15.162,15.735,16.68,15.477,15.241,16.061,15.41,14.589
08-29-2025-Fri 12-12-03-PM,15.061,15.679,16.669,15.455,15.184,16.061,15.41,14.555
08-29-2025-Fri 12-12-05-PM,15.061,15.679,16.646,15.421,15.173,16.05,15.376,14.538
08-29-2025-Fri 12-12-08-PM,15.095,15.679,16.669,15.444,15.196,16.039,15.388,14.522
08-29-2025-Fri 12-12-10-PM,15.044,15.634,16.601,15.376,15.151,15.994,15.331,14.471
08-29-2025-Fri 12-12-12-PM,15.01,15.646,16.624,15.365,15.117,16.005,15.331,14.454
08-29-2025-Fri 12-12-15-PM,15.027,15.646,16.613,15.365,15.129,15.994,15.32,14.454
08-29-2025-Fri 12-12-17-PM,14.943,15.567,16.568,15.32,15.061,15.949,15.275,14.404
08-29-2025-Fri 12-12-19-PM,14.96,15.567,16.557,15.298,15.061,15.927,15.264,14.37
08-29-2025-Fri 12-12-22-PM,14.909,15.522,16.522,15.298,15.027,15.904,15.252,14.387
08-29-2025-Fri 12-12-24-PM,14.858,15.477,16.489,15.263,14.982,15.87,15.219,14.353
08-29-2025-Fri 12-12-26-PM,14.842,15.488,16.511,15.252,14.96,15.882,15.219,14.336
08-29-2025-Fri 12-12-29-PM,14.842,15.466,16.467,15.264,14.948,15.837,15.23,14.37
08-29-2025-Fri 12-12-31-PM,14.842,15.455,16.432,15.207,14.948,15.814,15.162,14.302
08-29-2025-Fri 12-12-34-PM,14.774,15.398,16.388,15.174,14.904,15.781,15.129,14.269
08-29-2025-Fri 12-12-36-PM,14.757,15.398,16.388,15.174,14.881,15.769,15.129,14.269
08-29-2025-Fri 12-12-38-PM,14.724,15.365,16.399,15.174,14.836,15.758,15.129,14.269
08-29-2025-Fri 12-12-41-PM,14.74,15.365,16.354,15.151,14.858,15.736,15.118,14.252
08-29-2025-Fri 12-12-43-PM,14.673,15.331,16.343,15.129,14.802,15.724,15.095,14.235
08-29-2025-Fri 12-12-45-PM,14.622,15.263,16.298,15.117,14.757,15.679,15.084,14.235
08-29-2025-Fri 12-12-48-PM,14.656,15.286,16.286,15.084,14.78,15.668,15.05,14.185
08-29-2025-Fri 12-12-50-PM,14.606,15.252,16.264,15.084,14.735,15.634,15.039,14.185
08-29-2025-Fri 12-12-52-PM,14.572,15.252,16.275,15.05,14.712,15.656,15.016,14.151
08-29-2025-Fri 12-12-55-PM,14.589,15.23,16.23,15.016,14.712,15.601,14.983,14.1
08-29-2025-Fri 12-12-59-PM,14.538,15.218,16.242,15.028,14.668,15.612,14.983,14.134
08-29-2025-Fri 12-13-03-PM,14.538,15.184,16.185,14.96,14.667,15.567,14.927,14.05
08-29-2025-Fri 12-13-06-PM,14.404,15.072,16.118,14.915,14.555,15.488,14.882,13.999
08-29-2025-Fri 12-13-08-PM,14.404,15.05,16.107,14.915,14.533,15.466,14.882,14.016
08-29-2025-Fri 12-13-11-PM,14.42,15.095,16.118,14.882,14.544,15.477,14.848,13.965
08-29-2025-Fri 12-13-13-PM,14.387,15.038,16.061,14.87,14.521,15.432,14.825,13.965
08-29-2025-Fri 12-13-16-PM,14.37,15.027,16.073,14.859,14.499,15.432,14.814,13.949
08-29-2025-Fri 12-13-18-PM,14.319,15.016,16.095,14.837,14.454,15.443,14.803,13.915
08-29-2025-Fri 12-13-20-PM,14.319,14.994,16.039,14.803,14.443,15.398,14.769,13.898
08-29-2025-Fri 12-13-23-PM,14.302,14.971,16.006,14.792,14.431,15.365,14.747,13.881
08-29-2025-Fri 12-13-25-PM,14.268,14.937,15.983,14.747,14.397,15.342,14.702,13.831
08-29-2025-Fri 12-13-27-PM,14.252,14.937,15.983,14.78,14.386,15.342,14.747,13.881
08-29-2025-Fri 12-13-30-PM,14.252,14.915,15.949,14.735,14.375,15.308,14.702,13.83
08-29-2025-Fri 12-13-32-PM,14.184,14.87,15.927,14.713,14.33,15.297,14.668,13.814
08-29-2025-Fri 12-13-35-PM,14.167,14.847,15.904,14.69,14.308,15.263,14.634,13.78
08-29-2025-Fri 12-13-37-PM,14.15,14.825,15.904,14.668,14.285,15.263,14.634,13.763
08-29-2025-Fri 12-13-39-PM,14.117,14.802,15.87,14.646,14.252,15.218,14.589,13.73
08-29-2025-Fri 12-13-42-PM,14.066,14.757,15.881,14.634,14.207,15.218,14.6,13.713
08-29-2025-Fri 12-13-45-PM,14.117,14.769,15.826,14.612,14.24,15.173,14.567,13.696
08-29-2025-Fri 12-13-47-PM,14.05,14.724,15.826,14.612,14.184,15.162,14.567,13.696
08-29-2025-Fri 12-13-49-PM,14.05,14.701,15.781,14.601,14.184,15.128,14.556,13.696
08-29-2025-Fri 12-13-52-PM,14.066,14.757,15.792,14.556,14.195,15.151,14.511,13.645
08-29-2025-Fri 12-13-54-PM,13.982,14.656,15.758,14.533,14.128,15.106,14.499,13.611
08-29-2025-Fri 12-13-56-PM,14.032,14.701,15.747,14.522,14.162,15.106,14.488,13.611
08-29-2025-Fri 12-13-59-PM,13.965,14.645,15.724,14.511,14.106,15.072,14.466,13.594
08-29-2025-Fri 12-14-01-PM,13.948,14.623,15.713,14.477,14.083,15.061,14.443,13.561
08-29-2025-Fri 12-14-04-PM,13.897,14.6,15.724,14.488,14.049,15.061,14.454,13.561
08-29-2025-Fri 12-14-07-PM,13.897,14.611,15.69,14.443,14.038,15.038,14.398,13.528
08-29-2025-Fri 12-14-10-PM,13.847,14.567,15.657,14.421,14.005,15.005,14.387,13.494
08-29-2025-Fri 12-14-12-PM,13.796,14.476,15.601,14.432,13.959,14.948,14.387,13.527
08-29-2025-Fri 12-14-15-PM,13.83,14.533,15.623,14.387,13.982,14.971,14.364,13.459
08-29-2025-Fri 12-14-17-PM,13.78,14.521,15.612,14.365,13.948,14.971,14.331,13.443
08-29-2025-Fri 12-14-19-PM,13.813,14.521,15.601,14.365,13.959,14.948,14.331,13.443
08-29-2025-Fri 12-14-22-PM,13.763,14.51,15.601,14.353,13.925,14.96,14.308,13.443
08-29-2025-Fri 12-14-24-PM,13.763,14.454,15.522,14.32,13.914,14.881,14.275,13.409
08-29-2025-Fri 12-14-26-PM,13.746,14.443,15.533,14.308,13.903,14.881,14.286,13.376
08-29-2025-Fri 12-14-29-PM,13.679,14.42,15.544,14.297,13.847,14.892,14.263,13.376
08-29-2025-Fri 12-14-31-PM,13.713,14.432,15.544,14.275,13.859,14.881,14.252,13.342
08-29-2025-Fri 12-14-34-PM,13.679,14.398,15.499,14.263,13.825,14.836,14.241,13.342
08-29-2025-Fri 12-14-36-PM,13.695,14.409,15.488,14.252,13.836,14.825,14.218,13.325
08-29-2025-Fri 12-14-38-PM,13.661,14.341,15.443,14.241,13.802,14.78,14.207,13.325
08-29-2025-Fri 12-14-41-PM,13.611,14.353,15.455,14.218,13.768,14.803,14.185,13.308
08-29-2025-Fri 12-14-43-PM,13.577,14.33,15.443,14.207,13.746,14.791,14.174,13.291
08-29-2025-Fri 12-14-45-PM,13.611,14.319,15.421,14.196,13.746,14.746,14.162,13.274
08-29-2025-Fri 12-14-48-PM,13.577,14.297,15.409,14.162,13.723,14.735,14.128,13.224
08-29-2025-Fri 12-14-50-PM,13.577,14.274,15.387,14.151,13.712,14.712,14.129,13.224
08-29-2025-Fri 12-14-53-PM,13.527,14.24,15.353,14.14,13.678,14.679,14.106,13.207
08-29-2025-Fri 12-14-55-PM,13.527,14.263,15.376,14.173,13.678,14.712,14.151,13.274
08-29-2025-Fri 12-14-58-PM,13.493,14.207,15.32,14.14,13.645,14.656,14.117,13.24
08-29-2025-Fri 12-15-00-PM,13.526,14.229,15.342,14.14,13.656,14.656,14.106,13.224
08-29-2025-Fri 12-15-02-PM,13.476,14.207,15.308,14.14,13.622,14.633,14.095,13.24
08-29-2025-Fri 12-15-05-PM,13.476,14.218,15.308,14.117,13.622,14.645,14.083,13.224
08-29-2025-Fri 12-15-07-PM,13.375,14.105,15.263,14.106,13.543,14.589,14.072,13.207
