Cell 1 Timestamp,45pct Cell 1 Current,45pct Cell 1 Voltage,45pct Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,45pct Cell 2 Current,45pct Cell 2 Voltage,45pct Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,45pct Cell 3 Current,45pct Cell 3 Voltage,45pct Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,45pct Cell 4 Current,45pct Cell 4 Voltage,45pct Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,40pct Cell 5 Current,40pct Cell 5 Voltage,40pct Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,40pct Cell 6 Current,40pct Cell 6 Voltage,40pct Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,40pct Cell 7 Current,40pct Cell 7 Voltage,40pct Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,40pct Cell 8 Current,40pct Cell 8 Voltage,40pct Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,35pct Cell 9 Current,35pct Cell 9 Voltage,35pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,35pct Cell 10 Current,35pct Cell 10 Voltage,35pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,35pct Cell 11 Current,35pct Cell 11 Voltage,35pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,35pct Cell 12 Current,35pct Cell 12 Voltage,35pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,30pct Cell 13 Current,30pct Cell 13 Voltage,30pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,30pct Cell 14 Current,30pct Cell 14 Voltage,30pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,30pct Cell 15 Current,30pct Cell 15 Voltage,30pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,30pct Cell 16 Current,30pct Cell 16 Voltage,30pct Cell 16 Temp,Cell 16 Resistance
09-27-2025-Sat 13-28-40-PM,0.2,5.964,-64.26,37.275,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-40-PM,0.4,5.972,-61.2036,18.6625,09-27-2025-Sat 13-28-40-PM,0.4,5.972,-62.706,18.6625,09-27-2025-Sat 13-28-40-PM,0.5,5.976,-62.4868,14.94,09-27-2025-Sat 13-28-40-PM,0.4,5.964,-67.7115,18.6375,09-27-2025-Sat 13-28-40-PM,-0.1,5.968,-64.885,-74.6,09-27-2025-Sat 13-28-40-PM,0.0,5.972,-66.1353,inf,09-27-2025-Sat 13-28-40-PM,0.4,5.968,-64.064,18.65,09-27-2025-Sat 13-28-40-PM,0.2,5.96,-65.6425,37.25,09-27-2025-Sat 13-28-40-PM,0.3,5.976,-63.758,24.9,09-27-2025-Sat 13-28-40-PM,0.2,5.964,-64.4267,37.275,09-27-2025-Sat 13-28-40-PM,0.2,5.964,-63.457,37.275
09-27-2025-Sat 13-28-42-PM,0.5,5.964,-64.293,14.91,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-42-PM,0.4,5.972,-61.2365,18.6625,09-27-2025-Sat 13-28-42-PM,0.2,5.976,-62.728,37.35,09-27-2025-Sat 13-28-42-PM,0.2,5.972,-62.5196,37.325,09-27-2025-Sat 13-28-42-PM,0.3,5.96,-67.7444,24.8333,09-27-2025-Sat 13-28-42-PM,0.2,5.968,-64.918,37.3,09-27-2025-Sat 13-28-42-PM,0.0,5.968,-66.1682,inf,09-27-2025-Sat 13-28-42-PM,0.0,5.964,-64.086,inf,09-27-2025-Sat 13-28-42-PM,-0.1,5.96,-65.6425,-74.5,09-27-2025-Sat 13-28-42-PM,0.1,5.972,-63.769,74.65,09-27-2025-Sat 13-28-42-PM,0.1,5.96,-64.4267,74.5,09-27-2025-Sat 13-28-42-PM,0.0,5.964,-63.473,inf
09-27-2025-Sat 13-28-44-PM,0.5,5.964,-64.293,14.91,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-44-PM,0.2,5.972,-61.3024,37.325,09-27-2025-Sat 13-28-44-PM,0.4,5.968,-62.761,18.65,09-27-2025-Sat 13-28-44-PM,0.3,5.972,-62.5526,24.8833,09-27-2025-Sat 13-28-44-PM,0.4,5.964,-67.7444,18.6375,09-27-2025-Sat 13-28-44-PM,0.1,5.968,-64.918,74.6,09-27-2025-Sat 13-28-44-PM,0.1,5.972,-66.1682,74.65,09-27-2025-Sat 13-28-44-PM,0.3,5.968,-64.13,24.8667,09-27-2025-Sat 13-28-44-PM,0.0,5.96,-65.6754,inf,09-27-2025-Sat 13-28-44-PM,0.1,5.976,-63.802,74.7,09-27-2025-Sat 13-28-44-PM,0.3,5.96,-64.4267,24.8333,09-27-2025-Sat 13-28-44-PM,0.2,5.964,-63.49,37.275
09-27-2025-Sat 13-28-47-PM,0.3,5.964,-64.309,24.85,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-47-PM,0.3,5.968,-61.3352,24.8667,09-27-2025-Sat 13-28-47-PM,0.3,5.972,-62.793,24.8833,09-27-2025-Sat 13-28-47-PM,0.4,5.972,-62.5854,18.6625,09-27-2025-Sat 13-28-47-PM,0.3,5.96,-67.7444,24.8333,09-27-2025-Sat 13-28-47-PM,0.1,5.964,-64.951,74.55,09-27-2025-Sat 13-28-47-PM,0.1,5.972,-66.2339,74.65,09-27-2025-Sat 13-28-47-PM,0.1,5.968,-64.152,74.6,09-27-2025-Sat 13-28-47-PM,0.1,5.96,-65.6754,74.5,09-27-2025-Sat 13-28-47-PM,0.4,5.972,-63.823,18.6625,09-27-2025-Sat 13-28-47-PM,0.2,5.96,-64.4596,37.25,09-27-2025-Sat 13-28-47-PM,0.0,5.964,-63.522,inf
09-27-2025-Sat 13-28-49-PM,0.3,5.968,-64.408,24.8667,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-49-PM,0.4,5.976,-61.3352,18.675,09-27-2025-Sat 13-28-49-PM,0.1,5.972,-62.826,74.65,09-27-2025-Sat 13-28-49-PM,0.5,5.972,-62.6183,14.93,09-27-2025-Sat 13-28-49-PM,0.2,5.964,-67.81,37.275,09-27-2025-Sat 13-28-49-PM,0.0,5.972,-65.017,inf,09-27-2025-Sat 13-28-49-PM,0.0,5.972,-66.2339,inf,09-27-2025-Sat 13-28-49-PM,0.1,5.964,-64.173,74.55,09-27-2025-Sat 13-28-49-PM,0.0,5.96,-65.7411,inf,09-27-2025-Sat 13-28-49-PM,0.0,5.976,-63.867,inf,09-27-2025-Sat 13-28-49-PM,0.1,5.964,-64.5253,74.55,09-27-2025-Sat 13-28-49-PM,0.2,5.968,-63.572,37.3
09-27-2025-Sat 13-28-51-PM,0.3,5.968,-64.392,24.8667,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-51-PM,0.2,5.972,-61.3681,37.325,09-27-2025-Sat 13-28-51-PM,0.2,5.972,-62.848,37.325,09-27-2025-Sat 13-28-51-PM,0.1,5.972,-62.6512,74.65,09-27-2025-Sat 13-28-51-PM,0.3,5.964,-67.81,24.85,09-27-2025-Sat 13-28-51-PM,0.1,5.972,-65.006,74.65,09-27-2025-Sat 13-28-51-PM,0.0,5.968,-66.2339,inf,09-27-2025-Sat 13-28-51-PM,-0.2,5.964,-64.163,-37.275,09-27-2025-Sat 13-28-51-PM,0.0,5.96,-65.7411,inf,09-27-2025-Sat 13-28-51-PM,0.2,5.972,-63.878,37.325,09-27-2025-Sat 13-28-51-PM,0.3,5.96,-64.5253,24.8333,09-27-2025-Sat 13-28-51-PM,0.2,5.968,-63.588,37.3
09-27-2025-Sat 13-28-54-PM,0.4,5.964,-64.392,18.6375,,,,,,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-54-PM,0.3,5.972,-61.4011,24.8833,09-27-2025-Sat 13-28-54-PM,0.0,5.976,-62.881,inf,09-27-2025-Sat 13-28-54-PM,0.2,5.972,-62.684,37.325,09-27-2025-Sat 13-28-54-PM,0.3,5.96,-67.81,24.8333,09-27-2025-Sat 13-28-54-PM,0.2,5.968,-65.017,37.3,09-27-2025-Sat 13-28-54-PM,0.0,5.968,-66.2668,inf,09-27-2025-Sat 13-28-54-PM,0.4,5.968,-64.217,18.65,09-27-2025-Sat 13-28-54-PM,0.1,5.96,-65.7411,74.5,09-27-2025-Sat 13-28-54-PM,0.2,5.976,-63.9,37.35,09-27-2025-Sat 13-28-54-PM,0.0,5.964,-64.5582,inf,09-27-2025-Sat 13-28-54-PM,0.2,5.968,-63.621,37.3
09-27-2025-Sat 13-28-56-PM,0.1,5.964,-64.424,74.55,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-56-PM,0.0,5.972,-62.606,inf,09-27-2025-Sat 13-28-56-PM,0.3,5.972,-61.434,24.8833,09-27-2025-Sat 13-28-56-PM,0.0,5.972,-62.914,inf,09-27-2025-Sat 13-28-56-PM,0.4,5.972,-62.717,18.6625,09-27-2025-Sat 13-28-56-PM,-0.1,5.96,-67.81,-74.5,09-27-2025-Sat 13-28-56-PM,0.1,5.968,-65.049,74.6,09-27-2025-Sat 13-28-56-PM,-0.3,5.968,-66.2994,-24.8667,09-27-2025-Sat 13-28-56-PM,0.3,5.968,-64.228,24.8667,09-27-2025-Sat 13-28-56-PM,0.2,5.96,-65.774,37.25,09-27-2025-Sat 13-28-56-PM,0.2,5.972,-63.933,37.325,09-27-2025-Sat 13-28-56-PM,0.1,5.96,-64.5911,74.5,09-27-2025-Sat 13-28-56-PM,0.6,5.964,-63.654,12.425
09-27-2025-Sat 13-28-58-PM,0.3,5.964,-64.457,24.85,,,,,,,,,,,,,,,,09-27-2025-Sat 13-28-58-PM,0.3,5.972,-62.628,24.8833,09-27-2025-Sat 13-28-58-PM,0.5,5.972,-61.4669,14.93,09-27-2025-Sat 13-28-58-PM,0.0,5.972,-62.936,inf,09-27-2025-Sat 13-28-58-PM,0.3,5.972,-62.7499,24.8833,09-27-2025-Sat 13-28-58-PM,0.1,5.96,-67.8428,74.5,09-27-2025-Sat 13-28-58-PM,0.3,5.964,-65.082,24.85,09-27-2025-Sat 13-28-58-PM,0.1,5.972,-66.3324,74.65,09-27-2025-Sat 13-28-58-PM,0.1,5.968,-64.25,74.6,09-27-2025-Sat 13-28-58-PM,-0.1,5.956,-65.8068,-74.45,09-27-2025-Sat 13-28-58-PM,0.2,5.972,-63.955,37.325,09-27-2025-Sat 13-28-58-PM,0.1,5.96,-64.5911,74.5,09-27-2025-Sat 13-28-58-PM,0.3,5.964,-63.67,24.85
09-27-2025-Sat 13-29-01-PM,0.5,5.96,-64.49,14.9,,,,,,,,,,,,,,,,09-27-2025-Sat 13-29-01-PM,0.2,5.972,-62.661,37.325,09-27-2025-Sat 13-29-01-PM,0.2,5.968,-61.4998,37.3,09-27-2025-Sat 13-29-01-PM,-0.3,5.972,-62.969,-24.8833,09-27-2025-Sat 13-29-01-PM,0.3,5.968,-62.7828,24.8667,09-27-2025-Sat 13-29-01-PM,0.1,5.964,-67.8757,74.55,09-27-2025-Sat 13-29-01-PM,0.3,5.968,-65.104,24.8667,09-27-2025-Sat 13-29-01-PM,0.5,5.972,-66.3324,14.93,09-27-2025-Sat 13-29-01-PM,0.1,5.968,-64.272,74.6,09-27-2025-Sat 13-29-01-PM,0.0,5.96,-65.8068,inf,09-27-2025-Sat 13-29-01-PM,0.2,5.976,-63.977,37.35,09-27-2025-Sat 13-29-01-PM,-0.1,5.964,-64.6239,-74.55,09-27-2025-Sat 13-29-01-PM,0.3,5.964,-63.703,24.85
09-27-2025-Sat 13-29-03-PM,0.2,5.964,-64.49,37.275,,,,,,,,,,,,,,,,09-27-2025-Sat 13-29-03-PM,0.4,5.972,-62.705,18.6625,09-27-2025-Sat 13-29-03-PM,0.2,5.972,-61.5326,37.325,09-27-2025-Sat 13-29-03-PM,0.2,5.976,-63.002,37.35,09-27-2025-Sat 13-29-03-PM,0.4,5.972,-62.8157,18.6625,09-27-2025-Sat 13-29-03-PM,0.4,5.964,-67.8757,18.6375,09-27-2025-Sat 13-29-03-PM,0.1,5.968,-65.115,74.6,09-27-2025-Sat 13-29-03-PM,-0.1,5.972,-66.3652,-74.65,09-27-2025-Sat 13-29-03-PM,0.2,5.968,-64.316,37.3,09-27-2025-Sat 13-29-03-PM,-0.1,5.964,-65.8726,-74.55,09-27-2025-Sat 13-29-03-PM,0.1,5.972,-64.021,74.65,09-27-2025-Sat 13-29-03-PM,0.2,5.96,-64.6567,37.25,09-27-2025-Sat 13-29-03-PM,0.2,5.968,-63.736,37.3
09-27-2025-Sat 13-29-06-PM,0.1,5.964,-64.556,74.55,,,,,,,,,,,,,,,,09-27-2025-Sat 13-29-06-PM,0.5,5.976,-62.738,14.94,09-27-2025-Sat 13-29-06-PM,0.1,5.972,-61.5656,74.65,09-27-2025-Sat 13-29-06-PM,0.2,5.972,-63.035,37.325,09-27-2025-Sat 13-29-06-PM,0.2,5.972,-62.8485,37.325,09-27-2025-Sat 13-29-06-PM,0.3,5.96,-67.9413,24.8333,09-27-2025-Sat 13-29-06-PM,-0.1,5.968,-65.17,-74.6,09-27-2025-Sat 13-29-06-PM,0.2,5.968,-66.3981,37.3,09-27-2025-Sat 13-29-06-PM,0.1,5.964,-64.349,74.55,09-27-2025-Sat 13-29-06-PM,-0.3,5.96,-65.8726,-24.8333,09-27-2025-Sat 13-29-06-PM,0.1,5.972,-64.043,74.65,09-27-2025-Sat 13-29-06-PM,0.0,5.96,-64.6896,inf,09-27-2025-Sat 13-29-06-PM,0.3,5.964,-63.769,24.85
09-27-2025-Sat 13-29-08-PM,0.5,5.964,-64.589,14.91,,,,,,,,,,,,,,,,09-27-2025-Sat 13-29-08-PM,0.4,5.972,-62.76,18.6625,09-27-2025-Sat 13-29-08-PM,0.3,5.972,-61.5985,24.8833,09-27-2025-Sat 13-29-08-PM,0.1,5.968,-63.067,74.6,09-27-2025-Sat 13-29-08-PM,0.3,5.972,-62.8815,24.8833,09-27-2025-Sat 13-29-08-PM,0.2,5.964,-67.9742,37.275,09-27-2025-Sat 13-29-08-PM,0.1,5.968,-65.214,74.6,09-27-2025-Sat 13-29-08-PM,0.0,5.972,-66.4637,inf,09-27-2025-Sat 13-29-08-PM,0.2,5.968,-64.382,37.3,09-27-2025-Sat 13-29-08-PM,-0.1,5.956,-65.9054,-74.45,09-27-2025-Sat 13-29-08-PM,0.3,5.972,-64.075,24.8833,09-27-2025-Sat 13-29-08-PM,0.2,5.96,-64.7225,37.25,09-27-2025-Sat 13-29-08-PM,0.1,5.964,-63.802,74.55
09-27-2025-Sat 13-29-10-PM,0.4,5.964,-64.655,18.6375,,,,,,,,,,,,,,,,09-27-2025-Sat 13-29-10-PM,0.3,5.972,-62.826,24.8833,09-27-2025-Sat 13-29-10-PM,0.3,5.972,-61.6314,24.8833,09-27-2025-Sat 13-29-10-PM,0.2,5.972,-63.111,37.325,09-27-2025-Sat 13-29-10-PM,0.1,5.972,-62.9144,74.65,09-27-2025-Sat 13-29-10-PM,0.4,5.96,-68.0726,18.625,09-27-2025-Sat 13-29-10-PM,0.0,5.972,-65.29,inf,09-27-2025-Sat 13-29-10-PM,0.5,5.972,-66.5623,14.93,09-27-2025-Sat 13-29-10-PM,0.0,5.968,-64.469,inf,09-27-2025-Sat 13-29-10-PM,0.0,5.96,-65.971,inf,09-27-2025-Sat 13-29-10-PM,0.2,5.972,-64.13,37.325,09-27-2025-Sat 13-29-10-PM,0.3,5.96,-64.7882,24.8333,09-27-2025-Sat 13-29-10-PM,0.1,5.964,-63.851,74.55
09-27-2025-Sat 13-29-13-PM,0.2,5.964,-64.72,37.275,,,,,,,,,,,09-27-2025-Sat 13-29-13-PM,0.0,5.976,-60.9075,inf,09-27-2025-Sat 13-29-13-PM,0.2,5.972,-62.87,37.325,09-27-2025-Sat 13-29-13-PM,0.3,5.972,-61.6643,24.8833,09-27-2025-Sat 13-29-13-PM,-0.1,5.972,-63.166,-74.65,09-27-2025-Sat 13-29-13-PM,0.3,5.972,-62.9801,24.8833,09-27-2025-Sat 13-29-13-PM,0.3,5.964,-68.1382,24.85,09-27-2025-Sat 13-29-13-PM,0.1,5.968,-65.378,74.6,09-27-2025-Sat 13-29-13-PM,-0.1,5.968,-66.6937,-74.6,09-27-2025-Sat 13-29-13-PM,0.1,5.964,-64.546,74.55,09-27-2025-Sat 13-29-13-PM,-0.1,5.96,-66.0368,-74.5,09-27-2025-Sat 13-29-13-PM,0.3,5.972,-64.185,24.8833,09-27-2025-Sat 13-29-13-PM,0.0,5.96,-64.854,inf,09-27-2025-Sat 13-29-13-PM,0.2,5.964,-63.917,37.275
