Cell 9 Timestamp,15pct Cell 9 Current,15pct Cell 9 Voltage,15pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,15pct Cell 10 Current,15pct Cell 10 Voltage,15pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,15pct Cell 11 Current,15pct Cell 11 Voltage,15pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,15pct Cell 12 Current,15pct Cell 12 Voltage,15pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,10pct Cell 13 Current,10pct Cell 13 Voltage,10pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,10pct Cell 14 Current,10pct Cell 14 Voltage,10pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,10pct Cell 15 Current,10pct Cell 15 Voltage,10pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,10pct Cell 16 Current,10pct Cell 16 Voltage,10pct Cell 16 Temp,Cell 16 Resistance
09-12-2025-Fri 12-25-06-PM,0.5,5.948,-52.9638,14.87,09-12-2025-Fri 12-25-06-PM,0.4,5.956,-51.423,18.6125,09-12-2025-Fri 12-25-06-PM,0.5,5.956,-51.379,14.89,09-12-2025-Fri 12-25-06-PM,0.1,5.956,-50.245,74.45,09-12-2025-Fri 12-25-06-PM,0.2,5.948,-50.7184,37.175,09-12-2025-Fri 12-25-06-PM,0.2,5.964,-50.146,37.275,09-12-2025-Fri 12-25-06-PM,0.2,5.948,-50.6192,37.175,09-12-2025-Fri 12-25-06-PM,0.2,5.952,-50.47,37.2
09-12-2025-Fri 12-25-08-PM,0.2,5.948,-52.9638,37.175,09-12-2025-Fri 12-25-08-PM,0.4,5.956,-51.423,18.6125,09-12-2025-Fri 12-25-08-PM,0.2,5.96,-51.412,37.25,09-12-2025-Fri 12-25-08-PM,0.2,5.956,-50.267,37.225,09-12-2025-Fri 12-25-08-PM,0.1,5.948,-50.7514,74.35,09-12-2025-Fri 12-25-08-PM,0.2,5.96,-50.168,37.25,09-12-2025-Fri 12-25-08-PM,0.2,5.948,-50.6522,37.175,09-12-2025-Fri 12-25-08-PM,0.1,5.952,-50.504,74.4
09-12-2025-Fri 12-25-10-PM,0.5,5.948,-52.9968,14.87,09-12-2025-Fri 12-25-10-PM,0.4,5.956,-51.412,18.6125,09-12-2025-Fri 12-25-10-PM,0.3,5.956,-51.412,24.8167,09-12-2025-Fri 12-25-10-PM,0.1,5.956,-50.245,74.45,09-12-2025-Fri 12-25-10-PM,0.1,5.948,-50.7184,74.35,09-12-2025-Fri 12-25-10-PM,0.2,5.96,-50.168,37.25,09-12-2025-Fri 12-25-10-PM,0.3,5.948,-50.6522,24.7833,09-12-2025-Fri 12-25-10-PM,0.1,5.956,-50.504,74.45
09-12-2025-Fri 12-27-50-PM,0.5,5.956,-53.492,14.89,09-12-2025-Fri 12-27-50-PM,0.1,5.96,-52.094,74.5,09-12-2025-Fri 12-27-50-PM,0.2,5.964,-52.0725,37.275,09-12-2025-Fri 12-27-50-PM,0.4,5.96,-51.037,18.625,09-12-2025-Fri 12-27-50-PM,-0.1,5.952,-51.445,-74.4,09-12-2025-Fri 12-27-50-PM,0.1,5.968,-50.928,74.6,09-12-2025-Fri 12-27-50-PM,0.1,5.952,-51.379,74.4,09-12-2025-Fri 12-27-50-PM,0.2,5.96,-51.263,37.25
09-12-2025-Fri 12-29-43-PM,0.3,5.924,-53.6569,24.6833,09-12-2025-Fri 12-29-43-PM,0.3,5.932,-52.413,24.7167,09-12-2025-Fri 12-29-43-PM,0.6,5.936,-52.3696,12.3667,09-12-2025-Fri 12-29-43-PM,0,5.932,-51.401,inf,09-12-2025-Fri 12-29-43-PM,0,5.928,-51.8082,inf,09-12-2025-Fri 12-29-43-PM,0.2,5.936,-51.335,37.1,09-12-2025-Fri 12-29-43-PM,0.3,5.924,-51.7753,24.6833,09-12-2025-Fri 12-29-43-PM,0.5,5.932,-51.676,14.83
09-12-2025-Fri 12-29-45-PM,0.3,5.924,-53.6569,24.6833,09-12-2025-Fri 12-29-45-PM,0,5.936,-52.369,inf,09-12-2025-Fri 12-29-45-PM,0.2,5.928,-52.4027,37.05,09-12-2025-Fri 12-29-45-PM,0.2,5.932,-51.423,37.075,09-12-2025-Fri 12-29-45-PM,0.2,5.924,-51.8414,37.025,09-12-2025-Fri 12-29-45-PM,-0.1,5.94,-51.357,-74.25,09-12-2025-Fri 12-29-45-PM,0.3,5.924,-51.7753,24.6833,09-12-2025-Fri 12-29-45-PM,0.3,5.932,-51.676,24.7167
09-12-2025-Fri 12-29-47-PM,0.5,5.928,-53.6569,14.82,09-12-2025-Fri 12-29-47-PM,0.3,5.936,-52.446,24.7333,09-12-2025-Fri 12-29-47-PM,0.2,5.936,-52.4357,37.1,09-12-2025-Fri 12-29-47-PM,0.2,5.932,-51.423,37.075,09-12-2025-Fri 12-29-47-PM,0.2,5.928,-51.8082,37.05,09-12-2025-Fri 12-29-47-PM,0.2,5.94,-51.368,37.125,09-12-2025-Fri 12-29-47-PM,-0.1,5.928,-51.8082,-74.1,09-12-2025-Fri 12-29-47-PM,0.3,5.932,-51.693,24.7167
09-12-2025-Fri 12-29-50-PM,0.5,5.928,-53.7229,14.82,09-12-2025-Fri 12-29-50-PM,0.4,5.936,-52.479,18.55,09-12-2025-Fri 12-29-50-PM,0.2,5.94,-52.5347,37.125,09-12-2025-Fri 12-29-50-PM,0.2,5.936,-51.478,37.1,09-12-2025-Fri 12-29-50-PM,0.1,5.928,-51.8414,74.1,09-12-2025-Fri 12-29-50-PM,0.3,5.94,-51.368,24.75,09-12-2025-Fri 12-29-50-PM,0.3,5.928,-51.7753,24.7,09-12-2025-Fri 12-29-50-PM,0.1,5.932,-51.693,74.15
09-12-2025-Fri 12-29-52-PM,0,5.932,-53.888,inf,09-12-2025-Fri 12-29-52-PM,0.2,5.94,-52.557,37.125,09-12-2025-Fri 12-29-52-PM,0.5,5.94,-52.5678,14.85,09-12-2025-Fri 12-29-52-PM,0.3,5.936,-51.522,24.7333,09-12-2025-Fri 12-29-52-PM,0.1,5.928,-51.8744,74.1,09-12-2025-Fri 12-29-52-PM,0.1,5.94,-51.39,74.25,09-12-2025-Fri 12-29-52-PM,0.3,5.928,-51.8082,24.7,09-12-2025-Fri 12-29-52-PM,0.2,5.932,-51.709,37.075
09-12-2025-Fri 12-30-04-PM,0.6,5.94,-54.8447,12.375,09-12-2025-Fri 12-30-04-PM,0.1,5.948,-53.03,74.35,09-12-2025-Fri 12-30-04-PM,0.1,5.948,-52.8649,74.35,09-12-2025-Fri 12-30-04-PM,0,5.948,-51.753,inf,09-12-2025-Fri 12-30-04-PM,0.4,5.94,-52.1385,18.5625,09-12-2025-Fri 12-30-04-PM,0.2,5.952,-51.632,37.2,09-12-2025-Fri 12-30-04-PM,0.2,5.94,-52.1055,37.125,09-12-2025-Fri 12-30-04-PM,0.1,5.944,-51.957,74.3
09-12-2025-Fri 12-30-06-PM,0.4,5.94,-54.9766,18.5625,09-12-2025-Fri 12-30-06-PM,0.2,5.948,-53.107,37.175,09-12-2025-Fri 12-30-06-PM,0.2,5.948,-52.8979,37.175,09-12-2025-Fri 12-30-06-PM,0.4,5.952,-51.819,18.6,09-12-2025-Fri 12-30-06-PM,0.4,5.94,-52.1715,18.5625,09-12-2025-Fri 12-30-06-PM,0.2,5.956,-51.687,37.225,09-12-2025-Fri 12-30-06-PM,0.2,5.944,-52.2046,37.15,09-12-2025-Fri 12-30-06-PM,0,5.944,-52.023,inf
09-12-2025-Fri 12-30-09-PM,0.2,5.944,-55.1085,37.15,09-12-2025-Fri 12-30-09-PM,0.1,5.952,-53.161,74.4,09-12-2025-Fri 12-30-09-PM,0,5.952,-52.9308,inf,09-12-2025-Fri 12-30-09-PM,0.4,5.952,-51.819,18.6,09-12-2025-Fri 12-30-09-PM,0,5.944,-52.2375,inf,09-12-2025-Fri 12-30-09-PM,0.3,5.96,-51.709,24.8333,09-12-2025-Fri 12-30-09-PM,0.4,5.952,-52.2046,18.6,09-12-2025-Fri 12-30-09-PM,0.3,5.952,-52.04,24.8
09-12-2025-Fri 12-30-11-PM,0.4,5.952,-55.2076,18.6,09-12-2025-Fri 12-30-11-PM,0.3,5.956,-53.249,24.8167,09-12-2025-Fri 12-30-11-PM,0.4,5.96,-52.9968,18.625,09-12-2025-Fri 12-30-11-PM,0.5,5.956,-51.896,14.89,09-12-2025-Fri 12-30-11-PM,-0.1,5.948,-52.2706,-74.35,09-12-2025-Fri 12-30-11-PM,0.1,5.964,-51.764,74.55,09-12-2025-Fri 12-30-11-PM,0.1,5.948,-52.2706,74.35,09-12-2025-Fri 12-30-11-PM,0.3,5.956,-52.073,24.8167
09-12-2025-Fri 12-30-13-PM,0.3,5.952,-55.3724,24.8,09-12-2025-Fri 12-30-13-PM,0.2,5.96,-53.337,37.25,09-12-2025-Fri 12-30-13-PM,0.1,5.96,-53.0629,74.5,09-12-2025-Fri 12-30-13-PM,0,5.96,-51.962,inf,09-12-2025-Fri 12-30-13-PM,-0.2,5.952,-52.3366,-37.2,09-12-2025-Fri 12-30-13-PM,0.1,5.968,-51.808,74.6,09-12-2025-Fri 12-30-13-PM,0.1,5.952,-52.3366,74.4,09-12-2025-Fri 12-30-13-PM,0.2,5.96,-52.138,37.25
09-12-2025-Fri 12-30-39-PM,0.3,5.956,-56.8891,24.8167,09-12-2025-Fri 12-30-39-PM,0.3,5.964,-54.25,24.85,09-12-2025-Fri 12-30-39-PM,0.2,5.964,-53.6899,37.275,09-12-2025-Fri 12-30-39-PM,0.3,5.96,-52.568,24.8333,09-12-2025-Fri 12-30-39-PM,0,5.952,-52.8979,inf,09-12-2025-Fri 12-30-39-PM,0.4,5.968,-52.336,18.65,09-12-2025-Fri 12-30-39-PM,0,5.952,-52.9308,inf,09-12-2025-Fri 12-30-39-PM,0.1,5.956,-52.667,74.45
09-12-2025-Fri 12-30-42-PM,0.3,5.952,-56.9879,24.8,09-12-2025-Fri 12-30-42-PM,0.2,5.96,-54.305,37.25,09-12-2025-Fri 12-30-42-PM,0,5.96,-53.756,inf,09-12-2025-Fri 12-30-42-PM,0.2,5.956,-52.623,37.225,09-12-2025-Fri 12-30-42-PM,0.1,5.948,-52.9638,74.35,09-12-2025-Fri 12-30-42-PM,0.2,5.964,-52.392,37.275,09-12-2025-Fri 12-30-42-PM,0.1,5.952,-52.9638,74.4,09-12-2025-Fri 12-30-42-PM,0.1,5.96,-52.716,74.5
09-12-2025-Fri 12-30-44-PM,0.3,5.952,-57.0539,24.8,09-12-2025-Fri 12-30-44-PM,0.2,5.96,-54.371,37.25,09-12-2025-Fri 12-30-44-PM,0.3,5.964,-53.7889,24.85,09-12-2025-Fri 12-30-44-PM,0.1,5.956,-52.667,74.45,09-12-2025-Fri 12-30-44-PM,0.2,5.952,-52.9968,37.2,09-12-2025-Fri 12-30-44-PM,0.2,5.964,-52.436,37.275,09-12-2025-Fri 12-30-44-PM,0.1,5.952,-53.0629,74.4,09-12-2025-Fri 12-30-44-PM,0,5.956,-52.782,inf
09-12-2025-Fri 12-30-46-PM,0.3,5.952,-57.1528,24.8,09-12-2025-Fri 12-30-46-PM,0.1,5.956,-54.47,74.45,09-12-2025-Fri 12-30-46-PM,0.1,5.96,-53.888,74.5,09-12-2025-Fri 12-30-46-PM,0.1,5.956,-52.7,74.45,09-12-2025-Fri 12-30-46-PM,-0.1,5.944,-53.0629,-74.3,09-12-2025-Fri 12-30-46-PM,0.1,5.964,-52.48,74.55,09-12-2025-Fri 12-30-46-PM,0.2,5.952,-53.0629,37.2,09-12-2025-Fri 12-30-46-PM,0,5.956,-52.799,inf
09-12-2025-Fri 12-30-49-PM,0.5,5.948,-57.2515,14.87,09-12-2025-Fri 12-30-49-PM,0.2,5.956,-54.514,37.225,09-12-2025-Fri 12-30-49-PM,0.2,5.96,-53.9538,37.25,09-12-2025-Fri 12-30-49-PM,0.2,5.956,-52.776,37.225,09-12-2025-Fri 12-30-49-PM,-0.1,5.948,-53.1288,-74.35,09-12-2025-Fri 12-30-49-PM,0.3,5.964,-52.535,24.85,09-12-2025-Fri 12-30-49-PM,0.1,5.952,-53.1619,74.4,09-12-2025-Fri 12-30-49-PM,0.1,5.952,-52.881,74.4
09-12-2025-Fri 12-30-51-PM,0.2,5.944,-57.3175,37.15,09-12-2025-Fri 12-30-51-PM,0.1,5.952,-54.547,74.4,09-12-2025-Fri 12-30-51-PM,0.2,5.956,-53.9869,37.225,09-12-2025-Fri 12-30-51-PM,0,5.956,-52.821,inf,09-12-2025-Fri 12-30-51-PM,0,5.948,-53.1619,inf,09-12-2025-Fri 12-30-51-PM,0.2,5.964,-52.579,37.275,09-12-2025-Fri 12-30-51-PM,0.2,5.948,-53.1949,37.175,09-12-2025-Fri 12-30-51-PM,0.3,5.952,-52.914,24.8
09-12-2025-Fri 12-30-53-PM,0.3,5.952,-57.3835,24.8,09-12-2025-Fri 12-30-53-PM,0.2,5.956,-54.613,37.225,09-12-2025-Fri 12-30-53-PM,0,5.956,-54.0199,inf,09-12-2025-Fri 12-30-53-PM,0.1,5.952,-52.887,74.4,09-12-2025-Fri 12-30-53-PM,-0.1,5.948,-53.1949,-74.35,09-12-2025-Fri 12-30-53-PM,0.1,5.96,-52.612,74.5,09-12-2025-Fri 12-30-53-PM,0.1,5.948,-53.2279,74.35,09-12-2025-Fri 12-30-53-PM,0.4,5.952,-52.947,18.6
09-12-2025-Fri 12-30-56-PM,0,5.948,-57.4823,inf,09-12-2025-Fri 12-30-56-PM,0.3,5.956,-54.679,24.8167,09-12-2025-Fri 12-30-56-PM,-0.1,5.956,-54.0859,-74.45,09-12-2025-Fri 12-30-56-PM,0.2,5.952,-52.92,37.2,09-12-2025-Fri 12-30-56-PM,-0.2,5.944,-53.2609,-37.15,09-12-2025-Fri 12-30-56-PM,0.4,5.964,-52.667,18.6375,09-12-2025-Fri 12-30-56-PM,0,5.948,-53.2938,inf,09-12-2025-Fri 12-30-56-PM,0.1,5.956,-52.997,74.45
09-12-2025-Fri 12-30-58-PM,0.4,5.948,-57.5483,18.5875,09-12-2025-Fri 12-30-58-PM,0,5.956,-54.712,inf,09-12-2025-Fri 12-30-58-PM,-0.1,5.96,-54.1189,-74.5,09-12-2025-Fri 12-30-58-PM,0.1,5.952,-52.931,74.4,09-12-2025-Fri 12-30-58-PM,0,5.944,-53.2938,inf,09-12-2025-Fri 12-30-58-PM,0,5.96,-52.711,inf,09-12-2025-Fri 12-30-58-PM,0.2,5.948,-53.3269,37.175,09-12-2025-Fri 12-30-58-PM,0,5.952,-53.046,inf
09-12-2025-Fri 12-31-00-PM,0.3,5.948,-57.6471,24.7833,09-12-2025-Fri 12-31-00-PM,0.1,5.956,-54.811,74.45,09-12-2025-Fri 12-31-00-PM,0.2,5.956,-54.1849,37.225,09-12-2025-Fri 12-31-00-PM,0.5,5.956,-53.008,14.89,09-12-2025-Fri 12-31-00-PM,-0.1,5.948,-53.3599,-74.35,09-12-2025-Fri 12-31-00-PM,0.4,5.96,-52.766,18.625,09-12-2025-Fri 12-31-00-PM,0,5.948,-53.3929,inf,09-12-2025-Fri 12-31-00-PM,0.1,5.952,-53.096,74.4
09-12-2025-Fri 12-31-03-PM,0.4,5.948,-57.713,18.5875,09-12-2025-Fri 12-31-03-PM,0.2,5.956,-54.855,37.225,09-12-2025-Fri 12-31-03-PM,0.2,5.952,-54.2179,37.2,09-12-2025-Fri 12-31-03-PM,0.3,5.952,-53.03,24.8,09-12-2025-Fri 12-31-03-PM,0.2,5.944,-53.3929,37.15,09-12-2025-Fri 12-31-03-PM,0.3,5.96,-52.799,24.8333,09-12-2025-Fri 12-31-03-PM,0.2,5.952,-53.4259,37.2,09-12-2025-Fri 12-31-03-PM,0.1,5.952,-53.145,74.4
09-12-2025-Fri 12-31-05-PM,0.4,5.948,-57.7459,18.5875,09-12-2025-Fri 12-31-05-PM,0.4,5.96,-54.899,18.625,09-12-2025-Fri 12-31-05-PM,0.5,5.956,-54.3168,14.89,09-12-2025-Fri 12-31-05-PM,0.1,5.952,-53.129,74.4,09-12-2025-Fri 12-31-05-PM,0.1,5.948,-53.4589,74.35,09-12-2025-Fri 12-31-05-PM,0.3,5.96,-52.854,24.8333,09-12-2025-Fri 12-31-05-PM,-0.1,5.952,-53.492,-74.4,09-12-2025-Fri 12-31-05-PM,0.1,5.956,-53.195,74.45
09-12-2025-Fri 12-31-07-PM,0.2,5.952,-57.8448,37.2,09-12-2025-Fri 12-31-07-PM,0.3,5.956,-54.965,24.8167,09-12-2025-Fri 12-31-07-PM,-0.2,5.956,-54.3168,-37.225,09-12-2025-Fri 12-31-07-PM,0.2,5.96,-53.14,37.25,09-12-2025-Fri 12-31-07-PM,-0.2,5.948,-53.492,-37.175,09-12-2025-Fri 12-31-07-PM,0.2,5.964,-52.898,37.275,09-12-2025-Fri 12-31-07-PM,0.1,5.952,-53.558,74.4,09-12-2025-Fri 12-31-07-PM,0.3,5.956,-53.261,24.8167
09-12-2025-Fri 12-31-10-PM,0.3,5.948,-57.8778,24.7833,09-12-2025-Fri 12-31-10-PM,0.3,5.956,-55.031,24.8167,09-12-2025-Fri 12-31-10-PM,0.1,5.96,-54.4158,74.5,09-12-2025-Fri 12-31-10-PM,0.3,5.952,-53.184,24.8,09-12-2025-Fri 12-31-10-PM,0.2,5.948,-53.525,37.175,09-12-2025-Fri 12-31-10-PM,0.1,5.964,-52.931,74.55,09-12-2025-Fri 12-31-10-PM,0.3,5.948,-53.5909,24.7833,09-12-2025-Fri 12-31-10-PM,0.4,5.952,-53.294,18.6
09-12-2025-Fri 12-31-50-PM,0.2,5.948,-58.7342,37.175,09-12-2025-Fri 12-31-50-PM,0.1,5.956,-55.789,74.45,09-12-2025-Fri 12-31-50-PM,0.2,5.956,-55.2405,37.225,09-12-2025-Fri 12-31-50-PM,0.1,5.952,-53.921,74.4,09-12-2025-Fri 12-31-50-PM,0,5.944,-54.2509,inf,09-12-2025-Fri 12-31-50-PM,0.3,5.96,-53.613,24.8333,09-12-2025-Fri 12-31-50-PM,0.2,5.948,-54.3168,37.175,09-12-2025-Fri 12-31-50-PM,0.1,5.948,-54.02,74.35
09-12-2025-Fri 12-31-53-PM,0.3,5.948,-58.7672,24.7833,09-12-2025-Fri 12-31-53-PM,0.4,5.952,-55.855,18.6,09-12-2025-Fri 12-31-53-PM,0.4,5.956,-55.2734,18.6125,09-12-2025-Fri 12-31-53-PM,0.3,5.952,-53.965,24.8,09-12-2025-Fri 12-31-53-PM,0.2,5.948,-54.2838,37.175,09-12-2025-Fri 12-31-53-PM,0.3,5.956,-53.657,24.8167,09-12-2025-Fri 12-31-53-PM,0.1,5.944,-54.3828,74.3,09-12-2025-Fri 12-31-53-PM,0.1,5.952,-54.086,74.4
09-12-2025-Fri 12-31-55-PM,0.1,5.948,-58.8002,74.35,09-12-2025-Fri 12-31-55-PM,0.4,5.952,-55.877,18.6,09-12-2025-Fri 12-31-55-PM,0.2,5.952,-55.3065,37.2,09-12-2025-Fri 12-31-55-PM,-0.1,5.952,-53.998,-74.4,09-12-2025-Fri 12-31-55-PM,0.2,5.948,-54.3499,37.175,09-12-2025-Fri 12-31-55-PM,0.1,5.96,-53.723,74.5,09-12-2025-Fri 12-31-55-PM,0.3,5.948,-54.4488,24.7833,09-12-2025-Fri 12-31-55-PM,0.1,5.952,-54.135,74.4
09-12-2025-Fri 12-31-57-PM,0.2,5.948,-58.8331,37.175,09-12-2025-Fri 12-31-57-PM,0.4,5.952,-55.954,18.6,09-12-2025-Fri 12-31-57-PM,0.1,5.956,-55.3724,74.45,09-12-2025-Fri 12-31-57-PM,0.2,5.956,-54.042,37.225,09-12-2025-Fri 12-31-57-PM,-0.1,5.948,-54.3828,-74.35,09-12-2025-Fri 12-31-57-PM,0.1,5.956,-53.734,74.45,09-12-2025-Fri 12-31-57-PM,0.3,5.948,-54.4158,24.7833,09-12-2025-Fri 12-31-57-PM,0.3,5.952,-54.119,24.8
09-12-2025-Fri 12-32-00-PM,0.3,5.952,-58.899,24.8,09-12-2025-Fri 12-32-00-PM,0.2,5.952,-55.943,37.2,09-12-2025-Fri 12-32-00-PM,0.1,5.956,-55.4054,74.45,09-12-2025-Fri 12-32-00-PM,0.4,5.956,-54.075,18.6125,09-12-2025-Fri 12-32-00-PM,0,5.948,-54.4158,inf,09-12-2025-Fri 12-32-00-PM,0.1,5.96,-53.778,74.5,09-12-2025-Fri 12-32-00-PM,0.1,5.952,-54.4818,74.4,09-12-2025-Fri 12-32-00-PM,0,5.952,-54.201,inf
