Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8
08-28-2025-Thu 19-00-14-PM,0.0,1.024,0.2,0.92,-0.4,1.096,-0.3,0.948,-0.3,0.928,-0.2,0.816,-0.4,1.0,-0.1,1.152
08-28-2025-Thu 19-00-17-PM,-0.1,1.02,0.1,0.912,-0.2,1.092,-0.3,0.943999,-0.3,0.924,0.1,0.812,-0.3,1.0,0.0,1.148
08-28-2025-Thu 19-00-19-PM,0.2,1.008,0.0,0.904,-0.2,1.084,0.1,0.94,-0.3,0.916,-0.1,0.812,-0.1,0.996,0.0,1.136
08-28-2025-Thu 19-00-21-PM,-0.1,1.004,-0.2,0.9,-0.3,1.076,-0.3,0.94,-0.1,0.908,-0.2,0.808,0.0,0.992,-0.2,1.128
08-28-2025-Thu 19-00-24-PM,-0.1,1.0,-0.1,0.896,-0.2,1.072,-0.1,0.936,-0.1,0.904,-0.4,0.804,0.1,0.988,-0.2,1.124
08-28-2025-Thu 19-00-26-PM,0.1,0.996,0.1,0.888,-0.2,1.068,-0.3,0.928,-0.2,0.896,0.1,0.804,-0.1,0.984,-0.2,1.112
08-28-2025-Thu 19-00-29-PM,-0.2,0.988,-0.3,0.884,-0.2,1.06,-0.2,0.928,-0.2,0.888,0.1,0.804,-0.1,0.98,-0.1,1.112
08-28-2025-Thu 19-00-31-PM,-0.1,0.98,0.0,0.876,-0.1,1.056,-0.1,0.924,-0.5,0.888,-0.1,0.8,-0.1,0.98,0.0,1.104
08-28-2025-Thu 19-00-33-PM,-0.4,0.976,-0.1,0.872,-0.3,1.052,0.1,0.92,-0.4,0.876,0.1,0.8,-0.1,0.976,-0.3,1.096
08-28-2025-Thu 19-00-36-PM,-0.1,0.976,-0.1,0.868,-0.2,1.044,-0.1,0.92,0.1,0.872,-0.4,0.8,-0.1,0.972,0.0,1.088
08-28-2025-Thu 19-00-38-PM,-0.1,0.972,0.0,0.864,-0.1,1.04,-0.4,0.916,-0.5,0.868,-0.4,0.8,-0.2,0.968,-0.1,1.08
08-28-2025-Thu 19-00-40-PM,-0.1,0.964,-0.2,0.86,-0.4,1.036,-0.5,0.916,-0.2,0.864,-0.5,0.8,0.0,0.964,-0.2,1.076
08-28-2025-Thu 19-00-43-PM,-0.3,0.96,-0.1,0.86,-0.2,1.028,-0.2,0.916,-0.1,0.856,0.1,0.8,0.1,0.96,0.0,1.068
08-28-2025-Thu 19-00-45-PM,0.1,0.96,0.0,0.856,-0.2,1.028,-0.2,0.908,-0.2,0.852,-0.1,0.8,-0.1,0.96,0.0,1.06
08-28-2025-Thu 19-00-47-PM,0.2,0.952,-0.3,0.852,0.0,1.02,-0.2,0.904,-0.3,0.848,0.0,0.8,-0.2,0.956,0.0,1.056
08-28-2025-Thu 19-00-50-PM,-0.1,0.948,0.0,0.852,-0.1,1.02,-0.3,0.904,-0.3,0.844,-0.2,0.796,-0.1,0.956,0.1,1.048
08-28-2025-Thu 19-00-52-PM,0.1,0.943999,0.1,0.848,0.0,1.016,-0.3,0.904,0.0,0.84,0.1,0.8,0.0,0.952,-0.1,1.044
08-28-2025-Thu 19-00-54-PM,0.1,0.943999,-0.2,0.844,-0.1,1.012,-0.5,0.9,-0.4,0.836,0.1,0.8,-0.1,0.948,-0.1,1.036
08-28-2025-Thu 19-00-57-PM,-0.1,0.94,-0.1,0.84,-0.3,1.008,-0.3,0.896,-0.5,0.832,0.0,0.8,-0.4,0.948,0.1,1.032
08-28-2025-Thu 19-00-59-PM,0.2,0.936,0.1,0.836,-0.1,1.004,-0.3,0.896,-0.5,0.828,0.0,0.8,-0.3,0.943999,0.0,1.028
08-28-2025-Thu 19-01-02-PM,0.1,0.932,-0.2,0.836,-0.4,1.0,-0.3,0.892,-0.5,0.824,-0.1,0.8,-0.2,0.94,-0.2,1.02
08-28-2025-Thu 19-01-04-PM,
08-28-2025-Thu 19-01-07-PM,0.1,0.924,-0.1,0.836,-0.1,0.992,-0.6,0.888,-0.1,0.816,-0.1,0.8,-0.4,0.932,0.0,1.012
08-28-2025-Thu 19-01-09-PM,0.0,0.928,-0.1,0.832,-0.2,0.988,0.1,0.888,-0.4,0.816,-0.2,0.8,-0.5,0.936,0.0,1.008
08-28-2025-Thu 19-01-11-PM,-0.3,0.924,-0.2,0.832,-0.3,0.984,-0.1,0.884,-0.3,0.816,-0.1,0.8,-0.6,0.928,-0.1,1.0
08-28-2025-Thu 19-01-14-PM,0.0,0.916,0.1,0.828,0.1,0.984,-0.5,0.88,-0.4,0.812,-0.1,0.796,-0.2,0.932,-0.1,0.992
08-28-2025-Thu 19-01-16-PM,-0.1,0.916,-0.1,0.828,0.0,0.98,-0.4,0.88,-0.3,0.808,-0.1,0.8,-0.2,0.924,-0.1,0.992
08-28-2025-Thu 19-01-18-PM,-0.2,0.912,-0.1,0.828,-0.3,0.98,-0.3,0.876,-0.4,0.808,0.0,0.8,-0.3,0.92,0.0,0.988
08-28-2025-Thu 19-01-21-PM,0.0,0.908,-0.5,0.824,0.0,0.972,-0.4,0.876,-0.5,0.804,-0.2,0.796,-0.4,0.92,-0.3,0.984
08-28-2025-Thu 19-01-23-PM,-0.2,0.908,0.1,0.82,-0.3,0.972,-0.1,0.876,-0.4,0.804,-0.5,0.796,-0.3,0.916,-0.3,0.976
08-28-2025-Thu 19-01-26-PM,-0.1,0.904,0.1,0.82,-0.2,0.968,0.0,0.868,-0.7,0.804,0.1,0.796,-0.3,0.916,-0.1,0.972
08-28-2025-Thu 19-01-28-PM,0.1,0.904,-0.2,0.824,-0.3,0.964,-0.2,0.872,-0.6,0.8,-0.1,0.8,0.0,0.912,-0.1,0.968
08-28-2025-Thu 19-01-30-PM,-0.1,0.9,0.0,0.82,-0.1,0.964,-0.1,0.864,-0.2,0.796,-0.2,0.8,-0.3,0.912,0.1,0.964
08-28-2025-Thu 19-01-33-PM,-0.2,0.9,0.0,0.82,-0.4,0.96,-0.1,0.868,-0.5,0.8,0.0,0.8,-0.2,0.908,0.0,0.96
08-28-2025-Thu 19-01-35-PM,-0.1,0.896,0.1,0.82,-0.3,0.96,-0.4,0.864,-0.3,0.796,-0.4,0.8,-0.3,0.908,0.1,0.956
08-28-2025-Thu 19-01-37-PM,0.0,0.896,0.1,0.816,-0.3,0.956,-0.5,0.864,-0.2,0.796,-0.2,0.8,-0.3,0.904,-0.2,0.952
08-28-2025-Thu 19-01-40-PM,-0.2,0.892,-0.2,0.816,-0.1,0.952,-0.4,0.86,-0.3,0.796,-0.1,0.796,-0.1,0.9,-0.4,0.948
08-28-2025-Thu 19-01-42-PM,-0.1,0.892,0.0,0.816,0.0,0.952,-0.3,0.856,-0.5,0.796,-0.1,0.796,-0.3,0.896,-0.1,0.943999
08-28-2025-Thu 19-01-44-PM,0.0,0.888,-0.1,0.812,-0.3,0.952,-0.3,0.856,-0.6,0.792,-0.2,0.8,-0.2,0.896,-0.2,0.94
08-28-2025-Thu 19-01-47-PM,
08-28-2025-Thu 19-01-49-PM,0.1,0.884,-0.1,0.816,-0.1,0.943999,-0.1,0.852,-0.2,0.792,-0.1,0.796,0.0,0.888,-0.1,0.928
08-28-2025-Thu 19-01-52-PM,
08-28-2025-Thu 19-01-55-PM,-0.2,0.88,-0.2,0.812,-0.2,0.94,-0.3,0.848,-0.3,0.792,-0.1,0.8,-0.3,0.892,0.0,0.92
08-28-2025-Thu 19-01-57-PM,0.2,0.88,-0.1,0.812,-0.1,0.936,-0.3,0.844,-0.2,0.792,0.0,0.8,-0.2,0.888,-0.3,0.92
08-28-2025-Thu 19-01-59-PM,-0.2,0.88,0.0,0.812,0.1,0.936,-0.4,0.844,-0.4,0.792,-0.1,0.8,-0.3,0.884,0.0,0.916
08-28-2025-Thu 19-02-02-PM,-0.2,0.876,0.0,0.808,0.1,0.932,-0.3,0.84,-0.4,0.788,-0.1,0.8,-0.2,0.884,-0.3,0.916
08-28-2025-Thu 19-02-04-PM,0.1,0.876,-0.2,0.812,-0.1,0.932,-0.3,0.844,0.0,0.792,-0.1,0.796,-0.2,0.884,0.0,0.912
08-28-2025-Thu 19-02-06-PM,0.0,0.872,-0.1,0.812,0.0,0.928,-0.5,0.84,-0.3,0.792,-0.4,0.8,-0.3,0.876,-0.1,0.904
08-28-2025-Thu 19-02-09-PM,0.0,0.872,0.0,0.812,-0.3,0.924,-0.2,0.836,-0.8,0.788,-0.2,0.8,-0.2,0.88,0.1,0.904
08-28-2025-Thu 19-02-11-PM,
08-28-2025-Thu 19-02-14-PM,
