Timestamp,DNEpct Cell 1 Current,DNEpct Cell 1 Voltage,DNEpct Cell 1 Resistance,DNEpct Cell 1 Temp,DNEpct Cell 2 Current,DNEpct Cell 2 Voltage,DNEpct Cell 2 Resistance,DNEpct Cell 2 Temp,DNEpct Cell 3 Current,DNEpct Cell 3 Voltage,DNEpct Cell 3 Resistance,DNEpct Cell 3 Temp,DNEpct Cell 4 Current,DNEpct Cell 4 Voltage,DNEpct Cell 4 Resistance,DNEpct Cell 4 Temp,DNEpct Cell 5 Current,DNEpct Cell 5 Voltage,DNEpct Cell 5 Resistance,DNEpct Cell 5 Temp,DNEpct Cell 6 Current,DNEpct Cell 6 Voltage,DNEpct Cell 6 Resistance,DNEpct Cell 6 Temp,DNEpct Cell 7 Current,DNEpct Cell 7 Voltage,DNEpct Cell 7 Resistance,DNEpct Cell 7 Temp,DNEpct Cell 8 Current,DNEpct Cell 8 Voltage,DNEpct Cell 8 Resistance,DNEpct Cell 8 Temp,35pct Cell 9 Current,35pct Cell 9 Voltage,35pct Cell 9 Resistance,35pct Cell 9 Temp,35pct Cell 10 Current,35pct Cell 10 Voltage,35pct Cell 10 Resistance,35pct Cell 10 Temp,35pct Cell 11 Current,35pct Cell 11 Voltage,35pct Cell 11 Resistance,35pct Cell 11 Temp,35pct Cell 12 Current,35pct Cell 12 Voltage,35pct Cell 12 Resistance,35pct Cell 12 Temp,30pct Cell 13 Current,30pct Cell 13 Voltage,30pct Cell 13 Resistance,30pct Cell 13 Temp,30pct Cell 14 Current,30pct Cell 14 Voltage,30pct Cell 14 Resistance,30pct Cell 14 Temp,30pct Cell 15 Current,30pct Cell 15 Voltage,30pct Cell 15 Resistance,30pct Cell 15 Temp,30pct Cell 16 Current,30pct Cell 16 Voltage,30pct Cell 16 Resistance,30pct Cell 16 Temp
09-05-2025-Fri 16-35-36-PM,101.2,5.624,0.06946640316205534,19.921,94.0,5.624,0.07478723404255319,20.4955,116.0,5.62,0.0605603448275862,20.439,107.2,5.676,0.06618470149253732,21.0697,94.4,5.584,0.07394067796610168,20.124,122.9,5.648,0.057445077298616753,20.8326,99.9,5.568,0.06966966966966967,20.991,108.6,5.568,0.06408839779005525,22.0494,101.2,5.624,0.06946640316205534,19.3465,94.0,5.624,0.07478723404255319,19.865,116.0,5.62,0.0605603448275862,19.7521,107.2,5.676,0.06618470149253732,19.763,94.4,5.584,0.07394067796610168,18.4684,122.9,5.648,0.057445077298616753,19.797,99.9,5.568,0.06966966966966967,20.09,108.6,5.568,0.06408839779005525,21.07
09-05-2025-Fri 16-35-38-PM,101.2,5.624,0.06946640316205534,19.921,94.7,5.628,0.07428722280887011,20.4617,115.9,5.62,0.06061259706643658,20.45,107.4,5.676,0.06606145251396647,21.1374,94.4,5.584,0.07394067796610168,20.147,122.7,5.648,0.057538712306438464,20.7995,100.1,5.568,0.06953046953046953,21.024,108.3,5.572,0.06431209602954756,22.0494,101.2,5.624,0.06946640316205534,19.3804,94.7,5.628,0.07428722280887011,19.865,115.9,5.62,0.06061259706643658,19.7521,107.4,5.676,0.06606145251396647,19.798,94.4,5.584,0.07394067796610168,18.5031,122.7,5.648,0.057538712306438464,19.842,100.1,5.568,0.06953046953046953,20.2246,108.3,5.572,0.06431209602954756,21.137
09-05-2025-Fri 16-35-41-PM,101.0,5.62,0.06955445544554455,19.972,94.9,5.628,0.07413066385669125,20.4955,115.7,5.62,0.06071737251512532,20.428,107.2,5.672,0.06613805970149253,21.1374,94.3,5.58,0.07396606574761401,20.113,122.8,5.648,0.05749185667752443,20.7657,100.0,5.568,0.0696,20.923,108.2,5.568,0.06432532347504621,22.0155,101.0,5.62,0.06955445544554455,19.4481,94.9,5.628,0.07413066385669125,19.865,115.7,5.62,0.06071737251512532,19.6505,107.2,5.672,0.06613805970149253,19.741,94.3,5.58,0.07396606574761401,18.4353,122.8,5.648,0.05749185667752443,19.73,100.0,5.568,0.0696,19.9884,108.2,5.568,0.06432532347504621,21.002
09-05-2025-Fri 16-35-43-PM,101.1,5.62,0.06948565776458952,20.005,95.2,5.624,0.07384453781512604,20.5625,115.6,5.62,0.060769896193771634,20.461,107.4,5.676,0.06606145251396647,21.0697,93.6,5.588,0.07462606837606839,20.157,122.6,5.648,0.05758564437194127,20.8326,100.0,5.572,0.06965,21.115,107.6,5.572,0.06473048327137547,22.2187,101.1,5.62,0.06948565776458952,19.4481,95.2,5.624,0.07384453781512604,19.921,115.6,5.62,0.060769896193771634,19.7521,107.4,5.676,0.06606145251396647,19.797,93.6,5.588,0.07462606837606839,18.57,122.6,5.648,0.05758564437194127,19.898,100.0,5.572,0.06965,20.2923,107.6,5.572,0.06473048327137547,21.255
09-05-2025-Fri 16-35-45-PM,101.2,5.624,0.06946640316205534,20.006,95.2,5.628,0.07389705882352941,20.4955,115.7,5.62,0.06071737251512532,20.462,107.3,5.676,0.06612301957129545,21.1374,93.9,5.584,0.07433439829605963,20.191,122.4,5.648,0.05767973856209149,20.8326,100.1,5.572,0.06958041958041959,20.957,107.5,5.572,0.0647906976744186,22.0494,101.2,5.624,0.06946640316205534,19.5158,95.2,5.628,0.07389705882352941,19.921,115.7,5.62,0.06071737251512532,19.7521,107.3,5.676,0.06612301957129545,19.831,93.9,5.584,0.07433439829605963,18.6039,122.4,5.648,0.05767973856209149,19.808,100.1,5.572,0.06958041958041959,19.9884,107.5,5.572,0.0647906976744186,21.019
09-05-2025-Fri 16-35-48-PM,101.2,5.624,0.06946640316205534,20.005,95.3,5.624,0.07376705141657923,20.5286,115.8,5.62,0.06066493955094992,20.472,107.4,5.672,0.06601489757914339,21.1704,93.7,5.584,0.07449306296691569,20.157,122.8,5.648,0.05749185667752443,20.8326,100.1,5.572,0.06958041958041959,20.991,107.6,5.572,0.06473048327137547,22.2187,101.2,5.624,0.06946640316205534,19.482,95.3,5.624,0.07376705141657923,19.91,115.8,5.62,0.06066493955094992,19.7182,107.4,5.672,0.06601489757914339,19.786,93.7,5.584,0.07449306296691569,18.4684,122.8,5.648,0.05749185667752443,19.741,100.1,5.572,0.06958041958041959,19.9206,107.6,5.572,0.06473048327137547,21.07
09-05-2025-Fri 16-35-50-PM,101.1,5.624,0.0695351137487636,20.073,95.6,5.628,0.07358786610878662,20.6302,115.5,5.62,0.06082251082251082,20.495,107.5,5.676,0.066,21.1035,93.9,5.584,0.07433439829605963,20.191,122.4,5.644,0.057638888888888885,20.8326,99.9,5.572,0.06971971971971973,21.002,107.6,5.572,0.06473048327137547,22.0494,101.1,5.624,0.0695351137487636,19.5158,95.6,5.628,0.07358786610878662,19.966,115.5,5.62,0.06082251082251082,19.7521,107.5,5.676,0.066,19.831,93.9,5.584,0.07433439829605963,18.6377,122.4,5.644,0.057638888888888885,19.865,99.9,5.572,0.06971971971971973,20.1238,107.6,5.572,0.06473048327137547,21.087
09-05-2025-Fri 16-40-26-PM,90.7,5.636,0.0776736493936053,13.359,88.1,5.64,0.08002270147559591,16.0058,112.8,5.628,0.06236702127659575,15.264,105.4,5.684,0.06740986717267551,16.8493,92.8,5.592,0.07532327586206897,16.579,126.0,5.652,0.05607142857142858,17.9967,100.9,5.58,0.06912784935579783,16.647,108.4,5.584,0.0643911439114391,17.558,90.7,5.636,0.0776736493936053,10.713,88.1,5.64,0.08002270147559591,13.219,112.8,5.628,0.06236702127659575,12.9369,105.4,5.684,0.06740986717267551,14.893,92.8,5.592,0.07532327586206897,14.8923,126.0,5.652,0.05607142857142858,15.759,100.9,5.58,0.06912784935579783,14.3867,108.4,5.584,0.0643911439114391,15.972
09-05-2025-Fri 16-40-28-PM,88.4,5.64,0.07975113122171945,13.376,86.8,5.648,0.08133640552995391,16.0389,110.1,5.64,0.06403269754768393,15.219,103.8,5.688,0.06849710982658959,16.8154,90.7,5.604,0.07723263506063947,16.568,123.3,5.664,0.05742092457420925,17.8612,99.7,5.588,0.07006018054162488,16.557,106.5,5.588,0.06558685446009391,17.5911,88.4,5.64,0.07975113122171945,10.713,86.8,5.648,0.08133640552995391,13.185,110.1,5.64,0.06403269754768393,12.8023,103.8,5.688,0.06849710982658959,14.882,90.7,5.604,0.07723263506063947,15.0269,123.3,5.664,0.05742092457420925,15.702,99.7,5.588,0.07006018054162488,14.2182,106.5,5.588,0.06558685446009391,15.905
09-05-2025-Fri 16-40-31-PM,87.4,5.644,0.080720823798627,13.343,85.8,5.652,0.08234265734265735,16.0058,108.9,5.64,0.06473829201101927,15.185,103.0,5.696,0.06912621359223302,16.7815,89.9,5.608,0.07797552836484982,16.602,121.4,5.668,0.058360790774299835,17.929,98.5,5.592,0.07096446700507614,16.467,105.2,5.588,0.06639733840304182,17.4226,87.4,5.644,0.080720823798627,10.6792,85.8,5.652,0.08234265734265735,13.151,108.9,5.64,0.06473829201101927,12.7684,103.0,5.696,0.06912621359223302,14.882,89.9,5.608,0.07797552836484982,15.0947,121.4,5.668,0.058360790774299835,15.691,98.5,5.592,0.07096446700507614,14.0497,105.2,5.588,0.06639733840304182,15.736
09-05-2025-Fri 16-40-33-PM,86.6,5.648,0.0815242494226328,13.326,84.9,5.652,0.08321554770318022,16.0389,108.1,5.64,0.06521739130434784,15.129,102.1,5.696,0.06973555337904015,16.6799,89.1,5.612,0.0787317620650954,16.601,120.3,5.668,0.05889443059019119,17.8951,97.5,5.596,0.07174358974358974,16.478,104.4,5.592,0.06695402298850574,17.3887,86.6,5.648,0.0815242494226328,10.6122,84.9,5.652,0.08321554770318022,13.106,108.1,5.64,0.06521739130434784,12.6676,102.1,5.696,0.06973555337904015,14.859,89.1,5.612,0.0787317620650954,15.2293,120.3,5.668,0.05889443059019119,15.758,97.5,5.596,0.07174358974358974,14.1505,104.4,5.592,0.06695402298850574,15.77
09-05-2025-Fri 16-40-36-PM,85.9,5.652,0.08224679860302678,13.258,84.5,5.652,0.0836094674556213,15.9712,107.0,5.644,0.06593457943925234,15.129,101.1,5.696,0.07042532146389713,16.7138,88.5,5.612,0.07926553672316385,16.545,119.0,5.668,0.05953781512605042,17.8612,96.7,5.6,0.07238883143743535,16.512,103.4,5.596,0.06764990328820117,17.4565,85.9,5.652,0.08224679860302678,10.5445,84.5,5.652,0.0836094674556213,13.072,107.0,5.644,0.06593457943925234,12.7007,101.1,5.696,0.07042532146389713,14.825,88.5,5.612,0.07926553672316385,15.0608,119.0,5.668,0.05953781512605042,15.713,96.7,5.6,0.07238883143743535,14.2182,103.4,5.596,0.06764990328820117,15.837
09-05-2025-Fri 16-41-07-PM,84.8,5.652,0.08331367924528302,12.635,82.4,5.656,0.0858009708737864,15.2632,106.8,5.648,0.06610486891385768,14.556,101.6,5.696,0.07007874015748032,16.2082,89.3,5.612,0.07855543113101905,16.163,119.1,5.672,0.059529806884970615,17.5234,94.3,5.6,0.07423117709437964,15.916,101.0,5.6,0.0693069306930693,16.7138,84.8,5.652,0.08331367924528302,10.0059,82.4,5.656,0.0858009708737864,12.488,106.8,5.648,0.06610486891385768,12.1951,101.6,5.696,0.07007874015748032,14.387,89.3,5.612,0.07855543113101905,14.7576,119.1,5.672,0.059529806884970615,15.264,94.3,5.6,0.07423117709437964,13.5102,101.0,5.6,0.0693069306930693,15.112
09-05-2025-Fri 16-41-09-PM,83.6,5.656,0.08456937799043063,12.652,82.1,5.66,0.08617539585870891,15.2971,105.1,5.656,0.06726926736441484,14.544,100.3,5.7,0.07103688933200399,16.2082,87.8,5.62,0.0800113895216401,16.062,117.1,5.676,0.06058923996584117,17.3887,93.9,5.604,0.07460063897763577,15.826,100.1,5.604,0.06998001998001999,16.5791,83.6,5.656,0.08456937799043063,10.0059,82.1,5.66,0.08617539585870891,12.477,105.1,5.656,0.06726926736441484,12.1282,100.3,5.7,0.07103688933200399,14.308,87.8,5.62,0.0800113895216401,14.5883,117.1,5.676,0.06058923996584117,15.162,93.9,5.604,0.07460063897763577,13.5102,100.1,5.604,0.06998001998001999,15.045
09-05-2025-Fri 16-41-11-PM,83.1,5.66,0.0851383874849579,12.601,82.1,5.664,0.08623629719853837,15.2971,104.1,5.652,0.06786743515850145,14.522,99.9,5.704,0.07137137137137137,16.2082,87.1,5.62,0.08065442020665901,16.073,116.2,5.676,0.06105851979345956,17.3887,93.7,5.608,0.07481323372465315,15.837,99.5,5.604,0.07040201005025126,16.5453,83.1,5.66,0.0851383874849579,9.90427,82.1,5.664,0.08623629719853837,12.421,104.1,5.652,0.06786743515850145,12.0604,99.9,5.704,0.07137137137137137,14.297,87.1,5.62,0.08065442020665901,14.6222,116.2,5.676,0.06105851979345956,15.196,93.7,5.608,0.07481323372465315,13.5771,99.5,5.604,0.07040201005025126,15.061
09-05-2025-Fri 16-42-02-PM,83.4,5.66,0.08483213429256595,11.809,81.0,5.668,0.08746913580246914,14.5552,105.2,5.656,0.06720532319391635,13.758,100.6,5.704,0.07087475149105368,15.4995,88.5,5.62,0.07937853107344633,15.421,118.0,5.676,0.060127118644067806,16.7138,93.2,5.608,0.0752145922746781,15.016,99.0,5.604,0.07075757575757576,15.3648,83.4,5.66,0.08483213429256595,9.06326,81.0,5.668,0.08746913580246914,11.612,105.2,5.656,0.06720532319391635,11.2186,100.6,5.704,0.07087475149105368,13.589,88.5,5.62,0.07937853107344633,14.0497,118.0,5.676,0.060127118644067806,14.578,93.2,5.608,0.0752145922746781,12.9708,99.0,5.604,0.07075757575757576,14.168
09-05-2025-Fri 16-42-05-PM,81.6,5.664,0.08676470588235295,11.775,81.0,5.672,0.08753086419753085,14.4536,103.0,5.66,0.06868932038834952,13.69,99.2,5.708,0.07192540322580646,15.4317,87.3,5.624,0.08052691867124857,15.331,115.6,5.68,0.06141868512110727,16.6799,91.8,5.612,0.07641612200435731,14.915,98.3,5.612,0.07136317395727365,15.3309,81.6,5.664,0.08676470588235295,9.09632,81.0,5.672,0.08753086419753085,11.578,103.0,5.66,0.06868932038834952,11.1847,99.2,5.708,0.07192540322580646,13.499,87.3,5.624,0.08052691867124857,13.8803,115.6,5.68,0.06141868512110727,14.432,91.8,5.612,0.07641612200435731,12.7345,98.3,5.612,0.07136317395727365,14.033
09-05-2025-Fri 16-42-07-PM,81.0,5.664,0.0874074074074074,11.758,81.0,5.668,0.08746913580246914,14.4536,102.2,5.66,0.06922700587084149,13.679,98.5,5.712,0.07248730964467004,15.4317,86.5,5.628,0.08132947976878613,15.263,114.1,5.684,0.06226993865030676,16.6461,91.1,5.616,0.07705817782656421,14.983,97.5,5.616,0.072,15.3648,81.0,5.664,0.0874074074074074,9.06326,81.0,5.668,0.08746913580246914,11.556,102.2,5.66,0.06922700587084149,11.1509,98.5,5.712,0.07248730964467004,13.432,86.5,5.628,0.08132947976878613,13.7126,114.1,5.684,0.06226993865030676,14.432,91.1,5.616,0.07705817782656421,12.9369,97.5,5.616,0.072,14.151
09-05-2025-Fri 16-43-09-PM,81.7,5.668,0.08671970624235005,10.865,79.3,5.668,0.08934426229508198,13.5771,103.0,5.66,0.06868932038834952,12.814,98.9,5.704,0.07209302325581395,14.5214,87.6,5.628,0.0803082191780822,14.578,116.4,5.684,0.06103951890034364,16.0058,91.6,5.616,0.07663755458515284,14.084,97.0,5.616,0.07237113402061855,14.0497,81.7,5.668,0.08671970624235005,8.15371,79.3,5.668,0.08934426229508198,10.691,103.0,5.66,0.06868932038834952,10.3421,98.9,5.704,0.07209302325581395,12.69,87.6,5.628,0.0803082191780822,13.2062,116.4,5.684,0.06103951890034364,13.802,91.6,5.616,0.07663755458515284,12.1951,97.0,5.616,0.07237113402061855,13.122
09-05-2025-Fri 16-43-12-PM,80.4,5.668,0.0881218905472637,10.882,78.9,5.676,0.08992395437262356,13.5771,101.1,5.664,0.07002967359050445,12.814,97.4,5.712,0.07330595482546201,14.5552,86.0,5.632,0.08186046511627908,14.499,113.9,5.688,0.062423178226514484,15.8365,90.6,5.62,0.07753863134657837,13.971,96.3,5.62,0.07294911734164071,14.0158,80.4,5.668,0.0881218905472637,8.18757,78.9,5.676,0.08992395437262356,10.691,101.1,5.664,0.07002967359050445,10.3091,97.4,5.712,0.07330595482546201,12.657,86.0,5.632,0.08186046511627908,13.1054,113.9,5.688,0.062423178226514484,13.667,90.6,5.62,0.07753863134657837,12.0604,96.3,5.62,0.07294911734164071,13.038
09-05-2025-Fri 16-46-13-PM,80.2,5.676,0.08846633416458852,8.896,76.8,5.68,0.09244791666666669,11.1847,99.3,5.668,0.07134944612286002,10.769,96.0,5.72,0.07447916666666667,12.4983,84.5,5.636,0.08337278106508876,12.51,114.5,5.692,0.062139737991266375,13.7126,89.8,5.624,0.07828507795100223,11.859,95.1,5.624,0.07392218717139853,11.4541,80.2,5.676,0.08846633416458852,6.60634,76.8,5.68,0.09244791666666669,8.805,99.3,5.668,0.07134944612286002,8.62542,96.0,5.72,0.07447916666666667,10.814,84.5,5.636,0.08337278106508876,11.3194,114.5,5.692,0.062139737991266375,11.814,89.8,5.624,0.07828507795100223,10.4098,95.1,5.624,0.07392218717139853,10.932
09-05-2025-Fri 16-47-02-PM,78.5,5.68,0.09044585987261146,8.525,74.1,5.688,0.09595141700404858,10.6792,97.7,5.672,0.07256908904810644,10.298,94.7,5.72,0.07550158394931361,11.9596,83.7,5.64,0.08422939068100359,12.05,112.1,5.696,0.06351471900089206,13.274,88.6,5.632,0.07945823927765237,11.376,92.6,5.628,0.07597192224622032,10.8477,78.5,5.68,0.09044585987261146,6.37089,74.1,5.688,0.09595141700404858,8.435,97.7,5.672,0.07256908904810644,8.25531,94.7,5.72,0.07550158394931361,10.377,83.7,5.64,0.08422939068100359,10.9154,112.1,5.696,0.06351471900089206,11.398,88.6,5.632,0.07945823927765237,10.0059,92.6,5.628,0.07597192224622032,10.427
09-05-2025-Fri 16-47-05-PM,77.5,5.684,0.09167741935483871,8.542,74.3,5.692,0.09576043068640648,10.6792,96.2,5.68,0.0738045738045738,10.309,93.8,5.724,0.07627931769722816,11.9935,82.4,5.648,0.08567961165048542,11.994,109.8,5.7,0.06489071038251366,13.1732,87.9,5.632,0.0800910125142207,11.32,91.6,5.636,0.07691048034934499,10.8477,77.5,5.684,0.09167741935483871,6.40395,74.3,5.692,0.09576043068640648,8.446,96.2,5.68,0.0738045738045738,8.25531,93.8,5.724,0.07627931769722816,10.354,82.4,5.648,0.08567961165048542,10.8138,109.8,5.7,0.06489071038251366,11.308,87.9,5.632,0.0800910125142207,9.93814,91.6,5.636,0.07691048034934499,10.393
