Cell 1 Timestamp,DNEpct Cell 1 Current,DNEpct Cell 1 Voltage,DNEpct Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,DNEpct Cell 2 Current,DNEpct Cell 2 Voltage,DNEpct Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,DNEpct Cell 3 Current,DNEpct Cell 3 Voltage,DNEpct Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,DNEpct Cell 4 Current,DNEpct Cell 4 Voltage,DNEpct Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,DNEpct Cell 5 Current,DNEpct Cell 5 Voltage,DNEpct Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,DNEpct Cell 6 Current,DNEpct Cell 6 Voltage,DNEpct Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,DNEpct Cell 7 Current,DNEpct Cell 7 Voltage,DNEpct Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,DNEpct Cell 8 Current,DNEpct Cell 8 Voltage,DNEpct Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,35pct Cell 9 Current,35pct Cell 9 Voltage,35pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,35pct Cell 10 Current,35pct Cell 10 Voltage,35pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,35pct Cell 11 Current,35pct Cell 11 Voltage,35pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,35pct Cell 12 Current,35pct Cell 12 Voltage,35pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,30pct Cell 13 Current,30pct Cell 13 Voltage,30pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,30pct Cell 14 Current,30pct Cell 14 Voltage,30pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,30pct Cell 15 Current,30pct Cell 15 Voltage,30pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,30pct Cell 16 Current,30pct Cell 16 Voltage,30pct Cell 16 Temp,Cell 16 Resistance
09-05-2025-Fri 20-22-52-PM,0.0,5.9,-68.203,inf,09-05-2025-Fri 20-20-31-PM,0.3,5.912,-65.2484,24.6333,09-05-2025-Fri 20-22-43-PM,0.0,5.912,-66.661,inf,09-05-2025-Fri 20-22-43-PM,0.2,5.912,-65.7083,36.95,09-05-2025-Fri 20-34-03-PM,0.2,5.904,-71.156,36.9,09-05-2025-Fri 20-41-30-PM,0.2,5.92,-75.2179,37.0,09-05-2025-Fri 20-35-36-PM,-0.2,5.904,-73.231,-36.9,09-05-2025-Fri 20-38-07-PM,0.2,5.908,-75.6761,36.925,09-05-2025-Fri 20-22-52-PM,0.0,5.9,-69.9756,inf,09-05-2025-Fri 20-20-31-PM,0.3,5.912,-66.682,24.6333,09-05-2025-Fri 20-22-43-PM,0.0,5.912,-68.0069,inf,09-05-2025-Fri 20-22-43-PM,0.2,5.912,-66.19,36.95,09-05-2025-Fri 20-34-03-PM,0.2,5.904,-70.7298,36.9,09-05-2025-Fri 20-41-30-PM,0.2,5.92,-75.752,37.0,09-05-2025-Fri 20-35-36-PM,-0.2,5.904,-73.5808,-36.9,09-05-2025-Fri 20-38-07-PM,0.2,5.908,-75.251,36.925
09-05-2025-Fri 20-23-09-PM,0.1,5.904,-68.564,73.8,09-05-2025-Fri 20-21-36-PM,0.5,5.908,-65.7083,14.77,09-05-2025-Fri 20-22-45-PM,0.1,5.912,-66.726,73.9,09-05-2025-Fri 20-22-45-PM,-0.1,5.908,-65.8068,-73.85,09-05-2025-Fri 20-35-36-PM,0.0,5.904,-72.194,inf,09-05-2025-Fri 20-43-36-PM,-0.2,5.92,-76.8538,-37.0,09-05-2025-Fri 20-35-38-PM,0.1,5.908,-73.253,73.85,09-05-2025-Fri 20-38-10-PM,0.1,5.908,-75.6761,73.85,09-05-2025-Fri 20-23-09-PM,0.1,5.904,-70.4019,73.8,09-05-2025-Fri 20-21-36-PM,0.5,5.908,-67.011,14.77,09-05-2025-Fri 20-22-45-PM,0.1,5.912,-68.0726,73.9,09-05-2025-Fri 20-22-45-PM,-0.1,5.908,-66.244,-73.85,09-05-2025-Fri 20-35-36-PM,0.0,5.904,-71.7132,inf,09-05-2025-Fri 20-43-36-PM,-0.2,5.92,-77.42,-37.0,09-05-2025-Fri 20-35-38-PM,0.1,5.908,-73.5808,73.85,09-05-2025-Fri 20-38-10-PM,0.1,5.908,-75.267,73.85
09-05-2025-Fri 20-23-11-PM,0.3,5.904,-68.597,24.6,09-05-2025-Fri 20-21-39-PM,0.2,5.908,-65.8068,36.925,09-05-2025-Fri 20-22-48-PM,-0.1,5.912,-66.77,-73.9,09-05-2025-Fri 20-22-48-PM,0.1,5.908,-65.8397,73.85,09-05-2025-Fri 20-35-38-PM,0.1,5.908,-72.205,73.85,09-05-2025-Fri 20-43-39-PM,-0.1,5.92,-76.8538,-74.0,09-05-2025-Fri 20-35-41-PM,0.0,5.904,-73.275,inf,09-05-2025-Fri 20-38-12-PM,0.3,5.908,-75.7087,24.6167,09-05-2025-Fri 20-23-11-PM,0.3,5.904,-70.4675,24.6,09-05-2025-Fri 20-21-39-PM,0.2,5.908,-67.044,36.925,09-05-2025-Fri 20-22-48-PM,-0.1,5.912,-68.1053,-73.9,09-05-2025-Fri 20-22-48-PM,0.1,5.908,-66.288,73.85,09-05-2025-Fri 20-35-38-PM,0.1,5.908,-71.7132,73.85,09-05-2025-Fri 20-43-39-PM,-0.1,5.92,-77.431,-74.0,09-05-2025-Fri 20-35-41-PM,0.0,5.904,-73.6136,inf,09-05-2025-Fri 20-38-12-PM,0.3,5.908,-75.283,24.6167
09-05-2025-Fri 20-23-13-PM,0.3,5.904,-68.63,24.6,09-05-2025-Fri 20-21-41-PM,0.2,5.908,-65.7411,36.925,09-05-2025-Fri 20-22-50-PM,-0.1,5.912,-66.825,-73.9,09-05-2025-Fri 20-22-50-PM,-0.1,5.908,-65.8726,-73.85,09-05-2025-Fri 20-35-41-PM,-0.2,5.908,-72.205,-36.925,09-05-2025-Fri 20-43-41-PM,-0.2,5.92,-76.9192,-37.0,09-05-2025-Fri 20-35-43-PM,-0.2,5.908,-73.297,-36.925,09-05-2025-Fri 20-38-14-PM,0.0,5.908,-75.7414,inf,09-05-2025-Fri 20-23-13-PM,0.3,5.904,-70.5331,24.6,09-05-2025-Fri 20-21-41-PM,0.2,5.908,-67.044,36.925,09-05-2025-Fri 20-22-50-PM,-0.1,5.912,-68.1711,-73.9,09-05-2025-Fri 20-22-50-PM,-0.1,5.908,-66.332,-73.85,09-05-2025-Fri 20-35-41-PM,-0.2,5.908,-71.7461,-36.925,09-05-2025-Fri 20-43-41-PM,-0.2,5.92,-77.475,-37.0,09-05-2025-Fri 20-35-43-PM,-0.2,5.908,-73.6463,-36.925,09-05-2025-Fri 20-38-14-PM,0.0,5.908,-75.316,inf
09-05-2025-Fri 20-23-16-PM,-0.1,5.9,-68.646,-73.75,09-05-2025-Fri 20-21-43-PM,0.5,5.912,-65.7411,14.78,09-05-2025-Fri 20-22-52-PM,0.2,5.908,-66.869,36.925,09-05-2025-Fri 20-22-52-PM,0.3,5.912,-65.971,24.6333,09-05-2025-Fri 20-35-43-PM,0.2,5.904,-72.248,36.9,09-05-2025-Fri 20-43-43-PM,0.2,5.916,-76.9518,36.975,09-05-2025-Fri 20-35-45-PM,0.1,5.904,-73.33,73.8,09-05-2025-Fri 20-38-17-PM,0.2,5.908,-75.7742,36.925,09-05-2025-Fri 20-23-16-PM,-0.1,5.9,-70.5659,-73.75,09-05-2025-Fri 20-21-43-PM,0.5,5.912,-67.033,14.78,09-05-2025-Fri 20-22-52-PM,0.2,5.908,-68.2039,36.925,09-05-2025-Fri 20-22-52-PM,0.3,5.912,-66.376,24.6333,09-05-2025-Fri 20-35-43-PM,0.2,5.904,-71.7789,36.9,09-05-2025-Fri 20-43-43-PM,0.2,5.916,-77.497,36.975,09-05-2025-Fri 20-35-45-PM,0.1,5.904,-73.6463,73.8,09-05-2025-Fri 20-38-17-PM,0.2,5.908,-75.332,36.925
09-05-2025-Fri 20-23-18-PM,0.5,5.904,-68.728,14.76,09-05-2025-Fri 20-21-46-PM,0.3,5.908,-65.8068,24.6167,09-05-2025-Fri 20-23-09-PM,0.0,5.912,-67.131,inf,09-05-2025-Fri 20-23-09-PM,0.1,5.908,-66.1353,73.85,09-05-2025-Fri 20-35-45-PM,0.1,5.908,-72.292,73.85,09-05-2025-Fri 20-43-46-PM,0.0,5.92,-76.9518,inf,09-05-2025-Fri 20-35-48-PM,0.1,5.908,-73.34,73.85,09-05-2025-Fri 20-38-19-PM,0.2,5.912,-75.7742,36.95,09-05-2025-Fri 20-23-18-PM,0.5,5.904,-70.5987,14.76,09-05-2025-Fri 20-21-46-PM,0.3,5.908,-67.076,24.6167,09-05-2025-Fri 20-23-09-PM,0.0,5.912,-68.5321,inf,09-05-2025-Fri 20-23-09-PM,0.1,5.908,-66.628,73.85,09-05-2025-Fri 20-35-45-PM,0.1,5.908,-71.8116,73.85,09-05-2025-Fri 20-43-46-PM,0.0,5.92,-77.508,inf,09-05-2025-Fri 20-35-48-PM,0.1,5.908,-73.679,73.85,09-05-2025-Fri 20-38-19-PM,0.2,5.912,-75.349,36.95
09-05-2025-Fri 20-23-20-PM,0.0,5.904,-68.761,inf,09-05-2025-Fri 20-22-43-PM,0.2,5.912,-66.2668,36.95,09-05-2025-Fri 20-23-11-PM,-0.1,5.912,-67.175,-73.9,09-05-2025-Fri 20-23-11-PM,-0.1,5.912,-66.2339,-73.9,09-05-2025-Fri 20-35-48-PM,0.0,5.908,-72.281,inf,09-05-2025-Fri 20-44-53-PM,0.0,5.92,-77.704,inf,09-05-2025-Fri 20-35-50-PM,0.2,5.908,-73.384,36.925,09-05-2025-Fri 20-39-50-PM,0.0,5.908,-76.3958,inf,09-05-2025-Fri 20-23-20-PM,0.0,5.904,-70.6643,inf,09-05-2025-Fri 20-22-43-PM,0.2,5.912,-67.985,36.95,09-05-2025-Fri 20-23-11-PM,-0.1,5.912,-68.5649,-73.9,09-05-2025-Fri 20-23-11-PM,-0.1,5.912,-66.682,-73.9,09-05-2025-Fri 20-35-48-PM,0.0,5.908,-71.8116,inf,09-05-2025-Fri 20-44-53-PM,0.0,5.92,-78.26,inf,09-05-2025-Fri 20-35-50-PM,0.2,5.908,-73.7118,36.925,09-05-2025-Fri 20-39-50-PM,0.0,5.908,-75.954,inf
09-05-2025-Fri 20-23-23-PM,0.4,5.904,-68.794,18.45,09-05-2025-Fri 20-22-45-PM,0.1,5.912,-66.2994,73.9,09-05-2025-Fri 20-23-13-PM,0.1,5.912,-67.197,73.9,09-05-2025-Fri 20-23-13-PM,0.1,5.908,-66.2668,73.85,09-05-2025-Fri 20-35-50-PM,-0.2,5.904,-72.314,-36.9,09-05-2025-Fri 20-44-55-PM,0.1,5.916,-77.7367,73.95,09-05-2025-Fri 20-35-53-PM,-0.1,5.904,-73.406,-73.8,09-05-2025-Fri 20-39-52-PM,-0.2,5.912,-76.4285,-36.95,09-05-2025-Fri 20-23-23-PM,0.4,5.904,-70.7298,18.45,09-05-2025-Fri 20-22-45-PM,0.1,5.912,-68.039,73.9,09-05-2025-Fri 20-23-13-PM,0.1,5.912,-68.5977,73.9,09-05-2025-Fri 20-23-13-PM,0.1,5.908,-66.715,73.85,09-05-2025-Fri 20-35-50-PM,-0.2,5.904,-71.8771,-36.9,09-05-2025-Fri 20-44-55-PM,0.1,5.916,-78.27,73.95,09-05-2025-Fri 20-35-53-PM,-0.1,5.904,-73.7446,-73.8,09-05-2025-Fri 20-39-52-PM,-0.2,5.912,-75.987,-36.95
09-05-2025-Fri 20-24-13-PM,0.2,5.904,-69.434,36.9,09-05-2025-Fri 20-22-48-PM,0.2,5.908,-66.3652,36.925,09-05-2025-Fri 20-23-16-PM,0.0,5.912,-67.23,inf,09-05-2025-Fri 20-23-16-PM,0.2,5.912,-66.2994,36.95,09-05-2025-Fri 20-35-53-PM,0.2,5.904,-72.358,36.9,09-05-2025-Fri 20-44-58-PM,-0.1,5.916,-77.7367,-73.95,09-05-2025-Fri 20-37-00-PM,0.0,5.904,-74.039,inf,09-05-2025-Fri 20-39-55-PM,0.1,5.908,-76.4285,73.85,09-05-2025-Fri 20-24-13-PM,0.2,5.904,-71.3854,36.9,09-05-2025-Fri 20-22-48-PM,0.2,5.908,-68.094,36.925,09-05-2025-Fri 20-23-16-PM,0.0,5.912,-68.6634,inf,09-05-2025-Fri 20-23-16-PM,0.2,5.912,-66.759,36.95,09-05-2025-Fri 20-35-53-PM,0.2,5.904,-71.8771,36.9,09-05-2025-Fri 20-44-58-PM,-0.1,5.916,-78.281,-73.95,09-05-2025-Fri 20-37-00-PM,0.0,5.904,-74.3339,inf,09-05-2025-Fri 20-39-55-PM,0.1,5.908,-75.987,73.85
09-05-2025-Fri 20-24-15-PM,0.3,5.904,-69.401,24.6,09-05-2025-Fri 20-22-50-PM,0.3,5.908,-66.4309,24.6167,09-05-2025-Fri 20-23-18-PM,0.2,5.912,-67.263,36.95,09-05-2025-Fri 20-23-18-PM,0.0,5.908,-66.2339,inf,09-05-2025-Fri 20-37-00-PM,0.2,5.904,-73.002,36.9,09-05-2025-Fri 20-45-00-PM,0.2,5.92,-77.8021,37.0,09-05-2025-Fri 20-37-02-PM,0.1,5.904,-74.061,73.8,09-05-2025-Fri 20-39-57-PM,0.0,5.912,-76.4285,inf,09-05-2025-Fri 20-24-15-PM,0.3,5.904,-71.3854,24.6,09-05-2025-Fri 20-22-50-PM,0.3,5.908,-68.171,24.6167,09-05-2025-Fri 20-23-18-PM,0.2,5.912,-68.6961,36.95,09-05-2025-Fri 20-23-18-PM,0.0,5.908,-66.748,inf,09-05-2025-Fri 20-37-00-PM,0.2,5.904,-72.5325,36.9,09-05-2025-Fri 20-45-00-PM,0.2,5.92,-78.336,37.0,09-05-2025-Fri 20-37-02-PM,0.1,5.904,-74.3339,73.8,09-05-2025-Fri 20-39-57-PM,0.0,5.912,-75.987,inf
09-05-2025-Fri 20-24-17-PM,0.0,5.904,-69.499,inf,09-05-2025-Fri 20-22-52-PM,-0.2,5.912,-66.4309,-36.95,09-05-2025-Fri 20-23-20-PM,0.3,5.912,-67.306,24.6333,09-05-2025-Fri 20-23-20-PM,-0.1,5.912,-66.3324,-73.9,09-05-2025-Fri 20-37-02-PM,0.1,5.904,-73.024,73.8,09-05-2025-Fri 20-46-08-PM,-0.1,5.92,-78.4886,-74.0,09-05-2025-Fri 20-37-05-PM,-0.1,5.904,-74.094,-73.8,09-05-2025-Fri 20-39-59-PM,0.0,5.908,-76.4612,inf,09-05-2025-Fri 20-24-17-PM,0.0,5.904,-71.4183,inf,09-05-2025-Fri 20-22-52-PM,-0.2,5.912,-68.203,-36.95,09-05-2025-Fri 20-23-20-PM,0.3,5.912,-68.729,24.6333,09-05-2025-Fri 20-23-20-PM,-0.1,5.912,-66.803,-73.9,09-05-2025-Fri 20-37-02-PM,0.1,5.904,-72.5325,73.8,09-05-2025-Fri 20-46-08-PM,-0.1,5.92,-78.979,-74.0,09-05-2025-Fri 20-37-05-PM,-0.1,5.904,-74.3667,-73.8,09-05-2025-Fri 20-39-59-PM,0.0,5.908,-76.003,inf
09-05-2025-Fri 20-24-20-PM,-0.1,5.904,-69.483,-73.8,09-05-2025-Fri 20-23-09-PM,0.3,5.912,-66.7265,24.6333,09-05-2025-Fri 20-23-23-PM,0.1,5.912,-67.35,73.9,09-05-2025-Fri 20-23-23-PM,0.2,5.908,-66.3981,36.925,09-05-2025-Fri 20-37-05-PM,0.2,5.904,-73.046,36.9,09-05-2025-Fri 20-46-10-PM,0.1,5.92,-78.5213,74.0,09-05-2025-Fri 20-37-07-PM,0.2,5.908,-74.105,36.925,09-05-2025-Fri 20-41-27-PM,0.1,5.908,-77.4751,73.85,09-05-2025-Fri 20-24-20-PM,-0.1,5.904,-71.4183,-73.8,09-05-2025-Fri 20-23-09-PM,0.3,5.912,-68.554,24.6333,09-05-2025-Fri 20-23-23-PM,0.1,5.912,-68.7946,73.9,09-05-2025-Fri 20-23-23-PM,0.2,5.908,-66.857,36.925,09-05-2025-Fri 20-37-05-PM,0.2,5.904,-72.5653,36.9,09-05-2025-Fri 20-46-10-PM,0.1,5.92,-79.011,74.0,09-05-2025-Fri 20-37-07-PM,0.2,5.908,-74.3994,36.925,09-05-2025-Fri 20-41-27-PM,0.1,5.908,-77.197,73.85
09-05-2025-Fri 20-24-22-PM,0.0,5.904,-69.466,inf,09-05-2025-Fri 20-23-11-PM,0.0,5.912,-66.7265,inf,09-05-2025-Fri 20-24-13-PM,0.3,5.912,-67.941,24.6333,09-05-2025-Fri 20-24-13-PM,0.2,5.908,-66.9564,36.925,09-05-2025-Fri 20-37-07-PM,0.0,5.908,-73.089,inf,09-05-2025-Fri 20-46-13-PM,-0.1,5.92,-78.5213,-74.0,09-05-2025-Fri 20-37-10-PM,0.1,5.904,-74.115,73.8,09-05-2025-Fri 20-41-30-PM,0.1,5.912,-77.5078,73.9,09-05-2025-Fri 20-24-22-PM,0.0,5.904,-71.4511,inf,09-05-2025-Fri 20-23-11-PM,0.0,5.912,-68.586,inf,09-05-2025-Fri 20-24-13-PM,0.3,5.912,-69.3851,24.6333,09-05-2025-Fri 20-24-13-PM,0.2,5.908,-67.416,36.925,09-05-2025-Fri 20-37-07-PM,0.0,5.908,-72.5653,inf,09-05-2025-Fri 20-46-13-PM,-0.1,5.92,-79.022,-74.0,09-05-2025-Fri 20-37-10-PM,0.1,5.904,-74.3667,73.8,09-05-2025-Fri 20-41-30-PM,0.1,5.912,-77.23,73.9
09-05-2025-Fri 20-24-24-PM,0.2,5.904,-69.532,36.9,09-05-2025-Fri 20-23-13-PM,0.1,5.912,-66.7265,73.9,09-05-2025-Fri 20-24-15-PM,0.0,5.912,-67.941,inf,09-05-2025-Fri 20-24-15-PM,0.0,5.904,-67.0221,inf,09-05-2025-Fri 20-37-10-PM,0.0,5.904,-73.1,inf,09-05-2025-Fri 20-46-15-PM,0.0,5.92,-78.5213,inf,09-05-2025-Fri 20-38-00-PM,0.2,5.904,-74.53,36.9,09-05-2025-Fri 20-43-36-PM,0.3,5.912,-79.2401,24.6333,09-05-2025-Fri 20-24-24-PM,0.2,5.904,-71.4839,36.9,09-05-2025-Fri 20-23-13-PM,0.1,5.912,-68.619,73.9,09-05-2025-Fri 20-24-15-PM,0.0,5.912,-69.3851,inf,09-05-2025-Fri 20-24-15-PM,0.0,5.904,-67.448,inf,09-05-2025-Fri 20-37-10-PM,0.0,5.904,-72.5981,inf,09-05-2025-Fri 20-46-15-PM,0.0,5.92,-79.044,inf,09-05-2025-Fri 20-38-00-PM,0.2,5.904,-74.7596,36.9,09-05-2025-Fri 20-43-36-PM,0.3,5.912,-78.962,24.6333
09-05-2025-Fri 20-24-27-PM,0.3,5.9,-69.598,24.5833,09-05-2025-Fri 20-23-16-PM,0.4,5.908,-66.7265,18.4625,09-05-2025-Fri 20-24-17-PM,0.0,5.912,-68.018,inf,09-05-2025-Fri 20-24-17-PM,0.2,5.908,-67.0549,36.925,09-05-2025-Fri 20-38-00-PM,0.2,5.904,-73.526,36.9,09-05-2025-Fri 20-46-17-PM,0.2,5.92,-78.554,37.0,09-05-2025-Fri 20-38-03-PM,0.2,5.908,-74.563,36.925,09-05-2025-Fri 20-43-39-PM,0.2,5.912,-79.2729,36.95,09-05-2025-Fri 20-24-27-PM,0.3,5.9,-71.5167,24.5833,09-05-2025-Fri 20-23-16-PM,0.4,5.908,-68.652,18.4625,09-05-2025-Fri 20-24-17-PM,0.0,5.912,-69.4179,inf,09-05-2025-Fri 20-24-17-PM,0.2,5.908,-67.481,36.925,09-05-2025-Fri 20-38-00-PM,0.2,5.904,-73.0567,36.9,09-05-2025-Fri 20-46-17-PM,0.2,5.92,-79.055,37.0,09-05-2025-Fri 20-38-03-PM,0.2,5.908,-74.7923,36.925,09-05-2025-Fri 20-43-39-PM,0.2,5.912,-78.995,36.95
09-05-2025-Fri 20-24-29-PM,0.1,5.904,-69.581,73.8,09-05-2025-Fri 20-23-18-PM,0.0,5.908,-66.8579,inf,09-05-2025-Fri 20-24-20-PM,0.0,5.912,-67.996,inf,09-05-2025-Fri 20-24-20-PM,0.2,5.908,-66.9892,36.925,09-05-2025-Fri 20-38-03-PM,0.2,5.904,-73.504,36.9,09-05-2025-Fri 20-47-46-PM,0.1,5.92,-79.3709,74.0,09-05-2025-Fri 20-38-05-PM,0.0,5.908,-74.574,inf,09-05-2025-Fri 20-43-41-PM,-0.2,5.912,-79.3056,-36.95,09-05-2025-Fri 20-24-29-PM,0.1,5.904,-71.5167,73.8,09-05-2025-Fri 20-23-18-PM,0.0,5.908,-68.718,inf,09-05-2025-Fri 20-24-20-PM,0.0,5.912,-69.4508,inf,09-05-2025-Fri 20-24-20-PM,0.2,5.908,-67.47,36.925,09-05-2025-Fri 20-38-03-PM,0.2,5.904,-73.0567,36.9,09-05-2025-Fri 20-47-46-PM,0.1,5.92,-79.806,74.0,09-05-2025-Fri 20-38-05-PM,0.0,5.908,-74.825,inf,09-05-2025-Fri 20-43-41-PM,-0.2,5.912,-79.028,-36.95
09-05-2025-Fri 20-25-38-PM,0.3,5.904,-70.319,24.6,09-05-2025-Fri 20-23-20-PM,0.2,5.912,-66.8579,36.95,09-05-2025-Fri 20-24-22-PM,0.0,5.908,-67.996,inf,09-05-2025-Fri 20-24-22-PM,0.1,5.904,-67.0549,73.8,09-05-2025-Fri 20-38-05-PM,0.3,5.908,-73.526,24.6167,09-05-2025-Fri 20-47-48-PM,-0.2,5.92,-79.4035,-37.0,09-05-2025-Fri 20-38-07-PM,0.0,5.908,-74.596,inf,09-05-2025-Fri 20-43-43-PM,0.1,5.912,-79.3056,73.9,09-05-2025-Fri 20-25-38-PM,0.3,5.904,-72.1721,24.6,09-05-2025-Fri 20-23-20-PM,0.2,5.912,-68.75,36.95,09-05-2025-Fri 20-24-22-PM,0.0,5.908,-69.4508,inf,09-05-2025-Fri 20-24-22-PM,0.1,5.904,-67.492,73.8,09-05-2025-Fri 20-38-05-PM,0.3,5.908,-73.0895,24.6167,09-05-2025-Fri 20-47-48-PM,-0.2,5.92,-79.828,-37.0,09-05-2025-Fri 20-38-07-PM,0.0,5.908,-74.825,inf,09-05-2025-Fri 20-43-43-PM,0.1,5.912,-79.028,73.9
09-05-2025-Fri 20-25-41-PM,0.0,5.904,-70.352,inf,09-05-2025-Fri 20-23-23-PM,0.4,5.912,-66.8579,18.475,09-05-2025-Fri 20-24-24-PM,0.1,5.912,-68.04,73.9,09-05-2025-Fri 20-24-24-PM,0.0,5.912,-67.0549,inf,09-05-2025-Fri 20-38-07-PM,0.1,5.904,-73.57,73.8,09-05-2025-Fri 20-48-34-PM,0.1,5.916,-79.8283,73.95,09-05-2025-Fri 20-38-10-PM,0.1,5.904,-74.607,73.8,09-05-2025-Fri 20-43-46-PM,0.1,5.912,-79.3709,73.9,09-05-2025-Fri 20-25-41-PM,0.0,5.904,-72.2048,inf,09-05-2025-Fri 20-23-23-PM,0.4,5.912,-68.794,18.475,09-05-2025-Fri 20-24-24-PM,0.1,5.912,-69.4836,73.9,09-05-2025-Fri 20-24-24-PM,0.0,5.912,-67.525,inf,09-05-2025-Fri 20-38-07-PM,0.1,5.904,-73.1223,73.8,09-05-2025-Fri 20-48-34-PM,0.1,5.916,-80.329,73.95,09-05-2025-Fri 20-38-10-PM,0.1,5.904,-74.8578,73.8,09-05-2025-Fri 20-43-46-PM,0.1,5.912,-79.077,73.9
09-05-2025-Fri 20-25-43-PM,0.2,5.904,-70.352,36.9,09-05-2025-Fri 20-24-13-PM,0.2,5.908,-67.4817,36.925,09-05-2025-Fri 20-24-27-PM,-0.1,5.908,-68.116,-73.85,09-05-2025-Fri 20-24-27-PM,0.0,5.908,-67.1534,inf,09-05-2025-Fri 20-38-10-PM,0.2,5.908,-73.57,36.925,09-05-2025-Fri 20-48-36-PM,0.1,5.92,-79.8283,74.0,09-05-2025-Fri 20-38-12-PM,-0.1,5.904,-74.639,-73.8,09-05-2025-Fri 20-44-53-PM,0.0,5.912,-80.1223,inf,09-05-2025-Fri 20-25-43-PM,0.2,5.904,-72.2048,36.9,09-05-2025-Fri 20-24-13-PM,0.2,5.908,-69.417,36.925,09-05-2025-Fri 20-24-27-PM,-0.1,5.908,-69.5164,-73.85,09-05-2025-Fri 20-24-27-PM,0.0,5.908,-67.569,inf,09-05-2025-Fri 20-38-10-PM,0.2,5.908,-73.1223,36.925,09-05-2025-Fri 20-48-36-PM,0.1,5.92,-80.373,74.0,09-05-2025-Fri 20-38-12-PM,-0.1,5.904,-74.8578,-73.8,09-05-2025-Fri 20-44-53-PM,0.0,5.912,-79.812,inf
09-05-2025-Fri 20-27-10-PM,0.0,5.908,-71.057,inf,09-05-2025-Fri 20-24-15-PM,0.2,5.912,-67.4161,36.95,09-05-2025-Fri 20-24-29-PM,0.0,5.912,-68.116,inf,09-05-2025-Fri 20-24-29-PM,0.1,5.908,-67.1534,73.85,09-05-2025-Fri 20-38-12-PM,-0.1,5.908,-73.646,-73.85,09-05-2025-Fri 20-48-39-PM,0.0,5.916,-79.861,inf,09-05-2025-Fri 20-38-14-PM,-0.1,5.908,-74.661,-73.85,09-05-2025-Fri 20-44-55-PM,-0.1,5.908,-80.1223,-73.85,09-05-2025-Fri 20-27-10-PM,0.0,5.908,-72.8274,inf,09-05-2025-Fri 20-24-15-PM,0.2,5.912,-69.396,36.95,09-05-2025-Fri 20-24-29-PM,0.0,5.912,-69.5492,inf,09-05-2025-Fri 20-24-29-PM,0.1,5.908,-67.591,73.85,09-05-2025-Fri 20-38-12-PM,-0.1,5.908,-73.1877,-73.85,09-05-2025-Fri 20-48-39-PM,0.0,5.916,-80.416,inf,09-05-2025-Fri 20-38-14-PM,-0.1,5.908,-74.8905,-73.85,09-05-2025-Fri 20-44-55-PM,-0.1,5.908,-79.812,-73.85
09-05-2025-Fri 20-27-12-PM,0.0,5.908,-71.106,inf,09-05-2025-Fri 20-24-17-PM,0.0,5.908,-67.5802,inf,09-05-2025-Fri 20-25-38-PM,0.0,5.912,-68.816,inf,09-05-2025-Fri 20-25-38-PM,0.1,5.912,-67.81,73.9,09-05-2025-Fri 20-38-14-PM,-0.3,5.904,-73.613,-24.6,09-05-2025-Fri 20-48-41-PM,0.1,5.92,-79.8936,74.0,09-05-2025-Fri 20-38-17-PM,0.2,5.904,-74.683,36.9,09-05-2025-Fri 20-44-58-PM,0.1,5.912,-80.155,73.9,09-05-2025-Fri 20-27-12-PM,0.0,5.908,-72.8601,inf,09-05-2025-Fri 20-24-17-PM,0.0,5.908,-69.472,inf,09-05-2025-Fri 20-25-38-PM,0.0,5.912,-70.1724,inf,09-05-2025-Fri 20-25-38-PM,0.1,5.912,-68.225,73.9,09-05-2025-Fri 20-38-14-PM,-0.3,5.904,-73.1877,-24.6,09-05-2025-Fri 20-48-41-PM,0.1,5.92,-80.449,74.0,09-05-2025-Fri 20-38-17-PM,0.2,5.904,-74.8905,36.9,09-05-2025-Fri 20-44-58-PM,0.1,5.912,-79.828,73.9
