Timestamp,Cell 1 Temp,Cell 3 Temp,Cell 5 Temp,Cell 7 Temp,Cell 10 Temp,Cell 12 Temp,Cell 14 Temp,Cell 16 Temp
10-24-2025-Fri 17-28-03-PM,22.523,22.692,22.692,22.726,22.489,22.601,22.703,22.742
10-24-2025-Fri 17-28-05-PM,22.506,22.68,22.692,22.714,22.489,22.602,22.703,22.709
10-24-2025-Fri 17-28-08-PM,22.472,22.658,22.68,22.703,22.455,22.59,22.68,22.709
10-24-2025-Fri 17-28-10-PM,22.489,22.669,22.703,22.725,22.466,22.601,22.703,22.725
10-24-2025-Fri 17-28-12-PM,22.489,22.658,22.681,22.714,22.466,22.59,22.692,22.725
10-24-2025-Fri 17-28-15-PM,22.506,22.703,22.714,22.725,22.478,22.613,22.703,22.725
10-24-2025-Fri 17-28-17-PM,22.489,22.703,22.737,22.714,22.466,22.635,22.703,22.709
10-24-2025-Fri 17-28-20-PM,22.472,22.658,22.714,22.714,22.444,22.602,22.703,22.709
10-24-2025-Fri 17-28-22-PM,22.455,22.669,22.714,22.714,22.444,22.613,22.692,22.709
10-24-2025-Fri 17-28-24-PM,22.455,22.669,22.714,22.714,22.444,22.613,22.703,22.709
10-24-2025-Fri 17-28-28-PM,22.523,22.703,22.703,22.703,22.478,22.601,22.68,22.709
10-24-2025-Fri 17-28-31-PM,22.489,22.68,22.703,22.714,22.466,22.602,22.692,22.709
10-24-2025-Fri 17-28-33-PM,22.455,22.647,22.669,22.692,22.444,22.579,22.669,22.692
10-24-2025-Fri 17-28-35-PM,22.489,22.647,22.692,22.703,22.455,22.579,22.692,22.692
10-24-2025-Fri 17-28-38-PM,22.489,22.647,22.669,22.737,22.466,22.568,22.703,22.742
10-24-2025-Fri 17-28-40-PM,22.489,22.669,22.669,22.703,22.478,22.59,22.68,22.709
10-24-2025-Fri 17-28-43-PM,22.455,22.669,22.692,22.703,22.444,22.602,22.68,22.709
10-24-2025-Fri 17-28-45-PM,22.489,22.68,22.692,22.703,22.466,22.59,22.68,22.692
10-24-2025-Fri 17-28-47-PM,22.421,22.635,22.692,22.714,22.421,22.59,22.692,22.709
10-24-2025-Fri 17-28-50-PM,22.472,22.669,22.68,22.692,22.455,22.59,22.669,22.692
10-24-2025-Fri 17-28-52-PM,22.472,22.669,22.692,22.715,22.444,22.59,22.692,22.726
10-24-2025-Fri 17-28-55-PM,22.455,22.658,22.68,22.681,22.444,22.59,22.669,22.675
10-24-2025-Fri 17-28-57-PM,22.455,22.635,22.669,22.692,22.444,22.579,22.681,22.692
10-24-2025-Fri 17-29-00-PM,22.438,22.635,22.669,22.714,22.432,22.568,22.68,22.709
10-24-2025-Fri 17-29-02-PM,22.489,22.692,22.692,22.692,22.466,22.602,22.669,22.692
10-24-2025-Fri 17-29-04-PM,22.472,22.669,22.692,22.703,22.455,22.601,22.692,22.709
10-24-2025-Fri 17-29-07-PM,22.438,22.635,22.68,22.703,22.432,22.579,22.703,22.692
10-24-2025-Fri 17-29-09-PM,22.455,22.669,22.692,22.681,22.444,22.602,22.669,22.675
10-24-2025-Fri 17-29-11-PM,22.489,22.703,22.703,22.714,22.466,22.613,22.68,22.725
10-24-2025-Fri 17-29-14-PM,22.438,22.646,22.68,22.703,22.432,22.59,22.68,22.709
10-24-2025-Fri 17-29-16-PM,22.438,22.646,22.68,22.681,22.432,22.59,22.669,22.675
10-24-2025-Fri 17-29-18-PM,22.489,22.658,22.658,22.692,22.466,22.568,22.669,22.692
10-24-2025-Fri 17-29-21-PM,22.472,22.669,22.68,22.703,22.455,22.59,22.68,22.709
10-24-2025-Fri 17-29-23-PM,22.472,22.669,22.68,22.703,22.455,22.59,22.692,22.709
10-24-2025-Fri 17-29-26-PM,22.455,22.646,22.68,22.692,22.432,22.579,22.669,22.692
10-24-2025-Fri 17-29-28-PM,22.489,22.68,22.68,22.692,22.466,22.59,22.669,22.692
10-24-2025-Fri 17-29-31-PM,22.472,22.669,22.669,22.692,22.455,22.579,22.669,22.692
10-24-2025-Fri 17-29-33-PM,22.472,22.669,22.692,22.692,22.444,22.59,22.669,22.692
10-24-2025-Fri 17-29-35-PM,22.455,22.658,22.68,22.692,22.444,22.59,22.669,22.692
10-24-2025-Fri 17-29-38-PM,22.489,22.647,22.658,22.681,22.455,22.557,22.669,22.675
10-24-2025-Fri 17-29-40-PM,22.472,22.68,22.703,22.692,22.444,22.602,22.692,22.692
10-24-2025-Fri 17-29-43-PM,22.472,22.68,22.703,22.681,22.444,22.601,22.669,22.675
10-24-2025-Fri 17-29-45-PM,22.438,22.658,22.681,22.669,22.421,22.59,22.658,22.675
10-24-2025-Fri 17-29-47-PM,22.438,22.635,22.647,22.681,22.421,22.557,22.647,22.692
10-24-2025-Fri 17-29-50-PM,22.455,22.669,22.703,22.692,22.432,22.601,22.669,22.692
10-24-2025-Fri 17-29-52-PM,22.455,22.646,22.68,22.681,22.432,22.579,22.669,22.675
10-24-2025-Fri 17-29-55-PM,22.472,22.647,22.658,22.692,22.444,22.557,22.669,22.692
10-24-2025-Fri 17-29-57-PM,22.455,22.635,22.669,22.692,22.432,22.568,22.669,22.692
10-24-2025-Fri 17-30-00-PM,22.455,22.635,22.669,22.681,22.432,22.568,22.669,22.675
10-24-2025-Fri 17-30-02-PM,22.421,22.602,22.647,22.669,22.41,22.557,22.658,22.675
10-24-2025-Fri 17-30-05-PM,22.472,22.669,22.669,22.669,22.444,22.579,22.658,22.675
10-24-2025-Fri 17-30-07-PM,22.438,22.635,22.68,22.681,22.421,22.579,22.669,22.675
10-24-2025-Fri 17-30-10-PM,22.421,22.613,22.658,22.692,22.41,22.557,22.669,22.692
10-24-2025-Fri 17-30-12-PM,22.472,22.636,22.658,22.669,22.433,22.557,22.658,22.675
10-24-2025-Fri 17-30-14-PM,22.455,22.646,22.669,22.681,22.432,22.568,22.658,22.675
10-24-2025-Fri 17-30-17-PM,22.455,22.647,22.658,22.669,22.432,22.568,22.669,22.675
10-24-2025-Fri 17-30-19-PM,22.455,22.624,22.669,22.681,22.421,22.557,22.669,22.675
10-24-2025-Fri 17-30-22-PM,22.405,22.613,22.658,22.681,22.399,22.568,22.658,22.692
10-24-2025-Fri 17-30-24-PM,22.421,22.613,22.636,22.658,22.41,22.545,22.636,22.658
10-24-2025-Fri 17-30-26-PM,22.472,22.635,22.636,22.669,22.455,22.557,22.658,22.675
10-24-2025-Fri 17-30-29-PM,22.438,22.624,22.647,22.658,22.421,22.557,22.636,22.658
10-24-2025-Fri 17-30-31-PM,22.472,22.647,22.658,22.669,22.433,22.557,22.658,22.675
10-24-2025-Fri 17-30-33-PM,22.472,22.658,22.669,22.681,22.444,22.568,22.658,22.675
10-24-2025-Fri 17-30-36-PM,22.438,22.601,22.636,22.669,22.421,22.545,22.658,22.675
10-24-2025-Fri 17-30-38-PM,22.405,22.602,22.636,22.669,22.399,22.545,22.647,22.675
10-24-2025-Fri 17-30-41-PM,22.455,22.635,22.636,22.647,22.432,22.557,22.636,22.658
10-24-2025-Fri 17-30-43-PM,22.455,22.646,22.669,22.669,22.432,22.579,22.658,22.675
10-24-2025-Fri 17-30-45-PM,22.438,22.635,22.669,22.669,22.421,22.579,22.658,22.675
10-24-2025-Fri 17-30-48-PM,22.438,22.624,22.647,22.681,22.421,22.545,22.658,22.675
10-24-2025-Fri 17-30-50-PM,22.455,22.658,22.669,22.658,22.432,22.579,22.647,22.658
10-24-2025-Fri 17-30-52-PM,22.421,22.624,22.658,22.658,22.41,22.568,22.647,22.658
10-24-2025-Fri 17-30-55-PM,22.438,22.635,22.647,22.647,22.421,22.557,22.636,22.641
10-24-2025-Fri 17-30-57-PM,22.472,22.647,22.647,22.647,22.444,22.557,22.636,22.641
10-24-2025-Fri 17-31-00-PM,22.438,22.624,22.636,22.658,22.421,22.545,22.647,22.658
10-24-2025-Fri 17-31-02-PM,22.37,22.612,22.658,22.658,22.376,22.568,22.636,22.658
10-24-2025-Fri 17-31-04-PM,22.421,22.613,22.636,22.658,22.41,22.545,22.647,22.658
10-24-2025-Fri 17-31-07-PM,22.455,22.636,22.647,22.669,22.421,22.546,22.647,22.675
10-24-2025-Fri 17-31-09-PM,22.455,22.636,22.647,22.647,22.421,22.546,22.636,22.641
10-24-2025-Fri 17-31-12-PM,22.472,22.669,22.647,22.647,22.444,22.568,22.636,22.658
10-24-2025-Fri 17-31-14-PM,22.421,22.624,22.636,22.647,22.41,22.557,22.636,22.658
10-24-2025-Fri 17-31-17-PM,22.405,22.613,22.647,22.669,22.399,22.557,22.647,22.675
10-24-2025-Fri 17-31-19-PM,22.438,22.624,22.636,22.658,22.421,22.545,22.636,22.658
10-24-2025-Fri 17-31-21-PM,22.438,22.602,22.636,22.658,22.41,22.534,22.636,22.658
10-24-2025-Fri 17-31-24-PM,22.421,22.635,22.658,22.669,22.41,22.568,22.647,22.675
10-24-2025-Fri 17-31-26-PM,22.421,22.624,22.647,22.647,22.41,22.557,22.636,22.641
10-24-2025-Fri 17-31-28-PM,22.421,22.613,22.636,22.647,22.399,22.546,22.624,22.658
10-24-2025-Fri 17-31-31-PM,22.472,22.624,22.624,22.647,22.433,22.523,22.636,22.641
10-24-2025-Fri 17-31-33-PM,22.421,22.602,22.636,22.658,22.399,22.534,22.647,22.658
10-24-2025-Fri 17-31-36-PM,22.421,22.624,22.658,22.658,22.399,22.557,22.647,22.658
10-24-2025-Fri 17-31-38-PM,22.455,22.647,22.647,22.636,22.421,22.557,22.624,22.641
10-24-2025-Fri 17-31-40-PM,22.387,22.612,22.635,22.636,22.387,22.556,22.613,22.641
10-24-2025-Fri 17-31-43-PM,22.387,22.579,22.636,22.647,22.376,22.534,22.636,22.641
10-24-2025-Fri 17-31-45-PM,22.421,22.59,22.602,22.636,22.399,22.512,22.613,22.641
10-24-2025-Fri 17-31-48-PM,22.405,22.591,22.624,22.636,22.388,22.534,22.624,22.641
10-24-2025-Fri 17-31-50-PM,22.421,22.624,22.647,22.658,22.41,22.557,22.647,22.658
10-24-2025-Fri 17-31-53-PM,22.421,22.59,22.613,22.636,22.399,22.523,22.624,22.641
10-24-2025-Fri 17-31-55-PM,22.421,22.635,22.624,22.624,22.399,22.545,22.602,22.641
10-24-2025-Fri 17-31-57-PM,22.371,22.568,22.624,22.636,22.365,22.534,22.624,22.641
10-24-2025-Fri 17-32-00-PM,22.405,22.602,22.636,22.636,22.388,22.546,22.624,22.641
10-24-2025-Fri 17-32-02-PM,22.421,22.613,22.624,22.636,22.399,22.534,22.624,22.641
10-24-2025-Fri 17-32-04-PM,22.438,22.613,22.636,22.647,22.41,22.534,22.636,22.641
10-24-2025-Fri 17-32-07-PM,22.387,22.568,22.624,22.647,22.376,22.523,22.636,22.641
10-24-2025-Fri 17-32-09-PM,22.387,22.579,22.613,22.636,22.387,22.534,22.624,22.641
10-24-2025-Fri 17-32-12-PM,22.438,22.602,22.624,22.624,22.41,22.523,22.624,22.607
10-24-2025-Fri 17-32-14-PM,22.388,22.591,22.624,22.636,22.376,22.534,22.624,22.641
10-24-2025-Fri 17-32-17-PM,22.387,22.579,22.624,22.624,22.376,22.534,22.613,22.624
10-24-2025-Fri 17-32-19-PM,22.405,22.602,22.636,22.636,22.388,22.546,22.624,22.641
10-24-2025-Fri 17-32-21-PM,22.421,22.602,22.613,22.624,22.399,22.523,22.602,22.624
10-24-2025-Fri 17-32-24-PM,22.421,22.602,22.624,22.624,22.399,22.534,22.613,22.624
10-24-2025-Fri 17-32-26-PM,22.421,22.613,22.624,22.636,22.399,22.534,22.613,22.641
10-24-2025-Fri 17-32-29-PM,22.37,22.579,22.613,22.636,22.365,22.523,22.613,22.641
10-24-2025-Fri 17-32-31-PM,22.337,22.557,22.624,22.636,22.343,22.534,22.624,22.641
10-24-2025-Fri 17-32-33-PM,22.421,22.59,22.613,22.613,22.387,22.511,22.613,22.607
10-24-2025-Fri 17-32-36-PM,22.405,22.602,22.636,22.636,22.388,22.546,22.636,22.641
10-24-2025-Fri 17-32-38-PM,22.388,22.613,22.636,22.624,22.387,22.557,22.613,22.624
10-24-2025-Fri 17-32-41-PM,22.404,22.613,22.647,22.636,22.388,22.546,22.636,22.624
10-24-2025-Fri 17-32-43-PM,22.404,22.59,22.624,22.647,22.388,22.523,22.636,22.641
10-24-2025-Fri 17-32-47-PM,22.404,22.613,22.624,22.613,22.388,22.534,22.602,22.607
10-24-2025-Fri 17-32-50-PM,22.388,22.568,22.602,22.636,22.365,22.5,22.613,22.641
10-24-2025-Fri 17-32-52-PM,22.37,22.556,22.59,22.602,22.353,22.5,22.59,22.607
10-24-2025-Fri 17-32-55-PM,22.353,22.545,22.59,22.613,22.331,22.478,22.59,22.607
10-24-2025-Fri 17-32-57-PM,22.387,22.579,22.602,22.613,22.354,22.489,22.59,22.607
10-24-2025-Fri 17-32-59-PM,22.303,22.523,22.59,22.59,22.275,22.466,22.568,22.59
10-24-2025-Fri 17-33-02-PM,22.337,22.534,22.59,22.579,22.297,22.455,22.568,22.556
10-24-2025-Fri 17-33-04-PM,22.286,22.489,22.568,22.568,22.252,22.433,22.557,22.556
10-24-2025-Fri 17-33-07-PM,22.27,22.489,22.545,22.556,22.23,22.41,22.523,22.556
10-24-2025-Fri 17-33-09-PM,22.286,22.5,22.579,22.557,22.218,22.41,22.534,22.54
10-24-2025-Fri 17-33-12-PM,22.185,22.399,22.511,22.523,22.128,22.331,22.489,22.506
10-24-2025-Fri 17-33-14-PM,22.134,22.376,22.511,22.511,22.072,22.308,22.478,22.489
10-24-2025-Fri 17-33-16-PM,22.1,22.342,22.489,22.5,22.027,22.263,22.444,22.472
10-24-2025-Fri 17-33-19-PM,22.067,22.309,22.455,22.455,21.96,22.196,22.399,22.422
10-24-2025-Fri 17-33-21-PM,21.982,22.252,22.433,22.444,21.869,22.14,22.376,22.404
10-24-2025-Fri 17-33-24-PM,21.898,22.174,22.376,22.387,21.768,22.05,22.309,22.337
10-24-2025-Fri 17-33-26-PM,21.779,22.072,22.32,22.331,21.621,21.937,22.23,22.269
10-24-2025-Fri 17-33-29-PM,21.712,22.016,22.275,22.286,21.52,21.847,22.173,22.218
10-24-2025-Fri 17-33-31-PM,21.593,21.914,22.229,22.241,21.385,21.756,22.117,22.168
10-24-2025-Fri 17-33-33-PM,21.492,21.802,22.162,22.196,21.25,21.621,22.049,22.1
10-24-2025-Fri 17-33-36-PM,21.391,21.712,22.094,22.128,21.126,21.52,21.97,22.032
10-24-2025-Fri 17-33-38-PM,21.255,21.633,22.061,22.083,20.991,21.441,21.914,21.965
10-24-2025-Fri 17-33-40-PM,21.171,21.543,21.982,22.016,20.878,21.329,21.836,21.897
10-24-2025-Fri 17-33-43-PM,21.036,21.464,21.926,21.96,20.743,21.239,21.757,21.83
10-24-2025-Fri 17-33-45-PM,20.918,21.351,21.858,21.892,20.619,21.137,21.678,21.745
10-24-2025-Fri 17-33-48-PM,20.816,21.284,21.79,21.813,20.507,21.047,21.599,21.661
10-24-2025-Fri 17-33-50-PM,20.715,21.159,21.7,21.768,20.383,20.912,21.52,21.61
10-24-2025-Fri 17-33-54-PM,20.58,21.047,21.621,21.7,20.236,20.8,21.441,21.543
10-24-2025-Fri 17-33-56-PM,20.394,20.934,21.542,21.588,20.034,20.664,21.317,21.408
10-24-2025-Fri 17-33-59-PM,20.276,20.822,21.441,21.509,19.91,20.54,21.227,21.323
10-24-2025-Fri 17-34-01-PM,20.107,20.732,21.362,21.441,19.764,20.45,21.148,21.255
10-24-2025-Fri 17-34-03-PM,19.989,20.608,21.261,21.374,19.629,20.304,21.058,21.171
10-24-2025-Fri 17-34-06-PM,19.837,20.484,21.182,21.306,19.482,20.202,20.991,21.104
10-24-2025-Fri 17-34-08-PM,19.769,20.439,21.126,21.227,19.381,20.113,20.878,21.019
10-24-2025-Fri 17-34-10-PM,19.6,20.315,21.047,21.137,19.246,20.022,20.8,20.901
10-24-2025-Fri 17-34-13-PM,19.499,20.169,20.935,21.07,19.122,19.876,20.732,20.833
10-24-2025-Fri 17-34-15-PM,19.415,20.113,20.867,20.98,19.009,19.775,20.631,20.732
10-24-2025-Fri 17-34-18-PM,19.297,20.0,20.788,20.901,18.886,19.674,20.54,20.648
10-24-2025-Fri 17-34-20-PM,19.161,19.899,20.709,20.833,18.762,19.572,20.461,20.563
10-24-2025-Fri 17-34-22-PM,19.043,19.786,20.619,20.765,18.638,19.46,20.383,20.495
10-24-2025-Fri 17-34-25-PM,18.875,19.662,20.529,20.687,18.469,19.336,20.281,20.411
10-24-2025-Fri 17-34-27-PM,18.79,19.55,20.439,20.596,18.368,19.223,20.191,20.309
10-24-2025-Fri 17-34-30-PM,18.689,19.448,20.338,20.529,18.256,19.1,20.113,20.242
10-24-2025-Fri 17-34-32-PM,18.52,19.336,20.236,20.428,18.109,18.987,20.0,20.124
10-24-2025-Fri 17-34-34-PM,18.436,19.223,20.135,20.36,18.008,18.863,19.921,20.056
10-24-2025-Fri 17-34-37-PM,18.284,19.111,20.067,20.27,17.873,18.773,19.831,19.938
10-24-2025-Fri 17-34-39-PM,18.216,19.054,19.988,20.191,17.783,18.683,19.752,19.87
10-24-2025-Fri 17-34-42-PM,18.064,18.92,19.91,20.113,17.637,18.571,19.674,19.769
10-24-2025-Fri 17-34-44-PM,17.963,18.829,19.82,20.045,17.524,18.458,19.583,19.701
10-24-2025-Fri 17-34-46-PM,17.845,18.717,19.718,19.943,17.401,18.345,19.482,19.6
10-24-2025-Fri 17-34-49-PM,17.71,18.638,19.651,19.853,17.277,18.267,19.392,19.499
10-24-2025-Fri 17-34-51-PM,17.643,18.526,19.538,19.775,17.187,18.132,19.313,19.415
10-24-2025-Fri 17-34-53-PM,17.474,18.424,19.459,19.719,17.052,18.053,19.234,19.364
10-24-2025-Fri 17-34-56-PM,17.39,18.334,19.392,19.628,16.951,17.963,19.155,19.263
10-24-2025-Fri 17-34-58-PM,17.271,18.233,19.279,19.651,16.838,17.805,19.088,19.279
10-24-2025-Fri 17-35-01-PM,17.204,18.132,19.245,19.572,16.748,17.76,19.088,19.212
10-24-2025-Fri 17-35-03-PM,17.086,18.064,19.201,19.493,16.625,17.715,19.043,19.161
10-24-2025-Fri 17-35-06-PM,16.951,17.963,19.201,19.414,16.49,17.648,18.975,19.009
10-24-2025-Fri 17-35-08-PM,16.867,17.873,19.009,19.302,16.411,17.502,18.818,18.942
10-24-2025-Fri 17-35-10-PM,16.799,17.806,18.942,19.302,16.332,17.389,18.818,18.925
10-24-2025-Fri 17-35-13-PM,16.664,17.693,18.829,19.11,16.197,17.265,18.604,18.688
10-24-2025-Fri 17-35-15-PM,16.563,17.592,18.728,19.021,16.085,17.153,18.514,18.604
10-24-2025-Fri 17-35-17-PM,16.445,17.479,18.638,18.942,15.972,17.052,18.424,18.52
10-24-2025-Fri 17-35-20-PM,16.394,17.412,18.548,18.863,15.905,16.95,18.334,18.435
10-24-2025-Fri 17-35-22-PM,16.259,17.31,18.469,18.784,15.781,16.86,18.255,18.351
10-24-2025-Fri 17-35-25-PM,16.158,17.22,18.39,18.717,15.68,16.77,18.165,18.283
10-24-2025-Fri 17-35-27-PM,16.057,17.119,18.323,18.627,15.567,16.68,18.087,18.182
10-24-2025-Fri 17-35-32-PM,15.956,17.018,18.199,18.525,15.466,16.557,17.974,18.081
10-24-2025-Fri 17-35-37-PM,15.787,16.872,18.064,18.39,15.287,16.399,17.839,17.946
10-24-2025-Fri 17-35-39-PM,15.568,16.658,17.895,18.244,15.073,16.197,17.681,17.777
10-24-2025-Fri 17-35-42-PM,15.45,16.557,17.839,18.154,14.949,16.118,17.614,17.676
10-24-2025-Fri 17-35-44-PM,15.315,16.456,17.738,18.064,14.826,16.028,17.513,17.608
10-24-2025-Fri 17-35-46-PM,15.264,16.399,17.67,17.985,14.758,15.938,17.434,17.507
10-24-2025-Fri 17-35-49-PM,15.197,16.31,17.58,17.918,14.679,15.837,17.378,17.44
10-24-2025-Fri 17-35-51-PM,15.079,16.22,17.535,17.828,14.567,15.781,17.299,17.338
10-24-2025-Fri 17-35-53-PM,14.961,16.13,17.468,17.772,14.455,15.702,17.232,17.288
10-24-2025-Fri 17-35-56-PM,14.877,16.04,17.378,17.693,14.376,15.612,17.153,17.203
10-24-2025-Fri 17-35-58-PM,14.809,15.972,17.31,17.614,14.297,15.534,17.085,17.119
