Cell 1 Timestamp,DNEpct Cell 1 Current,DNEpct Cell 1 Voltage,DNEpct Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,DNEpct Cell 2 Current,DNEpct Cell 2 Voltage,DNEpct Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,DNEpct Cell 3 Current,DNEpct Cell 3 Voltage,DNEpct Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,DNEpct Cell 4 Current,DNEpct Cell 4 Voltage,DNEpct Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,DNEpct Cell 5 Current,DNEpct Cell 5 Voltage,DNEpct Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,DNEpct Cell 6 Current,DNEpct Cell 6 Voltage,DNEpct Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,DNEpct Cell 7 Current,DNEpct Cell 7 Voltage,DNEpct Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,DNEpct Cell 8 Current,DNEpct Cell 8 Voltage,DNEpct Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,15pct Cell 9 Current,15pct Cell 9 Voltage,15pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,15pct Cell 10 Current,15pct Cell 10 Voltage,15pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,15pct Cell 11 Current,15pct Cell 11 Voltage,15pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,15pct Cell 12 Current,15pct Cell 12 Voltage,15pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,10pct Cell 13 Current,10pct Cell 13 Voltage,10pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,10pct Cell 14 Current,10pct Cell 14 Voltage,10pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,10pct Cell 15 Current,10pct Cell 15 Voltage,10pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,10pct Cell 16 Current,10pct Cell 16 Voltage,10pct Cell 16 Temp,Cell 16 Resistance
09-12-2025-Fri 12-37-57-PM,0.3,5.944,-63.389,24.7667,09-12-2025-Fri 12-33-20-PM,0.1,5.972,-54.7787,74.65,09-12-2025-Fri 12-30-56-PM,-0.1,5.956,-52.656,-74.45,09-12-2025-Fri 12-33-02-PM,0.3,5.972,-53.2609,24.8833,09-12-2025-Fri 12-14-52-PM,0.1,5.932,-45.692,74.15,09-12-2025-Fri 12-25-03-PM,0.1,5.96,-49.0661,74.5,09-12-2025-Fri 12-17-50-PM,0.2,5.944,-47.721,37.15,09-12-2025-Fri 12-19-43-PM,0.1,5.96,-48.7686,74.5,09-12-2025-Fri 12-37-57-PM,0.3,5.944,-67.0221,24.7667,09-12-2025-Fri 12-33-20-PM,0.1,5.972,-57.218,74.65,09-12-2025-Fri 12-30-56-PM,-0.1,5.956,-54.0859,-74.45,09-12-2025-Fri 12-33-02-PM,0.3,5.972,-55.042,24.8833,09-12-2025-Fri 12-14-52-PM,0.1,5.932,-47.3467,74.15,09-12-2025-Fri 12-25-03-PM,0.1,5.96,-50.135,74.5,09-12-2025-Fri 12-17-50-PM,0.2,5.944,-48.504,37.15,09-12-2025-Fri 12-19-43-PM,0.1,5.96,-48.934,74.5
09-12-2025-Fri 12-37-59-PM,-0.1,5.948,-63.471,-74.35,09-12-2025-Fri 12-33-23-PM,0.3,5.976,-54.9107,24.9,09-12-2025-Fri 12-30-58-PM,-0.1,5.96,-52.656,-74.5,09-12-2025-Fri 12-33-04-PM,0.0,5.976,-53.2609,inf,09-12-2025-Fri 12-14-54-PM,0.2,5.936,-45.736,37.1,09-12-2025-Fri 12-25-06-PM,0.2,5.964,-49.0992,37.275,09-12-2025-Fri 12-17-52-PM,0.4,5.94,-47.732,18.5625,09-12-2025-Fri 12-21-14-PM,0.4,5.964,-49.2314,18.6375,09-12-2025-Fri 12-37-59-PM,-0.1,5.948,-67.1205,-74.35,09-12-2025-Fri 12-33-23-PM,0.3,5.976,-57.306,24.9,09-12-2025-Fri 12-30-58-PM,-0.1,5.96,-54.1189,-74.5,09-12-2025-Fri 12-33-04-PM,0.0,5.976,-55.064,inf,09-12-2025-Fri 12-14-54-PM,0.2,5.936,-47.3799,37.1,09-12-2025-Fri 12-25-06-PM,0.2,5.964,-50.146,37.275,09-12-2025-Fri 12-17-52-PM,0.4,5.94,-48.5372,18.5625,09-12-2025-Fri 12-21-14-PM,0.4,5.964,-49.364,18.6375
09-12-2025-Fri 12-38-02-PM,-0.1,5.948,-63.487,-74.35,09-12-2025-Fri 12-33-25-PM,0.3,5.972,-54.9436,24.8833,09-12-2025-Fri 12-31-00-PM,0.2,5.956,-52.755,37.225,09-12-2025-Fri 12-33-11-PM,0.1,5.972,-53.2938,74.65,09-12-2025-Fri 12-14-56-PM,0.1,5.94,-45.747,74.25,09-12-2025-Fri 12-25-08-PM,0.2,5.96,-49.0992,37.25,09-12-2025-Fri 12-17-55-PM,0.2,5.944,-47.766,37.15,09-12-2025-Fri 12-21-16-PM,0.2,5.964,-49.2314,37.275,09-12-2025-Fri 12-38-02-PM,-0.1,5.948,-67.1534,-74.35,09-12-2025-Fri 12-33-25-PM,0.3,5.972,-57.339,24.8833,09-12-2025-Fri 12-31-00-PM,0.2,5.956,-54.1849,37.225,09-12-2025-Fri 12-33-11-PM,0.1,5.972,-55.152,74.65,09-12-2025-Fri 12-14-56-PM,0.1,5.94,-47.4129,74.25,09-12-2025-Fri 12-25-08-PM,0.2,5.96,-50.168,37.25,09-12-2025-Fri 12-17-55-PM,0.2,5.944,-48.5703,37.15,09-12-2025-Fri 12-21-16-PM,0.2,5.964,-49.364,37.275
09-12-2025-Fri 12-38-04-PM,0.2,5.948,-63.569,37.175,09-12-2025-Fri 12-33-27-PM,0.3,5.976,-54.9766,24.9,09-12-2025-Fri 12-31-03-PM,0.2,5.952,-52.777,37.2,09-12-2025-Fri 12-33-13-PM,0.1,5.976,-53.3599,74.7,09-12-2025-Fri 12-14-59-PM,-0.2,5.936,-45.792,-37.1,09-12-2025-Fri 12-25-10-PM,0.2,5.96,-49.1322,37.25,09-12-2025-Fri 12-17-57-PM,0.3,5.944,-47.777,24.7667,09-12-2025-Fri 12-21-21-PM,0.4,5.964,-49.2314,18.6375,09-12-2025-Fri 12-38-04-PM,0.2,5.948,-67.2519,37.175,09-12-2025-Fri 12-33-27-PM,0.3,5.976,-57.383,24.9,09-12-2025-Fri 12-31-03-PM,0.2,5.952,-54.2179,37.2,09-12-2025-Fri 12-33-13-PM,0.1,5.976,-55.196,74.7,09-12-2025-Fri 12-14-59-PM,-0.2,5.936,-47.446,-37.1,09-12-2025-Fri 12-25-10-PM,0.2,5.96,-50.168,37.25,09-12-2025-Fri 12-17-57-PM,0.3,5.944,-48.5372,24.7667,09-12-2025-Fri 12-21-21-PM,0.4,5.964,-49.364,18.6375
09-12-2025-Fri 12-38-06-PM,0.3,5.944,-63.619,24.7667,09-12-2025-Fri 12-33-30-PM,0.4,5.976,-54.9766,18.675,09-12-2025-Fri 12-31-05-PM,0.5,5.956,-52.854,14.89,09-12-2025-Fri 12-33-16-PM,0.2,5.976,-53.3599,37.35,09-12-2025-Fri 12-15-01-PM,0.0,5.936,-45.814,inf,09-12-2025-Fri 12-27-50-PM,0.1,5.968,-49.9585,74.6,09-12-2025-Fri 12-19-24-PM,0.4,5.96,-48.306,18.625,09-12-2025-Fri 12-21-26-PM,0.3,5.964,-49.2644,24.85,09-12-2025-Fri 12-38-06-PM,0.3,5.944,-67.2847,24.7667,09-12-2025-Fri 12-33-30-PM,0.4,5.976,-57.394,18.675,09-12-2025-Fri 12-31-05-PM,0.5,5.956,-54.3168,14.89,09-12-2025-Fri 12-33-16-PM,0.2,5.976,-55.24,37.35,09-12-2025-Fri 12-15-01-PM,0.0,5.936,-47.446,inf,09-12-2025-Fri 12-27-50-PM,0.1,5.968,-50.928,74.6,09-12-2025-Fri 12-19-24-PM,0.4,5.96,-49.0331,18.625,09-12-2025-Fri 12-21-26-PM,0.3,5.964,-49.397,24.85
09-12-2025-Fri 12-38-09-PM,0.3,5.948,-63.701,24.7833,09-12-2025-Fri 12-33-32-PM,-0.1,5.976,-55.0426,-74.7,09-12-2025-Fri 12-31-07-PM,-0.2,5.956,-52.887,-37.225,09-12-2025-Fri 12-33-18-PM,0.4,5.972,-53.4259,18.6625,09-12-2025-Fri 12-15-03-PM,0.3,5.936,-45.836,24.7333,09-12-2025-Fri 12-29-43-PM,0.2,5.936,-50.421,37.1,09-12-2025-Fri 12-19-26-PM,0.5,5.956,-48.306,14.89,09-12-2025-Fri 12-21-28-PM,0.2,5.96,-49.2644,37.25,09-12-2025-Fri 12-38-09-PM,0.3,5.948,-67.3504,24.7833,09-12-2025-Fri 12-33-32-PM,-0.1,5.976,-57.46,-74.7,09-12-2025-Fri 12-31-07-PM,-0.2,5.956,-54.3168,-37.225,09-12-2025-Fri 12-33-18-PM,0.4,5.972,-55.273,18.6625,09-12-2025-Fri 12-15-03-PM,0.3,5.936,-47.4791,24.7333,09-12-2025-Fri 12-29-43-PM,0.2,5.936,-51.335,37.1,09-12-2025-Fri 12-19-26-PM,0.5,5.956,-49.0331,14.89,09-12-2025-Fri 12-21-28-PM,0.2,5.96,-49.397,37.25
09-12-2025-Fri 12-38-11-PM,-0.1,5.944,-63.783,-74.3,09-12-2025-Fri 12-33-35-PM,0.0,5.972,-55.1085,inf,09-12-2025-Fri 12-31-10-PM,0.1,5.96,-52.942,74.5,09-12-2025-Fri 12-33-20-PM,0.0,5.976,-53.492,inf,09-12-2025-Fri 12-15-06-PM,0.3,5.936,-45.858,24.7333,09-12-2025-Fri 12-29-45-PM,-0.1,5.94,-50.4541,-74.25,09-12-2025-Fri 12-19-28-PM,0.2,5.956,-48.317,37.225,09-12-2025-Fri 12-21-30-PM,0.1,5.96,-49.2644,74.5,09-12-2025-Fri 12-38-11-PM,-0.1,5.944,-67.4161,-74.3,09-12-2025-Fri 12-33-35-PM,0.0,5.972,-57.492,inf,09-12-2025-Fri 12-31-10-PM,0.1,5.96,-54.4158,74.5,09-12-2025-Fri 12-33-20-PM,0.0,5.976,-55.317,inf,09-12-2025-Fri 12-15-06-PM,0.3,5.936,-47.4791,24.7333,09-12-2025-Fri 12-29-45-PM,-0.1,5.94,-51.357,-74.25,09-12-2025-Fri 12-19-28-PM,0.2,5.956,-49.0331,37.225,09-12-2025-Fri 12-21-30-PM,0.1,5.96,-49.413,74.5
09-12-2025-Fri 12-38-13-PM,0.2,5.944,-63.783,37.15,09-12-2025-Fri 12-33-37-PM,0.2,5.976,-55.0426,37.35,09-12-2025-Fri 12-31-50-PM,0.2,5.956,-53.635,37.225,09-12-2025-Fri 12-33-23-PM,0.2,5.976,-53.525,37.35,09-12-2025-Fri 12-15-08-PM,-0.1,5.932,-45.825,-74.15,09-12-2025-Fri 12-29-47-PM,0.2,5.94,-50.4871,37.125,09-12-2025-Fri 12-19-31-PM,0.2,5.956,-48.317,37.225,09-12-2025-Fri 12-23-04-PM,0.3,5.956,-49.5949,24.8167,09-12-2025-Fri 12-38-13-PM,0.2,5.944,-67.4817,37.15,09-12-2025-Fri 12-33-37-PM,0.2,5.976,-57.514,37.35,09-12-2025-Fri 12-31-50-PM,0.2,5.956,-55.2405,37.225,09-12-2025-Fri 12-33-23-PM,0.2,5.976,-55.361,37.35,09-12-2025-Fri 12-15-08-PM,-0.1,5.932,-47.4791,-74.15,09-12-2025-Fri 12-29-47-PM,0.2,5.94,-51.368,37.125,09-12-2025-Fri 12-19-31-PM,0.2,5.956,-49.0331,37.225,09-12-2025-Fri 12-23-04-PM,0.3,5.956,-49.727,24.8167
09-12-2025-Fri 12-38-16-PM,0.1,5.948,-63.849,74.35,09-12-2025-Fri 12-33-39-PM,0.3,5.98,-55.1746,24.9167,09-12-2025-Fri 12-31-53-PM,0.4,5.956,-53.712,18.6125,09-12-2025-Fri 12-33-25-PM,0.1,5.972,-53.558,74.65,09-12-2025-Fri 12-15-10-PM,0.4,5.936,-45.869,18.55,09-12-2025-Fri 12-29-50-PM,0.3,5.94,-50.4871,24.75,09-12-2025-Fri 12-19-33-PM,0.4,5.956,-48.339,18.6125,09-12-2025-Fri 12-23-06-PM,0.3,5.96,-49.5949,24.8333,09-12-2025-Fri 12-38-16-PM,0.1,5.948,-67.5474,74.35,09-12-2025-Fri 12-33-39-PM,0.3,5.98,-57.591,24.9167,09-12-2025-Fri 12-31-53-PM,0.4,5.956,-55.2734,18.6125,09-12-2025-Fri 12-33-25-PM,0.1,5.972,-55.405,74.65,09-12-2025-Fri 12-15-10-PM,0.4,5.936,-47.5452,18.55,09-12-2025-Fri 12-29-50-PM,0.3,5.94,-51.368,24.75,09-12-2025-Fri 12-19-33-PM,0.4,5.956,-49.0661,18.6125,09-12-2025-Fri 12-23-06-PM,0.3,5.96,-49.727,24.8333
09-12-2025-Fri 12-39-08-PM,0.0,5.944,-64.917,inf,09-12-2025-Fri 12-33-42-PM,0.2,5.984,-55.2405,37.4,09-12-2025-Fri 12-31-55-PM,0.2,5.952,-53.723,37.2,09-12-2025-Fri 12-33-27-PM,0.2,5.972,-53.558,37.325,09-12-2025-Fri 12-15-13-PM,0.0,5.936,-45.891,inf,09-12-2025-Fri 12-29-52-PM,0.1,5.94,-50.4871,74.25,09-12-2025-Fri 12-19-35-PM,0.3,5.956,-48.339,24.8167,09-12-2025-Fri 12-23-08-PM,0.2,5.956,-49.5949,37.225,09-12-2025-Fri 12-39-08-PM,0.0,5.944,-68.4992,inf,09-12-2025-Fri 12-33-42-PM,0.2,5.984,-57.635,37.4,09-12-2025-Fri 12-31-55-PM,0.2,5.952,-55.3065,37.2,09-12-2025-Fri 12-33-27-PM,0.2,5.972,-55.427,37.325,09-12-2025-Fri 12-15-13-PM,0.0,5.936,-47.512,inf,09-12-2025-Fri 12-29-52-PM,0.1,5.94,-51.39,74.25,09-12-2025-Fri 12-19-35-PM,0.3,5.956,-49.0661,24.8167,09-12-2025-Fri 12-23-08-PM,0.2,5.956,-49.744,37.225
09-12-2025-Fri 12-39-11-PM,0.1,5.944,-65.016,74.3,09-12-2025-Fri 12-33-44-PM,0.3,5.984,-55.0756,24.9333,09-12-2025-Fri 12-31-57-PM,0.1,5.956,-53.8,74.45,09-12-2025-Fri 12-33-30-PM,0.3,5.972,-53.5909,24.8833,09-12-2025-Fri 12-15-15-PM,0.0,5.936,-45.913,inf,09-12-2025-Fri 12-30-04-PM,0.2,5.952,-50.6522,37.2,09-12-2025-Fri 12-19-38-PM,0.2,5.956,-48.35,37.225,09-12-2025-Fri 12-23-10-PM,0.3,5.956,-49.628,24.8167,09-12-2025-Fri 12-39-11-PM,0.1,5.944,-68.5649,74.3,09-12-2025-Fri 12-33-44-PM,0.3,5.984,-57.613,24.9333,09-12-2025-Fri 12-31-57-PM,0.1,5.956,-55.3724,74.45,09-12-2025-Fri 12-33-30-PM,0.3,5.972,-55.46,24.8833,09-12-2025-Fri 12-15-15-PM,0.0,5.936,-47.5452,inf,09-12-2025-Fri 12-30-04-PM,0.2,5.952,-51.632,37.2,09-12-2025-Fri 12-19-38-PM,0.2,5.956,-49.0992,37.225,09-12-2025-Fri 12-23-10-PM,0.3,5.956,-49.744,24.8167
09-12-2025-Fri 12-39-13-PM,0.2,5.944,-65.016,37.15,09-12-2025-Fri 12-33-46-PM,0.2,5.984,-55.2076,37.4,09-12-2025-Fri 12-32-00-PM,0.1,5.956,-53.778,74.45,09-12-2025-Fri 12-33-32-PM,0.2,5.976,-53.7229,37.35,09-12-2025-Fri 12-15-17-PM,0.1,5.932,-45.924,74.15,09-12-2025-Fri 12-30-06-PM,0.2,5.956,-50.6853,37.225,09-12-2025-Fri 12-19-40-PM,0.2,5.956,-48.372,37.225,09-12-2025-Fri 12-23-13-PM,0.1,5.956,-49.661,74.45,09-12-2025-Fri 12-39-13-PM,0.2,5.944,-68.5977,37.15,09-12-2025-Fri 12-33-46-PM,0.2,5.984,-57.69,37.4,09-12-2025-Fri 12-32-00-PM,0.1,5.956,-55.4054,74.45,09-12-2025-Fri 12-33-32-PM,0.2,5.976,-55.537,37.35,09-12-2025-Fri 12-15-17-PM,0.1,5.932,-47.5783,74.15,09-12-2025-Fri 12-30-06-PM,0.2,5.956,-51.687,37.225,09-12-2025-Fri 12-19-40-PM,0.2,5.956,-49.0661,37.225,09-12-2025-Fri 12-23-13-PM,0.1,5.956,-49.76,74.45
09-12-2025-Fri 12-39-15-PM,0.1,5.944,-65.065,74.3,09-12-2025-Fri 12-33-49-PM,0.3,5.98,-55.2405,24.9167,09-12-2025-Fri 12-32-02-PM,-0.2,5.96,-53.855,-37.25,09-12-2025-Fri 12-33-35-PM,-0.1,5.976,-53.6899,-74.7,09-12-2025-Fri 12-15-20-PM,0.4,5.936,-45.946,18.55,09-12-2025-Fri 12-30-09-PM,0.3,5.96,-50.6853,24.8333,09-12-2025-Fri 12-19-43-PM,0.5,5.956,-48.394,14.89,09-12-2025-Fri 12-23-15-PM,0.4,5.96,-49.628,18.625,09-12-2025-Fri 12-39-15-PM,0.1,5.944,-68.6306,74.3,09-12-2025-Fri 12-33-49-PM,0.3,5.98,-57.723,24.9167,09-12-2025-Fri 12-32-02-PM,-0.2,5.96,-55.4383,-37.25,09-12-2025-Fri 12-33-35-PM,-0.1,5.976,-55.548,-74.7,09-12-2025-Fri 12-15-20-PM,0.4,5.936,-47.5783,18.55,09-12-2025-Fri 12-30-09-PM,0.3,5.96,-51.709,24.8333,09-12-2025-Fri 12-19-43-PM,0.5,5.956,-49.0992,14.89,09-12-2025-Fri 12-23-15-PM,0.4,5.96,-49.744,18.625
09-12-2025-Fri 12-39-18-PM,0.4,5.944,-65.098,18.575,09-12-2025-Fri 12-35-48-PM,0.0,5.992,-56.9879,inf,09-12-2025-Fri 12-32-04-PM,0.2,5.964,-53.855,37.275,09-12-2025-Fri 12-33-37-PM,0.1,5.972,-53.7229,74.65,09-12-2025-Fri 12-15-22-PM,0.1,5.936,-45.99,74.2,09-12-2025-Fri 12-30-11-PM,0.1,5.964,-50.7514,74.55,09-12-2025-Fri 12-21-14-PM,0.3,5.956,-48.835,24.8167,09-12-2025-Fri 12-23-17-PM,0.3,5.956,-49.628,24.8167,09-12-2025-Fri 12-39-18-PM,0.4,5.944,-68.6306,18.575,09-12-2025-Fri 12-35-48-PM,0.0,5.992,-59.304,inf,09-12-2025-Fri 12-32-04-PM,0.2,5.964,-55.5044,37.275,09-12-2025-Fri 12-33-37-PM,0.1,5.972,-55.581,74.65,09-12-2025-Fri 12-15-22-PM,0.1,5.936,-47.6113,74.2,09-12-2025-Fri 12-30-11-PM,0.1,5.964,-51.764,74.55,09-12-2025-Fri 12-21-14-PM,0.3,5.956,-49.4957,24.8167,09-12-2025-Fri 12-23-17-PM,0.3,5.956,-49.76,24.8167
09-12-2025-Fri 12-39-20-PM,0.3,5.948,-65.098,24.7833,09-12-2025-Fri 12-35-50-PM,0.1,5.98,-57.0539,74.75,09-12-2025-Fri 12-33-02-PM,0.1,5.976,-54.789,74.7,09-12-2025-Fri 12-33-39-PM,0.1,5.976,-53.756,74.7,09-12-2025-Fri 12-15-24-PM,0.2,5.94,-45.979,37.125,09-12-2025-Fri 12-30-13-PM,0.1,5.968,-50.7514,74.6,09-12-2025-Fri 12-21-16-PM,0.5,5.956,-48.846,14.89,09-12-2025-Fri 12-23-20-PM,0.2,5.96,-49.661,37.25,09-12-2025-Fri 12-39-20-PM,0.3,5.948,-68.5977,24.7833,09-12-2025-Fri 12-35-50-PM,0.1,5.98,-59.348,74.75,09-12-2025-Fri 12-33-02-PM,0.1,5.976,-56.4935,74.7,09-12-2025-Fri 12-33-39-PM,0.1,5.976,-55.625,74.7,09-12-2025-Fri 12-15-24-PM,0.2,5.94,-47.6444,37.125,09-12-2025-Fri 12-30-13-PM,0.1,5.968,-51.808,74.6,09-12-2025-Fri 12-21-16-PM,0.5,5.956,-49.4957,14.89,09-12-2025-Fri 12-23-20-PM,0.2,5.96,-49.793,37.25
09-12-2025-Fri 12-39-22-PM,0.1,5.948,-65.131,74.35,09-12-2025-Fri 12-35-52-PM,0.2,5.956,-57.0868,37.225,09-12-2025-Fri 12-33-04-PM,-0.1,5.976,-54.789,-74.7,09-12-2025-Fri 12-33-42-PM,0.3,5.98,-53.756,24.9167,09-12-2025-Fri 12-15-27-PM,-0.1,5.936,-46.012,-74.2,09-12-2025-Fri 12-30-39-PM,0.4,5.968,-51.1808,18.65,09-12-2025-Fri 12-21-21-PM,0.2,5.96,-48.857,37.25,09-12-2025-Fri 12-23-22-PM,0.3,5.956,-49.661,24.8167,09-12-2025-Fri 12-39-22-PM,0.1,5.948,-68.5977,74.35,09-12-2025-Fri 12-35-52-PM,0.2,5.956,-59.37,37.225,09-12-2025-Fri 12-33-04-PM,-0.1,5.976,-56.5265,-74.7,09-12-2025-Fri 12-33-42-PM,0.3,5.98,-55.647,24.9167,09-12-2025-Fri 12-15-27-PM,-0.1,5.936,-47.6444,-74.2,09-12-2025-Fri 12-30-39-PM,0.4,5.968,-52.336,18.65,09-12-2025-Fri 12-21-21-PM,0.2,5.96,-49.4957,37.25,09-12-2025-Fri 12-23-22-PM,0.3,5.956,-49.793,24.8167
09-12-2025-Fri 12-39-25-PM,0.1,5.944,-65.065,74.3,09-12-2025-Fri 12-35-55-PM,0.0,5.952,-57.0868,inf,09-12-2025-Fri 12-33-11-PM,0.0,5.98,-54.888,inf,09-12-2025-Fri 12-33-44-PM,-0.1,5.984,-53.756,-74.8,09-12-2025-Fri 12-15-29-PM,0.3,5.936,-46.045,24.7333,09-12-2025-Fri 12-30-42-PM,0.2,5.964,-51.2469,37.275,09-12-2025-Fri 12-21-26-PM,0.3,5.956,-48.879,24.8167,09-12-2025-Fri 12-23-24-PM,0.1,5.956,-49.6941,74.45,09-12-2025-Fri 12-39-25-PM,0.1,5.944,-68.5649,74.3,09-12-2025-Fri 12-35-55-PM,0.0,5.952,-59.392,inf,09-12-2025-Fri 12-33-11-PM,0.0,5.98,-56.6583,inf,09-12-2025-Fri 12-33-44-PM,-0.1,5.984,-55.669,-74.8,09-12-2025-Fri 12-15-29-PM,0.3,5.936,-47.6774,24.7333,09-12-2025-Fri 12-30-42-PM,0.2,5.964,-52.392,37.275,09-12-2025-Fri 12-21-26-PM,0.3,5.956,-49.5289,24.8167,09-12-2025-Fri 12-23-24-PM,0.1,5.956,-49.826,74.45
09-12-2025-Fri 12-39-27-PM,0.1,5.948,-65.098,74.35,09-12-2025-Fri 12-35-57-PM,0.2,5.952,-57.1528,37.2,09-12-2025-Fri 12-33-13-PM,-0.1,5.976,-54.965,-74.7,09-12-2025-Fri 12-33-46-PM,0.3,5.984,-53.888,24.9333,09-12-2025-Fri 12-15-31-PM,0.2,5.936,-46.034,37.1,09-12-2025-Fri 12-30-44-PM,0.2,5.964,-51.2469,37.275,09-12-2025-Fri 12-21-28-PM,0.3,5.96,-48.89,24.8333,09-12-2025-Fri 12-23-27-PM,0.3,5.956,-49.6941,24.8167,09-12-2025-Fri 12-39-27-PM,0.1,5.948,-68.5321,74.35,09-12-2025-Fri 12-35-57-PM,0.2,5.952,-59.447,37.2,09-12-2025-Fri 12-33-13-PM,-0.1,5.976,-56.6913,-74.7,09-12-2025-Fri 12-33-46-PM,0.3,5.984,-55.746,24.9333,09-12-2025-Fri 12-15-31-PM,0.2,5.936,-47.6774,37.1,09-12-2025-Fri 12-30-44-PM,0.2,5.964,-52.436,37.275,09-12-2025-Fri 12-21-28-PM,0.3,5.96,-49.5289,24.8333,09-12-2025-Fri 12-23-27-PM,0.3,5.956,-49.826,24.8167
09-12-2025-Fri 12-39-29-PM,0.2,5.944,-65.115,37.15,09-12-2025-Fri 12-35-59-PM,0.1,5.952,-57.1858,74.4,09-12-2025-Fri 12-33-16-PM,0.1,5.976,-55.02,74.7,09-12-2025-Fri 12-33-49-PM,0.2,5.98,-53.822,37.375,09-12-2025-Fri 12-15-34-PM,0.2,5.936,-46.078,37.1,09-12-2025-Fri 12-30-46-PM,0.1,5.964,-51.3129,74.55,09-12-2025-Fri 12-21-30-PM,0.4,5.956,-48.901,18.6125,09-12-2025-Fri 12-23-29-PM,0.3,5.96,-49.6941,24.8333,09-12-2025-Fri 12-39-29-PM,0.2,5.944,-68.4992,37.15,09-12-2025-Fri 12-35-59-PM,0.1,5.952,-59.458,74.4,09-12-2025-Fri 12-33-16-PM,0.1,5.976,-56.7902,74.7,09-12-2025-Fri 12-33-49-PM,0.2,5.98,-55.757,37.375,09-12-2025-Fri 12-15-34-PM,0.2,5.936,-47.7106,37.1,09-12-2025-Fri 12-30-46-PM,0.1,5.964,-52.48,74.55,09-12-2025-Fri 12-21-30-PM,0.4,5.956,-49.5619,18.6125,09-12-2025-Fri 12-23-29-PM,0.3,5.96,-49.859,24.8333
09-12-2025-Fri 12-39-32-PM,0.3,5.948,-65.098,24.7833,09-12-2025-Fri 12-36-02-PM,0.1,5.952,-57.2187,74.4,09-12-2025-Fri 12-33-18-PM,0.2,5.98,-54.965,37.375,09-12-2025-Fri 12-35-48-PM,0.0,5.992,-55.3394,inf,09-12-2025-Fri 12-17-48-PM,0.0,5.94,-47.071,inf,09-12-2025-Fri 12-30-49-PM,0.3,5.964,-51.3129,24.85,09-12-2025-Fri 12-23-04-PM,0.3,5.952,-49.264,24.8,09-12-2025-Fri 12-23-32-PM,0.2,5.952,-49.7271,37.2,09-12-2025-Fri 12-39-32-PM,0.3,5.948,-68.4335,24.7833,09-12-2025-Fri 12-36-02-PM,0.1,5.952,-59.502,74.4,09-12-2025-Fri 12-33-18-PM,0.2,5.98,-56.7572,37.375,09-12-2025-Fri 12-35-48-PM,0.0,5.992,-57.372,inf,09-12-2025-Fri 12-17-48-PM,0.0,5.94,-48.6364,inf,09-12-2025-Fri 12-30-49-PM,0.3,5.964,-52.535,24.85,09-12-2025-Fri 12-23-04-PM,0.3,5.952,-49.8593,24.8,09-12-2025-Fri 12-23-32-PM,0.2,5.952,-49.876,37.2
09-12-2025-Fri 12-39-34-PM,0.1,5.948,-65.066,74.35,09-12-2025-Fri 12-36-04-PM,-0.1,5.952,-57.2515,-74.4,09-12-2025-Fri 12-33-20-PM,0.1,5.976,-55.031,74.7,09-12-2025-Fri 12-35-50-PM,0.0,5.976,-55.4054,inf,09-12-2025-Fri 12-17-50-PM,0.0,5.94,-47.082,inf,09-12-2025-Fri 12-30-51-PM,0.2,5.964,-51.379,37.275,09-12-2025-Fri 12-23-06-PM,0.2,5.956,-49.264,37.225,09-12-2025-Fri 12-23-36-PM,0.2,5.956,-49.7602,37.225,09-12-2025-Fri 12-39-34-PM,0.1,5.948,-68.368,74.35,09-12-2025-Fri 12-36-04-PM,-0.1,5.952,-59.513,-74.4,09-12-2025-Fri 12-33-20-PM,0.1,5.976,-56.8232,74.7,09-12-2025-Fri 12-35-50-PM,0.0,5.976,-57.405,inf,09-12-2025-Fri 12-17-50-PM,0.0,5.94,-48.6694,inf,09-12-2025-Fri 12-30-51-PM,0.2,5.964,-52.579,37.275,09-12-2025-Fri 12-23-06-PM,0.2,5.956,-49.8593,37.225,09-12-2025-Fri 12-23-36-PM,0.2,5.956,-49.892,37.225
